wave,component,baseline_path,lab_path,kind,sha256,size_bytes,exported_symbols,imports,status,validation,decision_rationale
20,wave20-gfw-whitelist,server/internal/proxy/gfw_whitelist.go,labs/daemon/proxy/gfw_whitelist.go,production,c8bde0de415d6055973ef106d4acd5323c10ac4cee33dfdb2e91ca6bfda5b637,588,GFWWhitelist;GFWWhitelist.Whitelist;NewGFWWhitelist,log/slog,lab-reference,hash-verified; no-new-live-symbol-errors-linux-windows-darwin,Unique dormant capability preserved intentionally; not production-authoritative and not imported by the live proxy runtime.
20,wave20-gfwlist-parser,server/internal/proxy/gfwlist_parser.go,labs/daemon/proxy/gfwlist_parser.go,production,95541a686304ee897bdd7ffc883ea2d3b2c319da54ea75f5c23302516a08221d,5894,GFWListParser;GFWListParser.AddBlockedDomain;GFWListParser.AddSuffixRule;GFWListParser.AddWhitelistedDomain;GFWListParser.ClearBlocklist;GFWListParser.ExportRulesJSON;GFWListParser.GetBlockedDomains;GFWListParser.GetBlockedDomainsCount;GFWListParser.GetSuffixRules;GFWListParser.ImportRulesJSON;GFWListParser.IsDomainInWhitelist;GFWListParser.LoadGFWList;GFWListParser.Match;GFWListParser.Parse;GFWListParser.RemoveBlockedDomain;GFWListParser.RemoveSuffixRule;NewGFWListParser,encoding/base64;encoding/json;io/ioutil;log;os;strings;sync,lab-reference,hash-verified; no-new-live-symbol-errors-linux-windows-darwin,Unique dormant capability preserved intentionally; not production-authoritative and not imported by the live proxy runtime.
20,wave20-go-cidr,server/internal/proxy/go_cidr.go,labs/daemon/proxy/go_cidr.go,production,bd0d876a60571feba0a42cedded28125b34a7e6502304b61d7b6cca0af5397d5,5443,AddressCount;AddressRange;Dec;Host;HostBig;Inc;NextSubnet;PreviousSubnet;Subnet;SubnetBig;VerifyNoOverlap,fmt;math/big;net,lab-reference,hash-verified; no-new-live-symbol-errors-linux-windows-darwin,Unique dormant capability preserved intentionally; not production-authoritative and not imported by the live proxy runtime.
20,wave20-go-cidr,server/internal/proxy/go_cidr_test.go,labs/daemon/proxy/go_cidr_test.go,test,c12ca21c7d12f2eaf318f5f32f4df217b00539766a104c881abf6a61a7fae168,1682,TestGoCidrCalculations,net;testing,lab-test-evidence,hash-verified; no-new-live-symbol-errors-linux-windows-darwin,Unique dormant capability preserved intentionally; not production-authoritative and not imported by the live proxy runtime.
20,wave20-go-mitm-tls,server/internal/proxy/go_mitm_tls.go,labs/daemon/proxy/go_mitm_tls.go,production,e648eeeb289083b834f3e6192dd74a70402102e83dfe348902dc9dbaf59cf48b,535,GoMitmTLS;GoMitmTLS.Intercept;NewGoMitmTLS,log/slog,lab-reference,hash-verified; no-new-live-symbol-errors-linux-windows-darwin,Unique dormant capability preserved intentionally; not production-authoritative and not imported by the live proxy runtime.
20,wave20-go-mitmproxy,server/internal/proxy/go_mitmproxy.go,labs/daemon/proxy/go_mitmproxy.go,production,c42bcac7080a1548779304069b5619dadb5512b7a6c74802041efca342b163e8,689,GoMitmProxy;GoMitmProxy.StartInterceptor;NewGoMitmProxy,log/slog,lab-reference,hash-verified; no-new-live-symbol-errors-linux-windows-darwin,Unique dormant capability preserved intentionally; not production-authoritative and not imported by the live proxy runtime.
20,wave20-go-ss2,server/internal/proxy/go_ss2.go,labs/daemon/proxy/go_ss2.go,production,7d9d1a79473ea7dc0cfe0a91dd80b09ed72b500b7510a56d9c2b1b00d244ecff,538,GoSS2;GoSS2.SpeedDial;NewGoSS2,log/slog,lab-reference,hash-verified; no-new-live-symbol-errors-linux-windows-darwin,Unique dormant capability preserved intentionally; not production-authoritative and not imported by the live proxy runtime.
20,wave20-go-tun2socks,server/internal/proxy/go_tun2socks.go,labs/daemon/proxy/go_tun2socks.go,production,a02956d83faf0e6eb32bd53e73a5801a3c68eaff52e3d847925fb9692f06271d,566,GoTun2Socks;GoTun2Socks.Redirect;NewGoTun2Socks,log/slog,lab-reference,hash-verified; no-new-live-symbol-errors-linux-windows-darwin,Unique dormant capability preserved intentionally; not production-authoritative and not imported by the live proxy runtime.
20,wave20-gohop,server/internal/proxy/gohop.go,labs/daemon/proxy/gohop.go,production,092bf3ce47d2923f13756d27a17a41fd027cdf0cc95f511799b7c31b83bdacd6,620,GoHop;GoHop.HopPorts;NewGoHop,log/slog,lab-reference,hash-verified; no-new-live-symbol-errors-linux-windows-darwin,Unique dormant capability preserved intentionally; not production-authoritative and not imported by the live proxy runtime.
20,wave20-google-drive-tunnel,server/internal/proxy/google_drive_tunnel.go,labs/daemon/proxy/google_drive_tunnel.go,production,e9a29f8191af9a9190b092782a41d8b6c4e33f1257b6cb4a9aecac527bc6cb3a,659,GDriveTransport;GDriveTransport.SendPacket,context;fmt,lab-reference,hash-verified; no-new-live-symbol-errors-linux-windows-darwin,Unique dormant capability preserved intentionally; not production-authoritative and not imported by the live proxy runtime.
20,wave20-google-relay,server/internal/proxy/google_relay.go,labs/daemon/proxy/google_relay.go,production,35879351a69cc0c35a6c6ef6acd802aef18c9a9fd1d60de0b2c72a78ce870098,696,GoogleRelay;GoogleRelay.Relay;NewGoogleRelay,log/slog,lab-reference,hash-verified; no-new-live-symbol-errors-linux-windows-darwin,Unique dormant capability preserved intentionally; not production-authoritative and not imported by the live proxy runtime.
20,wave20-gopacket,server/internal/proxy/gopacket.go,labs/daemon/proxy/gopacket.go,production,5e030c23876f3645e105268484fc21ee4e594c9f706cf694e474829f2d99bdbf,678,GoPacket;GoPacket.ProcessPacket;NewGoPacket,log/slog,lab-reference,hash-verified; no-new-live-symbol-errors-linux-windows-darwin,Unique dormant capability preserved intentionally; not production-authoritative and not imported by the live proxy runtime.
20,wave20-gost-chain,server/internal/proxy/gost_chain.go,labs/daemon/proxy/gost_chain.go,production,f49d016f6466fc8408fc46ae8cc88fb9d2f03b1cd464676ff317df2c98e6e99a,4719,NewProxyChain;ProxyChain;ProxyChain.Dial;ProxyNode,context;fmt;net,lab-reference,hash-verified; no-new-live-symbol-errors-linux-windows-darwin,Unique dormant capability preserved intentionally; not production-authoritative and not imported by the live proxy runtime.
20,wave20-graceful-listener,server/internal/proxy/graceful_listener.go,labs/daemon/proxy/graceful_listener.go,production,1985e28daa2a5679719323efe322dfa7b9cb51ee48071c319c9b470051bbc46a,1692,GracefulListener;GracefulListener.Accept;GracefulListener.CloseGracefully;NewGracefulListener;gracefulConn.Close,context;net;sync;syscall,lab-reference,hash-verified; no-new-live-symbol-errors-linux-windows-darwin,Unique dormant capability preserved intentionally; not production-authoritative and not imported by the live proxy runtime.
20,wave20-gvisor-lwip,server/internal/proxy/gvisor_lwip.go,labs/daemon/proxy/gvisor_lwip.go,production,0b9671ff6fd67cf5d81226113b0145a2ecea0c2adce0d1dd6583a3b9dd4e1a63,7908,NetstackGvisor;NetstackLwip;NetstackSystem;NetstackType;NewGvisorStack;NewLwipStack;UserspaceNetstack;gvisorNetstack.AcceptTCP;gvisorNetstack.AcceptUDP;gvisorNetstack.Close;gvisorNetstack.Start;lwipNetstack.AcceptTCP;lwipNetstack.AcceptUDP;lwipNetstack.Close;lwipNetstack.Start;virtualConn.Close;virtualConn.LocalAddr;virtualConn.Read;virtualConn.RemoteAddr;virtualConn.SetDeadline;virtualConn.SetReadDeadline;virtualConn.SetWriteDeadline;virtualConn.Write;virtualPacketConn.Close;virtualPacketConn.LocalAddr;virtualPacketConn.ReadFrom;virtualPacketConn.SetDeadline;virtualPacketConn.SetReadDeadline;virtualPacketConn.SetWriteDeadline;virtualPacketConn.WriteTo,context;encoding/binary;errors;io;net;sync;time,lab-reference,hash-verified; no-new-live-symbol-errors-linux-windows-darwin,Unique dormant capability preserved intentionally; not production-authoritative and not imported by the live proxy runtime.
20,wave20-gvisor-lwip,server/internal/proxy/gvisor_lwip_test.go,labs/daemon/proxy/gvisor_lwip_test.go,test,61ee7768f76306bb662b5167033966829702423ed1cd14c6f755e9c69a566470,3406,TestGvisorNetstack_AcceptTCP;TestLwipNetstack_AcceptUDP;mockTunDevice.Close;mockTunDevice.Read;mockTunDevice.Write,context;encoding/binary;io;net;testing;time,lab-test-evidence,hash-verified; no-new-live-symbol-errors-linux-windows-darwin,Unique dormant capability preserved intentionally; not production-authoritative and not imported by the live proxy runtime.
20,wave20-gvisor-stack,server/internal/proxy/gvisor_stack.go,labs/daemon/proxy/gvisor_stack.go,production,56d6a0a771892ab9b6da97191e946c173fc5e5b310c32bfa38cdfc7a92ec2b79,1911,NewUserspaceStack;UserspaceStack;UserspaceStack.DeliverIPPacket,encoding/binary;errors;fmt;net,lab-reference,hash-verified; no-new-live-symbol-errors-linux-windows-darwin,Unique dormant capability preserved intentionally; not production-authoritative and not imported by the live proxy runtime.
20,wave20-gvisor-stack,server/internal/proxy/gvisor_stack_test.go,labs/daemon/proxy/gvisor_stack_test.go,test,4da103cac0b7e1adc10b047ba677b2c9fde56d88630924289fdb6cd7e57454fb,1077,TestUserspaceStack_DeliverIPPacket,encoding/binary;testing,lab-test-evidence,hash-verified; no-new-live-symbol-errors-linux-windows-darwin,Unique dormant capability preserved intentionally; not production-authoritative and not imported by the live proxy runtime.
20,wave20-handshake-fingerprint,server/internal/proxy/handshake_fingerprint.go,labs/daemon/proxy/handshake_fingerprint.go,production,15285a7446d2da44fc8aa7d137ef714e897ca1eb69dffb2f8efef1b7df4acd8e,18314,ClientHello;ClientHello.ParseClientHello;ClientHello.Raw;FingerprintID;FingerprintID.AsHex;NewQUICClientHelloReconstructor;NewTLSFingerprinter;ParseQUICTransportParameters;QUICClientHelloReconstructor;QUICClientHelloReconstructor.AddFragment;QUICClientHelloReconstructor.Reconstruct;QUICTransportParameters;ReadClientHello;RewindConn;TLSFingerprinter;TLSFingerprinter.GetClientHello;TLSFingerprinter.HandleTCPConn;Uint8Arr;Uint8Arr.MarshalJSON;UnmarshalClientHello;rewindConn.CloseWrite;rewindConn.Read,bytes;crypto/sha1;encoding/binary;encoding/hex;errors;fmt;github.com/refraction-networking/utls;golang.org/x/crypto/cryptobyte;io;net;sort;strings;sync;time,lab-reference,hash-verified; no-new-live-symbol-errors-linux-windows-darwin,Unique dormant capability preserved intentionally; not production-authoritative and not imported by the live proxy runtime.
20,wave20-handshake-fingerprint,server/internal/proxy/handshake_fingerprint_test.go,labs/daemon/proxy/handshake_fingerprint_test.go,test,3dd3105f10c0e0c357a5f69f583b37a82f9e0147f3c743435b8e1111fc146406,3539,TestParseQUICTransportParameters_Local;TestQUICClientHelloReconstructor_Rebuild;TestRewindConn;TestTLSFingerprinter,bytes;net;reflect;testing;time,lab-test-evidence,hash-verified; no-new-live-symbol-errors-linux-windows-darwin,Unique dormant capability preserved intentionally; not production-authoritative and not imported by the live proxy runtime.
