wave,record_id,parent_record_id,composition_group_id,donor,domain,value_unit,source_granularity,value_form,separability,donor_path,donor_sha256,donor_symbol,transformation,mapping_topology,disposition,decision_rationale,target_capability,target_nodes,invariant,negative_invariant,test_node,operator_surface,migration_impact,license_note,risk_tier,dependency_record_ids,evidence_confidence,validation_status
post-refactor-20c,PR137-M0152,n/a,n/a,foghorn-main,surface accountability,complete bounded donor surface group: example_configs/bind/axfr_upstream,bounded recursive surface group,evidence/accountability,context/accountability group,example_configs/bind/axfr_upstream/foghorn_axfr_client.yaml,3f43d3ff06b5ed8d53320d0b16d6b940f508d46e4b2912e0a93181985ae8d708,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains configuration.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,MIT; source reuse legally possible with attribution; live target changes are independently rederived,low,n/a,high,reviewed
post-refactor-20c,PR137-M0153,n/a,n/a,foghorn-main,surface accountability,complete bounded donor surface group: example_configs/logging,bounded recursive surface group,evidence/accountability,context/accountability group,example_configs/logging/query_log_hardening.yaml,80d5806aff93362e93c867fe885c17a59bbd8d809ce9a41cda100aa6b930b975,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains configuration.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,MIT; source reuse legally possible with attribution; live target changes are independently rederived,low,n/a,high,reviewed
post-refactor-20c,PR137-M0154,n/a,n/a,foghorn-main,surface accountability,complete bounded donor surface group: example_configs/plugins,bounded recursive surface group,evidence/accountability,context/accountability group,example_configs/plugins/echo.yaml,022e7542f6bbae47bec24aa12152677a4833d8f977bd16bafdd83a7bdadd81ac,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains configuration.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,MIT; source reuse legally possible with attribution; live target changes are independently rederived,low,n/a,high,reviewed
post-refactor-20c,PR137-M0155,n/a,n/a,foghorn-main,surface accountability,complete bounded donor surface group: src/foghorn/plugins,bounded recursive surface group,evidence/accountability,context/accountability group,src/foghorn/plugins/resolve/rate_limit_profiles.yaml,695b041da4e9907e8b6d11264a78739c0f80c497fdf05bb9304637e0829e0c9a,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains configuration.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,MIT; source reuse legally possible with attribution; live target changes are independently rederived,low,n/a,high,reviewed
post-refactor-20c,PR137-M0156,n/a,n/a,foghorn-main,surface accountability,complete bounded donor surface group: @root,bounded recursive surface group,evidence/accountability,context/accountability group,Dockerfile,fb8e3073319c2aa298c1f2e6687388222d9fbac97532aec90cb59ca700d38c74,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains deployment.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,MIT; source reuse legally possible with attribution; live target changes are independently rederived,low,n/a,high,reviewed
post-refactor-20c,PR137-M0157,n/a,n/a,foghorn-main,surface accountability,complete bounded donor surface group: docker,bounded recursive surface group,evidence/accountability,context/accountability group,docker/docker-compose.yaml,2ce9a6f61cb9dcc86546ae5a4780722fcb2c9589ec1a76689f87a0a64591bce7,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains deployment.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,MIT; source reuse legally possible with attribution; live target changes are independently rederived,low,n/a,high,reviewed
post-refactor-20c,PR137-M0158,n/a,n/a,foghorn-main,surface accountability,complete bounded donor surface group: example_configs/bind/axfr_downstream,bounded recursive surface group,evidence/accountability,context/accountability group,example_configs/bind/axfr_downstream/Dockerfile,2687538d3ba183738f5d11e512e0580a8bcc77c0e6e76f141f142946289939ab,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains deployment.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,MIT; source reuse legally possible with attribution; live target changes are independently rederived,low,n/a,high,reviewed
post-refactor-20c,PR137-M0159,n/a,n/a,foghorn-main,surface accountability,complete bounded donor surface group: example_configs/bind/axfr_upstream,bounded recursive surface group,evidence/accountability,context/accountability group,example_configs/bind/axfr_upstream/Dockerfile,2687538d3ba183738f5d11e512e0580a8bcc77c0e6e76f141f142946289939ab,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains deployment.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,MIT; source reuse legally possible with attribution; live target changes are independently rederived,low,n/a,high,reviewed
post-refactor-20c,PR137-M0160,n/a,n/a,foghorn-main,surface accountability,complete bounded donor surface group: @root,bounded recursive surface group,evidence/accountability,context/accountability group,CHANGELOG.md,14075f84dedfda5008ac1e9dc4fffcf6818ba672a91625b53d61bbca0e98ff92,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains documentation.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,MIT; source reuse legally possible with attribution; live target changes are independently rederived,low,n/a,high,reviewed
post-refactor-20c,PR137-M0161,n/a,n/a,foghorn-main,surface accountability,complete bounded donor surface group: docs,bounded recursive surface group,evidence/accountability,context/accountability group,docs/API.md,d11b7a59b761fe804be8067ac77497ce3f3696fa5a924461edcecc52f7c56cb3,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains documentation.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,MIT; source reuse legally possible with attribution; live target changes are independently rederived,low,n/a,high,reviewed
post-refactor-20c,PR137-M0162,n/a,n/a,foghorn-main,surface accountability,complete bounded donor surface group: docs/plugins/resolve,bounded recursive surface group,evidence/accountability,context/accountability group,docs/plugins/resolve/access_control.md,d9b6c6ebc01885dc6fe5d469766ca26844b482e31ef5bf1646a3bef164c403cf,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains documentation.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,MIT; source reuse legally possible with attribution; live target changes are independently rederived,low,n/a,high,reviewed
post-refactor-20c,PR137-M0163,n/a,n/a,foghorn-main,surface accountability,complete bounded donor surface group: example_configs/bind/axfr_downstream,bounded recursive surface group,evidence/accountability,context/accountability group,example_configs/bind/axfr_downstream/README.md,9dc9cfb9982dc4e3d50c9f3137f4a086bc13e6ad6ce0606baf84cf8d3d72ba97,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains documentation.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,MIT; source reuse legally possible with attribution; live target changes are independently rederived,low,n/a,high,reviewed
post-refactor-20c,PR137-M0164,n/a,n/a,foghorn-main,surface accountability,complete bounded donor surface group: example_configs/bind/axfr_upstream,bounded recursive surface group,evidence/accountability,context/accountability group,example_configs/bind/axfr_upstream/README.md,764485e01d5135027525de9c6cbb3c3f03d6853c5dc895cec79d96f042333930,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains documentation.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,MIT; source reuse legally possible with attribution; live target changes are independently rederived,low,n/a,high,reviewed
post-refactor-20c,PR137-M0165,n/a,n/a,foghorn-main,surface accountability,complete bounded donor surface group: @root,bounded recursive surface group,evidence/accountability,context/accountability group,LICENSE.txt,f01529aa33a49ed7e477550ba60b4c930027241d8e467b24b4e6957af5521475,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains governance.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,MIT; source reuse legally possible with attribution; live target changes are independently rederived,low,n/a,high,reviewed
post-refactor-20c,PR137-M0166,n/a,n/a,foghorn-main,surface accountability,complete bounded donor surface group: @root,bounded recursive surface group,evidence/accountability,context/accountability group,.gitignore,6eef0d0df00da09fa7886b03fec6f0e6a6a116c0aaef6eb0aaf6c9208dfea725,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains implementation.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,MIT; source reuse legally possible with attribution; live target changes are independently rederived,low,n/a,high,reviewed
post-refactor-20c,PR137-M0167,n/a,n/a,foghorn-main,surface accountability,complete bounded donor surface group: assets,bounded recursive surface group,evidence/accountability,context/accountability group,assets/favicon.xcf,1ea137d3a05dd4d93b77237546d7890cdbb239faf4d8609edfa43aab529e7133,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains implementation.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,MIT; source reuse legally possible with attribution; live target changes are independently rederived,low,n/a,high,reviewed
post-refactor-20c,PR137-M0168,n/a,n/a,foghorn-main,surface accountability,complete bounded donor surface group: docker,bounded recursive surface group,evidence/accountability,context/accountability group,docker/stack.env,bbb4670615d5d121454fe33b87a9f36650e8f27412e031a574f8c41b9f880c59,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains implementation.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,MIT; source reuse legally possible with attribution; live target changes are independently rederived,low,n/a,high,reviewed
post-refactor-20c,PR137-M0169,n/a,n/a,foghorn-main,surface accountability,complete bounded donor surface group: example_configs,bounded recursive surface group,evidence/accountability,context/accountability group,example_configs/zone_record_example.txt,8cb29f7dc76364bf367587deb93e52dc1d91fbab8b7ccfdfbe8297940d91c308,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains implementation.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,MIT; source reuse legally possible with attribution; live target changes are independently rederived,low,n/a,high,reviewed
post-refactor-20c,PR137-M0170,n/a,n/a,foghorn-main,surface accountability,complete bounded donor surface group: example_configs/bind/axfr_downstream,bounded recursive surface group,evidence/accountability,context/accountability group,example_configs/bind/axfr_downstream/zones/db.axfr-test.test,57b32bc5d3f5f1c9cc17d80f9780bac8fcdf031b5d825c2e3be0acf250f0aa5a,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains implementation.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,MIT; source reuse legally possible with attribution; live target changes are independently rederived,low,n/a,high,reviewed
post-refactor-20c,PR137-M0171,n/a,n/a,foghorn-main,surface accountability,complete bounded donor surface group: example_configs/bind/axfr_upstream,bounded recursive surface group,evidence/accountability,context/accountability group,example_configs/bind/axfr_upstream/zones/db.axfr-test.test,57b32bc5d3f5f1c9cc17d80f9780bac8fcdf031b5d825c2e3be0acf250f0aa5a,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains implementation.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,MIT; source reuse legally possible with attribution; live target changes are independently rederived,low,n/a,high,reviewed
post-refactor-20c,PR137-M0172,n/a,n/a,foghorn-main,surface accountability,complete bounded donor surface group: example_configs/lists,bounded recursive surface group,evidence/accountability,context/accountability group,example_configs/lists/allowlist.txt,0b120f73f69b8fd9e405064d9fbbb30ff75d4bb6ff72f4f4dcc334aabdb90af6,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains implementation.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,MIT; source reuse legally possible with attribution; live target changes are independently rederived,low,n/a,high,reviewed
post-refactor-20c,PR137-M0173,n/a,n/a,foghorn-main,surface accountability,complete bounded donor surface group: src/foghorn,bounded recursive surface group,evidence/accountability,context/accountability group,src/foghorn/__init__.py,7c54df2c13c1310bd4b1377fc809efd61ada004689f45e9e49ebaf04bd5cae83,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains implementation.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,MIT; source reuse legally possible with attribution; live target changes are independently rederived,low,n/a,high,reviewed
post-refactor-20c,PR137-M0174,n/a,n/a,foghorn-main,surface accountability,complete bounded donor surface group: src/foghorn/config,bounded recursive surface group,evidence/accountability,context/accountability group,src/foghorn/config/__init__.py,9d1118bd99f3de4c9b84e0b2fd90f75deafb331f14bc8e48462ef7df7e132370,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains implementation.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,MIT; source reuse legally possible with attribution; live target changes are independently rederived,low,n/a,high,reviewed
post-refactor-20c,PR137-M0175,n/a,n/a,foghorn-main,surface accountability,complete bounded donor surface group: src/foghorn/dnssec,bounded recursive surface group,evidence/accountability,context/accountability group,src/foghorn/dnssec/dnssec_validate.py,e17d19f411c96d447512b5e69d1cb0c5a7ba486addcab937cc7ef807ece00e4f,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains implementation.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,MIT; source reuse legally possible with attribution; live target changes are independently rederived,low,n/a,high,reviewed
post-refactor-20c,PR137-M0176,n/a,n/a,foghorn-main,surface accountability,complete bounded donor surface group: src/foghorn/html,bounded recursive surface group,evidence/accountability,context/accountability group,src/foghorn/html/config-schema.json,d8d6cc4d9e1516cdcfa6728031f0b893b669c9dc9ae036acf08232a805751781,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains implementation.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,MIT; source reuse legally possible with attribution; live target changes are independently rederived,low,n/a,high,reviewed
post-refactor-20c,PR137-M0177,n/a,n/a,foghorn-main,surface accountability,complete bounded donor surface group: src/foghorn/plugins,bounded recursive surface group,evidence/accountability,context/accountability group,src/foghorn/plugins/__init__.py,5007f1e954e66dfa6ed3bf7e2fba73a8da6328a62b0ce5c7c12efe9482ed6da1,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains implementation.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,MIT; source reuse legally possible with attribution; live target changes are independently rederived,low,n/a,high,reviewed
post-refactor-20c,PR137-M0178,n/a,n/a,foghorn-main,surface accountability,complete bounded donor surface group: src/foghorn/servers,bounded recursive surface group,evidence/accountability,context/accountability group,src/foghorn/servers/__init__.py,c0a1f6bfb5793ee273fd7d4095fb27dc466f10eb4cbe374413cdf4c5390abdff,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains implementation.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,MIT; source reuse legally possible with attribution; live target changes are independently rederived,low,n/a,high,reviewed
post-refactor-20c,PR137-M0179,n/a,n/a,foghorn-main,surface accountability,complete bounded donor surface group: src/foghorn/stats,bounded recursive surface group,evidence/accountability,context/accountability group,src/foghorn/stats/__init__.py,effec648a6d69a74e47705c60b9f7191fda8e0343ca2334aba10a5a3bc15b4fc,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains implementation.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,MIT; source reuse legally possible with attribution; live target changes are independently rederived,low,n/a,high,reviewed
post-refactor-20c,PR137-M0180,n/a,n/a,foghorn-main,surface accountability,complete bounded donor surface group: src/foghorn/utils,bounded recursive surface group,evidence/accountability,context/accountability group,src/foghorn/utils/config_diagram.py,e92640cc0d15cc2b0e3ba1a24294e027dba38ac4022d4fd370a8935bf2235115,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains implementation.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,MIT; source reuse legally possible with attribution; live target changes are independently rederived,low,n/a,high,reviewed
post-refactor-20c,PR137-M0181,n/a,n/a,foghorn-main,surface accountability,complete bounded donor surface group: assets,bounded recursive surface group,evidence/accountability,context/accountability group,assets/query.png,250105fad31192d18471f95e116e4101b13a6b9f163a25fff2fdf4d0e8f42373,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains media.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,MIT; source reuse legally possible with attribution; live target changes are independently rederived,low,n/a,high,reviewed
post-refactor-20c,PR137-M0182,n/a,n/a,foghorn-main,surface accountability,complete bounded donor surface group: src/foghorn/html,bounded recursive surface group,evidence/accountability,context/accountability group,src/foghorn/html/favicon.ico,a2a5112598689a8f47082c5382d7c4f1a547d1f8e7aaa1f2b09d3ff37c6fdf73,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains media.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,MIT; source reuse legally possible with attribution; live target changes are independently rederived,low,n/a,high,reviewed
post-refactor-20c,PR137-M0183,n/a,n/a,foghorn-main,surface accountability,complete bounded donor surface group: .github/workflows,bounded recursive surface group,evidence/accountability,context/accountability group,.github/workflows/codeql.yml,e10bca8cd250952a79958891816585b8a76e365a2b4e38d1263029341962b081,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains repository-administration.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,MIT; source reuse legally possible with attribution; live target changes are independently rederived,low,n/a,high,reviewed
post-refactor-20c,PR137-M0184,n/a,n/a,foghorn-main,surface accountability,complete bounded donor surface group: scripts,bounded recursive surface group,evidence/accountability,context/accountability group,scripts/build_admin_ui_bundle.py,29452101eff51d4d27436e8969f68527434f7bf03551e6650b02b053f1bdc75b,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains script.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,MIT; source reuse legally possible with attribution; live target changes are independently rederived,low,n/a,high,reviewed
post-refactor-20c,PR137-M0185,n/a,n/a,foghorn-main,surface accountability,complete bounded donor surface group: tests,bounded recursive surface group,evidence/accountability,context/accountability group,tests/conftest.py,88df28f3ac00e6b9b5b238605817a9dbc00316793c5141a876d628737d42ae53,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains test-or-fixture.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,MIT; source reuse legally possible with attribution; live target changes are independently rederived,low,n/a,high,reviewed
post-refactor-20c,PR137-M0186,n/a,n/a,foghorn-main,surface accountability,complete bounded donor surface group: tests/cache_plugins,bounded recursive surface group,evidence/accountability,context/accountability group,tests/cache_plugins/test_cache_base.py,59ef2c2dbc7eaf7b82d008394d8d2e0b2bcc22faac31fe27ed9500b512bc9722,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains test-or-fixture.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,MIT; source reuse legally possible with attribution; live target changes are independently rederived,low,n/a,high,reviewed
post-refactor-20c,PR137-M0187,n/a,n/a,foghorn-main,surface accountability,complete bounded donor surface group: tests/config,bounded recursive surface group,evidence/accountability,context/accountability group,tests/config/test_config_schema_internals.py,8b56ece3ed5914038caa96c547f13710bbd9064f2c7dcd3b6e5936f4b31d620d,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains test-or-fixture.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,MIT; source reuse legally possible with attribution; live target changes are independently rederived,low,n/a,high,reviewed
post-refactor-20c,PR137-M0188,n/a,n/a,foghorn-main,surface accountability,complete bounded donor surface group: tests/config/fixtures,bounded recursive surface group,evidence/accountability,context/accountability group,tests/config/fixtures/custom_profiles.yaml,165746e83ff3358a9fb48221e77376158473e4dcd5baf1f5bd07dcba84d7bc5e,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains test-or-fixture.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,MIT; source reuse legally possible with attribution; live target changes are independently rederived,low,n/a,high,reviewed
post-refactor-20c,PR137-M0189,n/a,n/a,foghorn-main,surface accountability,complete bounded donor surface group: tests/dnssec,bounded recursive surface group,evidence/accountability,context/accountability group,tests/dnssec/test_zone_helpers_logging.py,1bed4fd652b8ab4e9cbe49543ceac68e6ee943b9c6a553407467e92a4d840bce,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains test-or-fixture.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,MIT; source reuse legally possible with attribution; live target changes are independently rederived,low,n/a,high,reviewed
post-refactor-20c,PR137-M0190,n/a,n/a,foghorn-main,surface accountability,complete bounded donor surface group: tests/plugins,bounded recursive surface group,evidence/accountability,context/accountability group,tests/plugins/test_01_base.py,f75fcb3c07c4b6ef05d1c1efb84074f8dc99ab7bbe28dba8c23b76f0fbeb42a1,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains test-or-fixture.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,MIT; source reuse legally possible with attribution; live target changes are independently rederived,low,n/a,high,reviewed
post-refactor-20c,PR137-M0191,n/a,n/a,foghorn-main,surface accountability,complete bounded donor surface group: tests/scripts,bounded recursive surface group,evidence/accountability,context/accountability group,tests/scripts/__init__.py,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains test-or-fixture.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,MIT; source reuse legally possible with attribution; live target changes are independently rederived,low,n/a,high,reviewed
post-refactor-20c,PR137-M0192,n/a,n/a,foghorn-main,surface accountability,complete bounded donor surface group: tests/server,bounded recursive surface group,evidence/accountability,context/accountability group,tests/server/test_axfr_policy.py,2269b7008765defecc2b748910079d911ef3bfbc0f691447af8ee9d1412ca93b,n/a,accountability classification,one-to-many,reference-only,All surfaces in this <=100-item group are recursively hash-accounted; semantic credit is assigned only through separate fine records. Classification group remains test-or-fixture.,n/a,n/a,every in-scope donor surface is covered by exactly one bounded accountability group,large/generated/vendor trees cannot disappear through prioritization or inflate semantic credit,n/a,n/a,none,MIT; source reuse legally possible with attribution; live target changes are independently rederived,low,n/a,high,reviewed
