donor,module,surfaces,high_signal_surfaces,ui_product_surfaces,implementation_surfaces,test_surfaces,focused_record_ids,current_outcome,current_product_surfaces,surface_sha256
mullvadvpn-app-main,mullvad-cli,29,29,0,28,0,n/a,focused target-native semantics promoted where justified; otherwise explicitly reviewed/reference-only,governance/convergence,bbfa06b469b3d892be55ae10e54ec67e3814e23008c103c1c015b3666764a6f9
mullvadvpn-app-main,mullvad-daemon,94,64,0,62,0,PR229-S037;PR229-S061,focused target-native semantics promoted where justified; otherwise explicitly reviewed/reference-only,Rules;Health;Profiles;Settings;Operations,1c7a5ff5fc119ce5ec73104c071da0ecc2aaddc77d33edb4c6e56018dfbb2cb7
mullvadvpn-app-main,mullvad-encrypted-dns-proxy,9,9,0,8,0,n/a,focused target-native semantics promoted where justified; otherwise explicitly reviewed/reference-only,governance/convergence,572bd6c41613b2e24bbc2d1a163ccf2e6ace8465cb7a952c1f531eb6d67d5b54
mullvadvpn-app-main,mullvad-exclude,2,2,0,1,0,n/a,focused target-native semantics promoted where justified; otherwise explicitly reviewed/reference-only,governance/convergence,27fad79fbf8201129d5a94e8a53d6068226f86f122abf7013247225f609ad404
mullvadvpn-app-main,mullvad-fs,2,2,0,1,0,n/a,focused target-native semantics promoted where justified; otherwise explicitly reviewed/reference-only,governance/convergence,bf7631c2da8c2775a57351b10a140bbf16964d25213dad1f358dfc97235824f6
mullvadvpn-app-main,mullvad-ios,43,43,0,40,0,n/a,focused target-native semantics promoted where justified; otherwise explicitly reviewed/reference-only,governance/convergence,cae03035535050631cb246383990f31dab4e9e20fe251d6fbf65caa61187e0f4
mullvadvpn-app-main,mullvad-jni,5,5,0,4,0,n/a,focused target-native semantics promoted where justified; otherwise explicitly reviewed/reference-only,governance/convergence,2989b7ffe565947d4dc0d601a4cd98eb2b4d59eb779db971420b672b6e6f58b2
mullvadvpn-app-main,mullvad-leak-checker,10,10,0,9,0,n/a,focused target-native semantics promoted where justified; otherwise explicitly reviewed/reference-only,governance/convergence,1c4d46bf5bfde3507254247d5e11aca90777cdc3f0575ef704ef6f94909e4f6e
mullvadvpn-app-main,mullvad-logging,2,2,0,1,0,n/a,focused target-native semantics promoted where justified; otherwise explicitly reviewed/reference-only,governance/convergence,5d37925cdee5350ee6b9b0b4e3248fbac33adc31b90c9f0a359b8ab2a7c8d2d8
mullvadvpn-app-main,mullvad-management-interface,26,26,0,25,0,PR229-S067;PR229-S068,focused target-native semantics promoted where justified; otherwise explicitly reviewed/reference-only,Rules;Health;Profiles;Settings;Operations,18625453067fd12beb2bb00e5b3b64d6dbe1910dfc710b48377d7b6718163c32
mullvadvpn-app-main,mullvad-masque-proxy,12,12,0,8,3,n/a,focused target-native semantics promoted where justified; otherwise explicitly reviewed/reference-only,governance/convergence,9e39715b86b28f15cf74323d437fed9cb78b0b4c1d1cb92e8b13db0fe3f45ed8
mullvadvpn-app-main,mullvad-nsis,19,13,0,0,0,n/a,focused target-native semantics promoted where justified; otherwise explicitly reviewed/reference-only,governance/convergence,a2f58c129e989fca01a0c643e87acf9456c53dfeaf90f5ec9a17ccca9640a2b3
mullvadvpn-app-main,mullvad-paths,9,9,0,8,0,n/a,focused target-native semantics promoted where justified; otherwise explicitly reviewed/reference-only,governance/convergence,d24cc3388744152550234eb5d5833af6456fa39e54c1c1cf854e945160d6f5bd
mullvadvpn-app-main,mullvad-problem-report,5,5,0,4,0,PR229-S071,focused target-native semantics promoted where justified; otherwise explicitly reviewed/reference-only,Rules;Health;Profiles;Settings;Operations,8501215ab9b565b3c8638b372655c4c4a98bcb98d151b407ad94e6a6ead17858
mullvadvpn-app-main,mullvad-relay-selector,26,11,0,9,1,PR229-S049;PR229-S050;PR229-S051;PR229-S052,focused target-native semantics promoted where justified; otherwise explicitly reviewed/reference-only,Rules;Health;Profiles;Settings;Operations,5abb626d7061e0fcf866188329a87f1ad5a195195127bc5edc863305c9cee474
mullvadvpn-app-main,mullvad-release-android,8,8,0,7,0,n/a,focused target-native semantics promoted where justified; otherwise explicitly reviewed/reference-only,governance/convergence,7f3502507e5132df37b3e200757c8cd3f5edab7650fe6290e753343759bb38b9
mullvadvpn-app-main,mullvad-setup,7,7,0,6,0,n/a,focused target-native semantics promoted where justified; otherwise explicitly reviewed/reference-only,governance/convergence,3ba5e42e3cdf529091b01547d6a61db2ea772a5cdb689b09a080671d16a2bdcd
mullvadvpn-app-main,mullvad-types,28,28,0,26,0,PR229-S038,focused target-native semantics promoted where justified; otherwise explicitly reviewed/reference-only,Rules;Health;Profiles;Settings;Operations,867686ad30651fbd975d539e3f498cd9e0923d960d6e067d8df35965b637920b
mullvadvpn-app-main,mullvad-update,46,36,0,32,0,PR229-S062;PR229-S063;PR229-S064;PR229-S066,focused target-native semantics promoted where justified; otherwise explicitly reviewed/reference-only,Rules;Health;Profiles;Settings;Operations,542d9a6ac85c90b245ebc8058277c2844340a0cb4a6543e889601e8756380c42
mullvadvpn-app-main,mullvad-version,4,4,0,3,0,n/a,focused target-native semantics promoted where justified; otherwise explicitly reviewed/reference-only,governance/convergence,221844e8505b127e044fea12108c2e35e04a0cd06cebb754bc455d19c8f563de
mullvadvpn-app-main,nix,7,7,0,0,0,n/a,focused target-native semantics promoted where justified; otherwise explicitly reviewed/reference-only,governance/convergence,1409a59af06e83b83bc7c70aab8318307a2c1df7d5a94875b6db189b7e344bf9
mullvadvpn-app-main,root,28,21,0,9,0,PR229-S075;PR229-S076,focused target-native semantics promoted where justified; otherwise explicitly reviewed/reference-only,Rules;Health;Profiles;Settings;Operations,47273659b845271174e9c3f44445789bf09748198c86df0cbc3331330ff4c5fc
mullvadvpn-app-main,scripts,16,16,0,0,0,n/a,focused target-native semantics promoted where justified; otherwise explicitly reviewed/reference-only,governance/convergence,e83b8f11d8ab3f6a27445e6ab797457a6c08d7ea969b53df85967e97bc72e594
mullvadvpn-app-main,talpid-cgroup,4,4,0,3,0,n/a,focused target-native semantics promoted where justified; otherwise explicitly reviewed/reference-only,governance/convergence,fcfcbe9768349126441bb2659de248a2c9548bfbe6ab44610faf0363931b3c4d
mullvadvpn-app-main,talpid-core,59,52,0,50,0,PR229-S041;PR229-S042;PR229-S043;PR229-S044;PR229-S045;PR229-S046;PR229-S047;PR229-S060,focused target-native semantics promoted where justified; otherwise explicitly reviewed/reference-only,Rules;Health;Profiles;Settings;Operations,bbd99ab3fe3cdafceef9396d035c8eb00e80a97b51c75ea42c82d6a73d39f1dd
mullvadvpn-app-main,talpid-dbus,10,9,0,8,0,n/a,focused target-native semantics promoted where justified; otherwise explicitly reviewed/reference-only,governance/convergence,b11ac6ed5ed71f5b82dcedddda06c76b7810eb5e00312b576ba3a33412c00bc7
mullvadvpn-app-main,talpid-dns,16,16,0,15,0,PR229-S048,focused target-native semantics promoted where justified; otherwise explicitly reviewed/reference-only,Rules;Health;Profiles;Settings;Operations,4babf6ea7967859445cd0fbdd2760dd77b1d0e2783202a4b1d506a5840de8415
mullvadvpn-app-main,talpid-future,3,3,0,2,0,n/a,focused target-native semantics promoted where justified; otherwise explicitly reviewed/reference-only,governance/convergence,77fa493020d5e488f23e8c60021aa237d29381bf27168c3d5aa8c0cf0789b0a0
mullvadvpn-app-main,talpid-macos,7,7,0,5,0,n/a,focused target-native semantics promoted where justified; otherwise explicitly reviewed/reference-only,governance/convergence,9268c40a3a71213f8dbb11b880952b322d6ca1acc35b5b902ed9426952b96536
mullvadvpn-app-main,talpid-net,3,3,0,2,0,n/a,focused target-native semantics promoted where justified; otherwise explicitly reviewed/reference-only,governance/convergence,db4427a2babb3944b4789c7ba822f4ce55ef25397166c3c47fdead793b0d9966
mullvadvpn-app-main,talpid-platform-metadata,8,8,0,7,0,n/a,focused target-native semantics promoted where justified; otherwise explicitly reviewed/reference-only,governance/convergence,78c0f709acc534e87fb74832738521e75a4f16ae6f41c43146b0c73e2ff9cac7
mullvadvpn-app-main,talpid-routing,17,17,0,16,0,n/a,focused target-native semantics promoted where justified; otherwise explicitly reviewed/reference-only,governance/convergence,fd1bfe8df6ebd526e5708e4096cacdfc5fe671c9ba1157a972ba0497edbceb15
mullvadvpn-app-main,talpid-time,3,3,0,2,0,n/a,focused target-native semantics promoted where justified; otherwise explicitly reviewed/reference-only,governance/convergence,5ccab04e6df77875a3ecd654c1cfee991421b1b0e92c1f393c7b83ef6a43795b
mullvadvpn-app-main,talpid-tunnel,9,9,0,8,0,n/a,focused target-native semantics promoted where justified; otherwise explicitly reviewed/reference-only,governance/convergence,738dac4aa18967f30ee038c856fa43cf787cb5dcee2c874ab4b811c340cf8058
mullvadvpn-app-main,talpid-tunnel-config-client,10,10,0,9,0,n/a,focused target-native semantics promoted where justified; otherwise explicitly reviewed/reference-only,governance/convergence,0c13f8c7631707949cc64204fe0476ea8fbeb8ebdef73e1cb785640fd11da8a9
mullvadvpn-app-main,talpid-types,16,13,0,12,0,PR229-S039;PR229-S040,focused target-native semantics promoted where justified; otherwise explicitly reviewed/reference-only,Rules;Health;Profiles;Settings;Operations,42f2c1dc0a5b7aa5d177db6356d2564af64761cfb4e414c0e8349b0518fbe317
mullvadvpn-app-main,talpid-windows,9,9,0,8,0,n/a,focused target-native semantics promoted where justified; otherwise explicitly reviewed/reference-only,governance/convergence,4facb76c89a32f0849ecac91491977d07ed4139e5d6b0c9a10a3b4c808fa713f
mullvadvpn-app-main,talpid-wireguard,31,30,0,29,0,PR229-S057;PR229-S058;PR229-S059,focused target-native semantics promoted where justified; otherwise explicitly reviewed/reference-only,Rules;Health;Profiles;Settings;Operations,6b7aa5bbe5f217ec26ff19bd73f39ee827b48229025777a996bd3a6d985141b4
mullvadvpn-app-main,test,105,105,0,0,105,n/a,focused target-native semantics promoted where justified; otherwise explicitly reviewed/reference-only,governance/convergence,d59405c213b30cc6a92a5d647d30b8b8f6bcd870311e53259c5d2d23628798a5
mullvadvpn-app-main,tunnel-obfuscation,11,11,0,10,0,PR229-S053;PR229-S054;PR229-S055;PR229-S056,focused target-native semantics promoted where justified; otherwise explicitly reviewed/reference-only,Rules;Health;Profiles;Settings;Operations,9cd0435e93fb382c6f910400544d7fb6b888391b52b6aba552118e0e4226947d
mullvadvpn-app-main,windows,124,123,0,123,0,n/a,focused target-native semantics promoted where justified; otherwise explicitly reviewed/reference-only,governance/convergence,842fd59622e6daf1314e01b77be1e4c19c920aa084af5fd91752cab948ed7107
mullvadvpn-app-main,windows-installer,5,5,0,0,0,n/a,focused target-native semantics promoted where justified; otherwise explicitly reviewed/reference-only,governance/convergence,20ae08c46c02a90416e6499655fdcc2fa567a8d74a93d6092b231186561f13a7
my-relay-assets-main,.github/workflows,2,0,0,0,0,PR229-S078;PR229-S079,focused target-native semantics promoted where justified; otherwise explicitly reviewed/reference-only,Rules;Health;Profiles;Settings;Operations,a0965bc4eb1ea9b80318ed57b2dcaca4bbb94cea232b6acf832bb8a425eb6562
my-relay-assets-main,downloaded-archive,1,0,0,0,0,PR229-S077,focused target-native semantics promoted where justified; otherwise explicitly reviewed/reference-only,Rules;Health;Profiles;Settings;Operations,e348a38506f0df919ef5efdfd1e6f0d3ed2d899d24c4a5ada511514837498397
my-relay-assets-main,nested-source-artifact,1,0,0,0,0,PR229-S080;PR229-S081;PR229-S082;PR229-S083;PR229-S084,focused target-native semantics promoted where justified; otherwise explicitly reviewed/reference-only,Rules;Health;Profiles;Settings;Operations,26048953f70bcfdc17370b6ec354a5d427c133c74c9de21501a1a90de577b697
my-relay-assets-main,packaged-binary,1,1,0,1,0,PR229-S085,focused target-native semantics promoted where justified; otherwise explicitly reviewed/reference-only,Rules;Health;Profiles;Settings;Operations,c715d602596353485f2c642684288985f04ecd05e21e68208123aa97f0b70b4f
my-relay-assets-main,root,1,0,0,0,0,PR229-S086,focused target-native semantics promoted where justified; otherwise explicitly reviewed/reference-only,Rules;Health;Profiles;Settings;Operations,a83eb855b5336a8f0506e4709687560198a3059ff7d9ef4b8687151775e04744
ProxyCloud-master,.github,2,0,0,0,0,n/a,focused target-native semantics promoted where justified; otherwise explicitly reviewed/reference-only,governance/convergence,2332b6b1c8b5593917bcbe38c4ce37f73d1abafb0bd75b85f6fa37815514b69b
ProxyCloud-master,android,25,20,0,10,0,PR229-S034,focused target-native semantics promoted where justified; otherwise explicitly reviewed/reference-only,Rules;Health;Profiles;Settings;Operations,af2667b2c459b6fd89e7f2e39e0a05d3f41f2eafdcb2df76a9cdbd4fd03214fc
ProxyCloud-master,assets,11,8,0,0,0,n/a,focused target-native semantics promoted where justified; otherwise explicitly reviewed/reference-only,governance/convergence,38fa032d438a671552dd117f65ad3d36cfce8be45823f08c17e8e3f496658190
ProxyCloud-master,lib/main.dart,1,1,0,1,0,n/a,focused target-native semantics promoted where justified; otherwise explicitly reviewed/reference-only,governance/convergence,71afcb01eba3f60fc0090d24a1bac29e5f308b7735a91883c11729d1abc3763e
ProxyCloud-master,lib/models,5,5,0,5,0,n/a,focused target-native semantics promoted where justified; otherwise explicitly reviewed/reference-only,governance/convergence,10df2a798f478bf120657c74096b1558888d0275fee3a5bd314cc4be572cbbe8
ProxyCloud-master,lib/providers,3,3,0,3,0,n/a,focused target-native semantics promoted where justified; otherwise explicitly reviewed/reference-only,governance/convergence,a9647e9339f37ab7ea887999eb39422aea1b37dda361a28d93f09db1e5b69380
ProxyCloud-master,lib/screens,20,20,20,0,0,PR229-S023;PR229-S024;PR229-S025;PR229-S026;PR229-S027;PR229-S028;PR229-S031;PR229-S035,focused target-native semantics promoted where justified; otherwise explicitly reviewed/reference-only,Rules;Health;Profiles;Settings;Operations,b64bc452a636d5c8e2b6a8f9b20a0363304a094102b1a483ff9de8662b844cff
ProxyCloud-master,lib/services,7,7,0,7,0,PR229-S029;PR229-S030;PR229-S032,focused target-native semantics promoted where justified; otherwise explicitly reviewed/reference-only,Rules;Health;Profiles;Settings;Operations,a4bec8b622292a8ab8582f84c1f8935a011f9f0b86d7c02fe145fe7fd1d40daf
ProxyCloud-master,lib/theme,1,1,1,0,0,n/a,focused target-native semantics promoted where justified; otherwise explicitly reviewed/reference-only,governance/convergence,376a4e91616ed47d0b07f4aef9dc7b3b4188cccec3b73ec17a16ac2f4773ad49
ProxyCloud-master,lib/utils,2,2,0,2,0,PR229-S021;PR229-S022,focused target-native semantics promoted where justified; otherwise explicitly reviewed/reference-only,Rules;Health;Profiles;Settings;Operations,5364f6ab04d4d822ea660684f753a8c34352bd68cce720e921b2f80c69152b0d
ProxyCloud-master,lib/widgets,7,7,7,0,0,n/a,focused target-native semantics promoted where justified; otherwise explicitly reviewed/reference-only,governance/convergence,4c0d855887c157fbf4850924263d8b304170e8266904db729ed13ecf48cb93d6
ProxyCloud-master,local_packages/flutter_v2ray_client,37,30,0,23,1,PR229-S033,focused target-native semantics promoted where justified; otherwise explicitly reviewed/reference-only,Rules;Health;Profiles;Settings;Operations,faf2591ec2e8507274726bd1297bffffa5dacdb4f1bd05d0d18afc7b5b0570a1
ProxyCloud-master,root,13,5,0,2,0,n/a,focused target-native semantics promoted where justified; otherwise explicitly reviewed/reference-only,governance/convergence,ebbbcf3afd1301e5a839f18a25a17e70925e8af9688386f4c7531b08d27bc109
ProxyCloud-master,screenshots,1,0,0,0,0,n/a,focused target-native semantics promoted where justified; otherwise explicitly reviewed/reference-only,governance/convergence,683225746088aaaedce59cddf9bbe2ed632f899730c853d68a333cfb044c9e16
