donor,path,language,kind,symbol,line,visibility,module_id,module_disposition,high_signal,high_signal_keywords,needs_semantic_review,resolution,semantic_record_ids,resolved_disposition,rationale
Aether,quiche/qlog/src/writer.rs,rust,fn,qlog_file_name,108,public,quiche-qlog,reference-only,yes,log,no,module-inherited,n/a,reference-only,QLOG schema/serialization retained as telemetry reference only.
Aether,quiche/qlog/src/writer.rs,rust,fn,make_qlog_writer,129,public,quiche-qlog,reference-only,yes,write;log,no,module-inherited,n/a,reference-only,QLOG schema/serialization retained as telemetry reference only.
Aether,quiche/qlog/src/writer.rs,rust,fn,make_qlog_writer_from_path,162,public,quiche-qlog,reference-only,yes,write;log,no,module-inherited,n/a,reference-only,QLOG schema/serialization retained as telemetry reference only.
Aether,quiche/qlog/src/writer.rs,rust,struct,ZstdFinishOnDrop,182,internal,quiche-qlog,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG schema/serialization retained as telemetry reference only.
Aether,quiche/qlog/src/writer.rs,rust,fn,write,188,internal,quiche-qlog,reference-only,yes,write,no,module-inherited,n/a,reference-only,QLOG schema/serialization retained as telemetry reference only.
Aether,quiche/qlog/src/writer.rs,rust,fn,flush,195,internal,quiche-qlog,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG schema/serialization retained as telemetry reference only.
Aether,quiche/qlog/src/writer.rs,rust,fn,drop,205,internal,quiche-qlog,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG schema/serialization retained as telemetry reference only.
Aether,quiche/qlog/src/writer.rs,rust,fn,file_name_uses_constants_for_none,222,internal,quiche-qlog,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG schema/serialization retained as telemetry reference only.
Aether,quiche/qlog/src/writer.rs,rust,fn,file_name_uses_constants_for_gzip,230,internal,quiche-qlog,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG schema/serialization retained as telemetry reference only.
Aether,quiche/qlog/src/writer.rs,rust,fn,file_name_uses_constants_for_zstd,238,internal,quiche-qlog,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG schema/serialization retained as telemetry reference only.
Aether,quiche/qlog/tests/writer_roundtrip.rs,rust,fn,make_event,59,internal,quiche-qlog,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG schema/serialization retained as telemetry reference only.
Aether,quiche/qlog/tests/writer_roundtrip.rs,rust,fn,emit_one_event,84,internal,quiche-qlog,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG schema/serialization retained as telemetry reference only.
Aether,quiche/qlog/tests/writer_roundtrip.rs,rust,fn,assert_roundtrip,117,internal,quiche-qlog,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG schema/serialization retained as telemetry reference only.
Aether,quiche/qlog/tests/writer_roundtrip.rs,rust,fn,assert_file_magic,134,internal,quiche-qlog,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG schema/serialization retained as telemetry reference only.
Aether,quiche/qlog/tests/writer_roundtrip.rs,rust,fn,roundtrip_none,167,internal,quiche-qlog,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG schema/serialization retained as telemetry reference only.
Aether,quiche/qlog/tests/writer_roundtrip.rs,rust,fn,roundtrip_gzip,180,internal,quiche-qlog,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG schema/serialization retained as telemetry reference only.
Aether,quiche/qlog/tests/writer_roundtrip.rs,rust,fn,roundtrip_zstd,193,internal,quiche-qlog,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG schema/serialization retained as telemetry reference only.
Aether,quiche/qlog/tests/writer_roundtrip.rs,rust,fn,roundtrip_both_features_coexist,213,internal,quiche-qlog,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG schema/serialization retained as telemetry reference only.
Aether,quiche/qlog/tests/writer_roundtrip.rs,rust,fn,assert_with_file_err,232,internal,quiche-qlog,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG schema/serialization retained as telemetry reference only.
Aether,quiche/qlog/tests/writer_roundtrip.rs,rust,fn,rejects_non_qlog_gz_extension,253,internal,quiche-qlog,reference-only,yes,log,no,module-inherited,n/a,reference-only,QLOG schema/serialization retained as telemetry reference only.
Aether,quiche/qlog/tests/writer_roundtrip.rs,rust,fn,rejects_bare_gz_extension,265,internal,quiche-qlog,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG schema/serialization retained as telemetry reference only.
Aether,quiche/qlog/tests/writer_roundtrip.rs,rust,fn,rejects_bare_zst_extension,276,internal,quiche-qlog,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG schema/serialization retained as telemetry reference only.
Aether,quiche/qlog/tests/writer_roundtrip.rs,rust,fn,rejects_unknown_extension,285,internal,quiche-qlog,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG schema/serialization retained as telemetry reference only.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,const,OVERVIEW_CANVAS,32,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,const,CC_CANVAS,33,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,const,RTT_CANVAS,34,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,const,FLOW_CONTROL_CANVAS,35,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,const,PKT_RX_CANVAS,36,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,const,PKT_TX_CANVAS,37,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,const,PKT_TX_COUNTS_CANVAS,38,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,const,PKT_TX_DELTA_CANVAS,39,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,const,PKT_TX_PACING_CANVAS,40,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,const,STREAM_MULTIPLEX_CANVAS,41,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,const,STREAM_ABS_DL_CANVAS,42,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,const,STREAM_REL_DL_CANVAS,43,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,const,STREAM_ABS_UL_CANVAS,44,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,const,STREAM_REL_UL_CANVAS,45,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,const,PENDING_CANVAS,46,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,fn,setupDarkmode,66,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,fn,setupCanvas,80,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,const,div,81,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,const,dpr,82,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,const,canvas,100,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,fn,loadLog,105,internal,quiche-qlog-dancer,reference-only,yes,log,no,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,const,start,119,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,const,reader,120,internal,quiche-qlog-dancer,reference-only,yes,read,no,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,const,end,126,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,const,ds_pop_start,129,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,const,ds_pop_end,131,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,const,packets_sent,134,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,const,start_pop,137,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,const,end_pop,139,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,fn,toggleElem,152,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,fn,toggleLegend,162,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,fn,redrawByCanvasId,175,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,fn,drawOverview,213,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,fn,drawFlowControl,232,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,fn,drawPacketReceived,244,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,fn,drawPacketSent,256,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,fn,drawStreamMultiplex,278,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,fn,drawSparks,297,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,fn,drawPending,315,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,fn,toggleOverview,333,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,fn,toggleFlowControl,344,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,fn,togglePacketReceived,355,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,fn,togglePacketSent,366,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,fn,toggleStreamMultiplex,377,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,fn,togglePending,388,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,fn,toggleSparks,399,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,fn,toggleEventList,417,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,fn,render_events_table,428,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,const,observer,434,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,fn,populate_event_table,454,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,fn,setupTable,462,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,fn,findCanvasIdInDiv,470,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,const,clickedDiv,473,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,const,canvas,477,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,fn,resetZoom,491,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,const,input,501,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,fn,setupCanvasResizer,530,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,const,canvas,531,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,const,container,532,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,const,handle,533,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,const,ctx,534,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,fn,onMouseMove,554,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,const,newWidth,557,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,const,newHeight,558,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,fn,onMouseUp,569,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,fn,canvasToPlotCoords,583,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,const,plotPixelX,584,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,const,plotPixelY,585,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,const,normalizedX,592,internal,quiche-qlog-dancer,reference-only,yes,normalize,no,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,const,normalizedY,593,internal,quiche-qlog-dancer,reference-only,yes,normalize,no,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,const,plotX,595,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,const,plotY,596,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,fn,setupCanvasInteraction,601,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,const,canvas,602,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,const,container,603,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,const,tooltip,604,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,fn,tidyCurrentRectangle,610,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,const,rect,620,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,const,plotCoords,625,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,const,rect,643,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,const,canvasX,644,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,const,canvasY,645,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,const,plotCoords,648,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,const,width,660,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,const,height,661,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,const,rect,680,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,const,canvasX,681,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,const,canvasY,682,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,const,plotCoords,685,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,fn,updateTooltip,709,internal,quiche-qlog-dancer,reference-only,yes,update,no,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,const,tooltipOffset,719,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,const,tooltipRect,724,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,const,viewportWidth,725,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,const,viewportHeight,726,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/qlog-dancer-ui.js,javascript,fn,hideTooltip,744,internal,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/src/config.rs,rust,struct,AppConfig,42,public,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/src/config.rs,rust,fn,colors,80,public,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/src/config.rs,rust,fn,from_clap,88,public,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
Aether,quiche/qlog-dancer/src/datastore.rs,rust,struct,PacketInfoStub,70,public,quiche-qlog-dancer,reference-only,no,n/a,n/a,module-inherited,n/a,reference-only,QLOG visualization reference; target telemetry/UI remains authoritative.
