record_id,donor,level,value_unit,source_path,source_sha256,transformation,disposition,target_capability,target_nodes,invariant,negative_invariant,validation_status
PR235-S076,whitedns_android,widget,advanced TOML settings import preview,app/src/main/java/shop/whitedns/client/model/AdvancedSettingsTomlImport.kt,4730f5551833040f84a48ff06111d3a4a66eca68ed964a2bca20ac6c2cd1ba46,product-affordance-extraction,reference-only,config import UX,governance/convergence/post-refactor-235-semantic-ledger.csv,import requires inspect-before-apply,text import cannot bypass canonical config admission,reviewed
PR235-S077,whitedns_android,widget,Quick Settings tile/operator affordance,app/src/main/java/shop/whitedns/client/quicksettings/WhiteDnsTileService.kt,051403e5a2ee9f511228146ce043c6dd094416b5e3aa959fc0431e4d31234537,product-inspiration,reference-only,mobile operator UX,governance/convergence/post-refactor-235-semantic-ledger.csv,surface reflects authoritative lifecycle state,UI tile never becomes independent runtime owner,reviewed
PR235-S078,whitedns_android,plane,bundled StormDNS/tun2socks installers,app/src/main/java/shop/whitedns/client/storm/StormDnsBinaryInstaller.kt,daaf1c59b7d5b6450c8a3d1287a42f22344a9e3f04f913a5ac60852f8a02fe49,negative-to-guardrail,superseded,native runtime ownership,governance/convergence/post-refactor-235-security-model.md,existing native lifecycle owner retained,no parallel binary installer/runtime authority,reviewed
PR235-S079,whitedns_cleanip,method,gateway-RTT health-window adaptive concurrency,cores/adaptive_throttle.py,ef00893b370885d3293a9a7e3db51ddb65920eeebf61ea8b2dd9fa5ce759f8a4,algorithm-rederivation,adopted,scan-load policy,src/apps/daemon/internal/analysis/diagnostics/post_refactor_235_plans.go,>=3x RTT backoff 70%; >=1.8x hold; healthy +5; min samples 20,timeout-heavy wild scans do not independently prove congestion,verified
PR235-S080,whitedns_cleanip,primitive,timeout rate informational-only guardrail,cores/adaptive_throttle.py,ef00893b370885d3293a9a7e3db51ddb65920eeebf61ea8b2dd9fa5ce759f8a4,negative-to-guardrail,adopted,scan-load policy,src/apps/daemon/internal/analysis/diagnostics/post_refactor_235_plans.go,timeout rate is reported but not control signal,old timeout-driven orphan throttle retired,verified
PR235-S081,whitedns_cleanip,primitive,unknown DNS truth must not become clean,internal/dnsscan/truth.go,bd2783e5091a8bdbaf94f62739dc28b313e7f240b79044a4d03c01287fa50ab6,negative-to-guardrail,hardened,DNS truth policy,governance/convergence/post-refactor-235-security-model.md,absence of trustworthy evidence remains unknown,unknown is never promoted to clean/pass,verified
PR235-S082,whitedns_cleanip,feature,scanner preflight wait/status phases,internal/scanner/preflight.go,49cc5d11b647a993e4c4d8fe198c9710ee9dcf20f2380f1cc5a3594e1a75c1ea,state-machine-evidence,hardened,scanner readiness,src/apps/daemon/internal/analysis/diagnostics/post_refactor_235_plans.go,preflight state remains explicit,preflight warning cannot silently start scan,reviewed
PR235-S083,whitedns_cleanip,method,network health gateway signal,internal/scanner/network_health.go,bdb16e4d1c1c80698d1a8e2fa3e210339fb13e570978644e50d5c279835d66e4,signal-extraction,adopted,scan-load policy,src/apps/daemon/internal/analysis/diagnostics/post_refactor_235_plans.go,gateway RTT ratio is primary congestion evidence,missing measurement defaults to hold unless explicitly allowed,verified
PR235-S084,whitedns_cleanip,method,speed-rank evidence,internal/scanner/speedrank.go,e699caee2c5bd5c7c05ceb37dfaaaaf649a1dfb7e00ffb08737b3fffe82a28f2,ranking-evidence,reference-only,endpoint performance evidence,governance/convergence/post-refactor-235-semantic-ledger.csv,speed is one bounded evidence dimension,speed alone never grants endpoint eligibility,reviewed
PR235-S085,whitedns_cleanip,constraint,resource/file-descriptor bounds,internal/scanner/resources.go,f1c3f22e479a075d87e1d2046389f908e5b65df685160b3714b01d2d9c048318,resource-guard-extraction,hardened,scanner resource policy,governance/convergence/post-refactor-235-security-model.md,scanner resources require explicit bounds,resource tuning cannot exceed target hard limits,reviewed
PR235-S086,whitedns_cleanip,method,pause/stop cancellation,internal/scanner/pause.go,1942ee4e77254b6c67f9628020e6e9157d35e27941f82dcb61ea87ba320e616a,state-machine-extraction,hardened,scan campaign lifecycle,governance/convergence/post-refactor-235-state-machines.md,pause/stop transitions are explicit and bounded,cancelled generation cannot publish late results,reviewed
PR235-S087,whitedns_cleanip,widget,config-maker UX,config maker/config_maker.py,0fbfdf4d366f4cd0dd392e94bdf23ce3598850cbd98cbe2f8c8203481b50e82e,product-inspiration,reference-only,scanner configuration UX,governance/convergence/post-refactor-235-semantic-ledger.csv,generated config remains proposal until canonical validation,config-maker is not a write authority,reviewed
PR235-S088,whitedns_cleanip,plane,router/rules persistence engines,internal/router/persistence.go,b9754d5b7974a71ce1da5c48b2d5de7983b72725d9bf164056e8d374d1fc5ab6,supersession,superseded,routing policy ownership,src/apps/daemon/internal/runtime,target routing/persistence owners remain singular,no donor router/rule store imported,reviewed
