donor,path,sha256,size_bytes,file_type,language,classification,authority_status,semantic_record_ids,surface_disposition,surface_rationale,predecessor_wave,post_refactor_228_review,post_refactor_228_record_ids
shadowsocks-rust,tests/dns.rs,2e855a021f7f75b735d4af5e358f8e9391fa19d58ece2bb797fc82c0389413ca,2494,file,Rust,test,authoritative-source,PR226-R011;PR226-M051;PR226-F0338,focused-file-test,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocks-rust,tests/http.rs,40599392bf961a998d05f934448b7efa72cf0097fe1a961c672bbd9cab371d47,2331,file,Rust,test,authoritative-source,PR226-R011;PR226-M051;PR226-F0339,focused-file-test,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocks-rust,tests/socks4.rs,43c6fdd907cd93508f2e166650fd2291311e42bf42495d997f5dcde768aba661,3120,file,Rust,test,authoritative-source,PR226-R011;PR226-M051;PR226-F0340,focused-file-test,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocks-rust,tests/socks5.rs,a37552bfc292cc65af783e857579c9fb1550420891c7acaa87d57a895adb543e,4462,file,Rust,test,authoritative-source,PR226-R011;PR226-M051;PR226-F0341,focused-file-test,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocks-rust,tests/tunnel.rs,c90507bb63c6bdf4e9a6bcfcb83caa817327cbc69dd7a4bdf60cf3731bcb4cf9,4811,file,Rust,test,authoritative-source,PR226-R011;PR226-M051;PR226-F0342,focused-file-test,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocks-rust,tests/udp.rs,bc3b671b5aa20d548b18c93c95915da51d4b5b9e3649402841b6db69a28c2b1e,3126,file,Rust,test,authoritative-source,PR226-R011;PR226-M051;PR226-F0343,focused-file-test,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocksr,.gitignore,57078847e4f4ecdde2c8b6b21a7e5343583269ad7e615a1252c1feea3d660e1c,295,file,other,repository-administration,supporting-evidence,PR226-R004;PR226-M005,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocksr,LICENSE,c08e4ab9d7a3499a77a1c48931d8ee41d4fe62e063ecde5ea8bd55e88f3d663d,1067,file,other,documentation,supporting-evidence,PR226-R004;PR226-M005,accounted-supporting-documentation,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocksr,go.mod,3b88114f4fe1fbc32ce5c7219444e1c2542b70ea931f6ad2234e280a296584e6,113,file,other,configuration,authoritative-source,PR226-R004;PR226-M005;PR226-F0344,focused-file-configuration,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocksr,go.sum,5d6e1683a582b7e778ff54ddefbe85128fef2d448a837fc22c090e3557261c68,832,file,other,configuration,authoritative-source,PR226-R004;PR226-M005;PR226-F0345,focused-file-configuration,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocksr,obfs/base.go,ca34319045fe54c87df1f109e5c9eebb3ef63abb873f42f58b3afb971c0659e7,700,file,Go,implementation,authoritative-source,PR226-R004;PR226-M006;PR226-F0346,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocksr,obfs/http_post.go,32a73133b4b7526171565ab6b1ece3d23e9163e605795feb29ddd3e3a35bfca7,322,file,Go,implementation,authoritative-source,PR226-R004;PR226-M006;PR226-F0347,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocksr,obfs/http_simple.go,6582ba590babcd85052df9a2638057fcc698140b6e14053fdec1c01a053d2a74,5257,file,Go,implementation,authoritative-source,PR226-R004;PR226-M006;PR226-F0348,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocksr,obfs/plain.go,509621134b7299bd71098a48d24a06edcecaf6ae865daa88ff12d8eaee8e7167,722,file,Go,implementation,authoritative-source,PR226-R004;PR226-M006;PR226-F0349,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocksr,obfs/random_head.go,aa3c862f33eee3e963184ab0f4dc77490a07acef201c6bfe751a8ea94f73e4b6,1517,file,Go,implementation,authoritative-source,PR226-R004;PR226-M006;PR226-F0350,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocksr,obfs/tls12_ticket_auth.go,44bc078bac99f8500ed961a82b02c3ee531e933a4d62e7836cab35ade4811ffe,8502,file,Go,implementation,authoritative-source,PR226-R004;PR226-M006;PR226-F0351,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocksr,protocol/auth_aes128_md5.go,e9b21c03bac6fee0a9e4a154df6113e3f9ae75363d5be01866f2c4df57d08f0b,6492,file,Go,implementation,authoritative-source,PR226-R004;PR226-M007;PR226-F0352,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocksr,protocol/auth_aes128_sha1.go,d4338bf736bb8f6cb51d62eee7f883ad4c72c22b6a04f5f9d7a2bda47820cd94,403,file,Go,implementation,authoritative-source,PR226-R004;PR226-M007;PR226-F0353,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocksr,protocol/auth_chain_a.go,6aa17d4de30e2cb33a6242d01f5ff57336c1446270ebc17b603998bf9b5edd41,8788,file,Go,implementation,authoritative-source,PR226-R004;PR226-M007;PR226-F0354,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocksr,protocol/auth_chain_b.go,2f14b2bc2ff9d91b72df8149ca755545dfd4d7612168acdf63e371058fd3adea,2103,file,Go,implementation,authoritative-source,PR226-R004;PR226-M007;PR226-F0355,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocksr,protocol/auth_sha1_v4.go,04d820ef39568983d3ed6361e923ddb46adba3bad937fe3b9895c5e2db4dc427,6042,file,Go,implementation,authoritative-source,PR226-R004;PR226-M007;PR226-F0356,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocksr,protocol/base.go,65cea4e5088b185fe3ead27ed0230c5d5d94fda01191e3971ac0e39e76a2020a,956,file,Go,implementation,authoritative-source,PR226-R004;PR226-M007;PR226-F0357,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocksr,protocol/origin.go,836f4436f646283ee2eb8c4af8ff6a9453053a3d323410f48b4706ef8b722c07,719,file,Go,implementation,authoritative-source,PR226-R004;PR226-M007;PR226-F0358,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocksr,protocol/verify_sha1.go,5dfb84142bc3364481c3559e2f7d619dc7db1ada55b0bb83e2e2b402989f6daf,2479,file,Go,implementation,authoritative-source,PR226-R004;PR226-M007;PR226-F0359,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocksr,ssr/adler32.go,934a3c159e374d5c0cb5b48cab0f1105b392cf7f69dde8e45c87141e30559493,658,file,Go,implementation,authoritative-source,PR226-R004;PR226-M008;PR226-F0360,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocksr,ssr/crc32.go,a155663d1c9d2f6c76a7fda11ef41102ffe342a2d88e0d6f434820bf494993ad,1078,file,Go,implementation,authoritative-source,PR226-R004;PR226-M008;PR226-F0361,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocksr,ssr/obfs.go,4f66ed227bcda6f25cef253a75d2b153df7c77b07ed11932ba6307703245f54e,1915,file,Go,implementation,authoritative-source,PR226-R004;PR226-M008;PR226-F0362,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,PR228-SSR001
shadowsocksr,streamCipher/encrypt.go,017a52597aada9cc28f21edb732a56ecb10243d4ec33d120bdd3edf5ac83bccb,7281,file,Go,implementation,authoritative-source,PR226-R004;PR226-M009;PR226-F0363,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocksr,tcp.go,7ef1008c3643f540bccd85f83212a7dd9200a5186838f3c138a00f15cd6690b8,5617,file,Go,implementation,authoritative-source,PR226-R004;PR226-M005;PR226-F0364,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocksr,tools/encrypt.go,7ff61055616d0cde75d3da405da1ec74e18911981d65e787e82fd1ad05eadb8d,1020,file,Go,implementation,authoritative-source,PR226-R004;PR226-M010;PR226-F0365,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocksr,tools/leakybuf/leakybuf.go,a6f6dda4c6cbbd492a19d9ed317e23aca00fe793f23b0e56e6483b5aabd4b58a,1189,file,Go,implementation,authoritative-source,PR226-R004;PR226-M010;PR226-F0366,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
shadowsocksr,tools/obfsutil.go,c47228196c6f9613c335aa0a0d2678d0f5eaf7ece6ee551b3ad3283a515389b3,1007,file,Go,implementation,authoritative-source,PR226-R004;PR226-M010;PR226-F0367,focused-file-implementation,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
sni-spoofing-rust,.github/workflows/ci.yml,8fa32972b1e0ebee6c8317c78a3a121f40607498a08d6115248f9921a612575d,1055,file,YAML,repository-administration,supporting-evidence,PR227-R001,accounted-supporting-repository-administration,supporting/documentation/fixture surface explicitly accounted by donor record,227,fresh-byte-reverified-and-semantic-row-revisited,n/a
sni-spoofing-rust,.github/workflows/docker-image.yml,484d41bfdaf71e5e6f0ee14a0f2caf455db9070fc207945c06adcfb040b819dd,1363,file,YAML,repository-administration,supporting-evidence,PR227-R001,accounted-supporting-repository-administration,supporting/documentation/fixture surface explicitly accounted by donor record,227,fresh-byte-reverified-and-semantic-row-revisited,n/a
sni-spoofing-rust,.github/workflows/release.yml,56ca9ad11c8138c546311821ab5f17403978857714308589bea41b5f66d8c0d6,8781,file,YAML,repository-administration,supporting-evidence,PR227-R001,accounted-supporting-repository-administration,supporting/documentation/fixture surface explicitly accounted by donor record,227,fresh-byte-reverified-and-semantic-row-revisited,n/a
sni-spoofing-rust,.gitignore,cb8acc5ca7f91e79b5f5c66db87a08c78a26aea44ce643dfc4fb764fdd63dfa2,20,file,other,repository-administration,supporting-evidence,PR227-R001;PR227-M002,accounted-supporting-repository-administration,supporting/documentation/fixture surface explicitly accounted by donor record,227,fresh-byte-reverified-and-semantic-row-revisited,n/a
sni-spoofing-rust,Cargo.lock,076161e6fe05df21587bc378611cbaff52c2fe5bcd9283f59e8ec1eb2340798b,120112,file,Lockfile,configuration,authoritative-source,PR227-R001;PR227-M002;PR227-F0001,focused-file-configuration,independent file-level disposition,227,fresh-byte-reverified-and-semantic-row-revisited,n/a
sni-spoofing-rust,Cargo.toml,bbb45077eed0f9cd67b25b545851d47bba38307dafde121ba6ae6da19acf09a6,1130,file,TOML,configuration,authoritative-source,PR227-R001;PR227-M002;PR227-F0002,focused-file-configuration,independent file-level disposition,227,fresh-byte-reverified-and-semantic-row-revisited,n/a
sni-spoofing-rust,LICENSE,06dcddbb6908a0c6dd4a9e8ec822eea41d5a460a53089fecccc8a68049e99241,1056,file,other,documentation,supporting-evidence,PR227-R001;PR227-M002,accounted-supporting-documentation,supporting/documentation/fixture surface explicitly accounted by donor record,227,fresh-byte-reverified-and-semantic-row-revisited,n/a
sni-spoofing-rust,Makefile,7dc230d48162450c9a8be285c7ed4cc0730aa8d41224ee359568f87340456eb4,1249,file,other,configuration,authoritative-source,PR227-R001;PR227-M002;PR227-F0003,focused-file-configuration,independent file-level disposition,227,fresh-byte-reverified-and-semantic-row-revisited,n/a
sni-spoofing-rust,README.md,ed306e9e6250bed57bb75f6132e244f5bbb6f8f7e4f9f5ff4c2c2194cce44047,23483,file,Markdown,documentation,supporting-evidence,PR227-R001;PR227-M002,accounted-supporting-documentation,supporting/documentation/fixture surface explicitly accounted by donor record,227,fresh-byte-reverified-and-semantic-row-revisited,n/a
sni-spoofing-rust,config.json,749c8a6c081c4a9d4fd5dd5896d09e9f96d8bbcf749e1248398a844dc261551a,149,file,JSON,configuration,authoritative-source,PR227-R001;PR227-M002;PR227-F0004,focused-file-configuration,independent file-level disposition,227,fresh-byte-reverified-and-semantic-row-revisited,n/a
sni-spoofing-rust,data/scan-snis.txt,0170b7b753aded563759dbfb73b2d9a1a6342af68c405cb78f0287f6c0642498,12030,file,Text,fixture,supporting-evidence,PR227-R001;PR227-M003,accounted-supporting-fixture,supporting/documentation/fixture surface explicitly accounted by donor record,227,fresh-byte-reverified-and-semantic-row-revisited,PR228-SNICORPUS
sni-spoofing-rust,docker/Dockerfile,ffef1bd1e4d5c67df1508be4fe2fc39690841c64cdb9eeae0ba04b9edb82f5c7,1124,file,Dockerfile,deployment,authoritative-source,PR227-R001;PR227-M004;PR227-F0005,focused-file-deployment,independent file-level disposition,227,fresh-byte-reverified-and-semantic-row-revisited,n/a
sni-spoofing-rust,docker/README.md,91c800af5a40edea61f9ea9009063b444266e116a80647b9a1f0e8f70983493e,3498,file,Markdown,deployment,authoritative-source,PR227-R001;PR227-M004;PR227-F0006,focused-file-deployment,independent file-level disposition,227,fresh-byte-reverified-and-semantic-row-revisited,n/a
sni-spoofing-rust,docker/entrypoint.sh,43b0c467e1d62d8245b39dfe2d4efb167f01058d8a51f026c43892f6d669c075,7478,file,Shell,deployment,authoritative-source,PR227-R001;PR227-M004;PR227-F0007,focused-file-deployment,independent file-level disposition,227,fresh-byte-reverified-and-semantic-row-revisited,n/a
sni-spoofing-rust,releases/README.md,b750b7ed921181a97170c1259ff45d86e0297e3f30ca47dbd000079b41770010,4163,file,Markdown,deployment,derived-artifact,PR227-R001;PR227-M005;PR227-F0008,focused-file-deployment,independent file-level disposition,227,fresh-byte-reverified-and-semantic-row-revisited,n/a
sni-spoofing-rust,releases/sni-spoof-rs-linux-amd64,2d2e94645ebe42ff887c333952d210de578736ed30dbc1239e56e5ec67444479,1486488,file,binary,deployment,derived-artifact,PR227-R001;PR227-M005;PR227-F0009,focused-file-deployment,independent file-level disposition,227,fresh-byte-reverified-and-semantic-row-revisited,n/a
sni-spoofing-rust,releases/sni-spoof-rs-linux-amd64-musl,3c648310439f4d7628a996ae8eaf848193b751f3d190d4967c99763bd37f755d,1621056,file,binary,deployment,derived-artifact,PR227-R001;PR227-M005;PR227-F0010,focused-file-deployment,independent file-level disposition,227,fresh-byte-reverified-and-semantic-row-revisited,n/a
sni-spoofing-rust,releases/sni-spoof-rs-linux-arm64,74ab8567e08161d1dc40033212d9069a0a4243f97f78ec5892b0a5a48ce101ec,1383552,file,binary,deployment,derived-artifact,PR227-R001;PR227-M005;PR227-F0011,focused-file-deployment,independent file-level disposition,227,fresh-byte-reverified-and-semantic-row-revisited,n/a
sni-spoofing-rust,releases/sni-spoof-rs-macos-amd64,d0bf878fd7064ab97a43148bec24e5ec98f14d69b194ccceaabcae7be99632a7,1313456,file,binary,deployment,derived-artifact,PR227-R001;PR227-M005;PR227-F0012,focused-file-deployment,independent file-level disposition,227,fresh-byte-reverified-and-semantic-row-revisited,n/a
sni-spoofing-rust,releases/sni-spoof-rs-macos-arm64,ad2a19795c18ef2d0caa1b19e236a04f7db6adab48aaf02ebeff525f2c7247f0,1199856,file,binary,deployment,derived-artifact,PR227-R001;PR227-M005;PR227-F0013,focused-file-deployment,independent file-level disposition,227,fresh-byte-reverified-and-semantic-row-revisited,n/a
sni-spoofing-rust,releases/sni-spoof-rs-ui-linux-amd64,b9fee28de47c5161164394e55e2a9dea767de69cd4ee7789b9590b254de2cb03,9525120,file,binary,deployment,derived-artifact,PR227-R001;PR227-M005;PR227-F0014,focused-file-deployment,independent file-level disposition,227,fresh-byte-reverified-and-semantic-row-revisited,n/a
sni-spoofing-rust,releases/sni-spoof-rs-ui-linux-amd64-bundle.tar.gz,ab0bd3d5238760e5909a26ec2d891202e44bc4c0393a4963740011e3e010476c,18000590,file,Archive,deployment,derived-artifact,PR227-R001;PR227-M005;PR227-F0015,focused-file-deployment,independent file-level disposition,227,fresh-byte-reverified-and-semantic-row-revisited,n/a
sni-spoofing-rust,releases/sni-spoof-rs-ui-macos-amd64,39cbbc79377cdb0cfa2c43632cc39b8f1a3a22c63851f18e99f2ce90d4e7d4c9,5034452,file,binary,deployment,derived-artifact,PR227-R001;PR227-M005;PR227-F0016,focused-file-deployment,independent file-level disposition,227,fresh-byte-reverified-and-semantic-row-revisited,n/a
sni-spoofing-rust,releases/sni-spoof-rs-ui-macos-amd64-bundle.tar.gz,e696a2c730d7bd37be3a3882e868c7a2caaf91a4bfe573068f993bdd7c01c103,15793671,file,Archive,deployment,derived-artifact,PR227-R001;PR227-M005;PR227-F0017,focused-file-deployment,independent file-level disposition,227,fresh-byte-reverified-and-semantic-row-revisited,n/a
sni-spoofing-rust,releases/sni-spoof-rs-ui-macos-arm64,05eb4ce01f7e1abfcef9a8af8bc9a5c580516fc1d56ac598fa8acd872b5f02bf,4652512,file,binary,deployment,derived-artifact,PR227-R001;PR227-M005;PR227-F0018,focused-file-deployment,independent file-level disposition,227,fresh-byte-reverified-and-semantic-row-revisited,n/a
sni-spoofing-rust,releases/sni-spoof-rs-ui-macos-arm64-bundle.tar.gz,77bad3d044eb2c8168ffafedc9807ae52814844007415c539ab42aea847f3e03,14559706,file,Archive,deployment,derived-artifact,PR227-R001;PR227-M005;PR227-F0019,focused-file-deployment,independent file-level disposition,227,fresh-byte-reverified-and-semantic-row-revisited,n/a
sni-spoofing-rust,releases/sni-spoof-rs-windows-amd64.zip,a1ea834bd290a3021aac51a8d372ab92dcf97f0f6e71ad367866ad33fc1ef57b,16839533,file,Archive,deployment,derived-artifact,PR227-R001;PR227-M005;PR227-F0020,focused-file-deployment,independent file-level disposition,227,fresh-byte-reverified-and-semantic-row-revisited,n/a
sni-spoofing-rust,src/bin/ui.rs,0afbacfe4719f0a2d7c79139c433274e8e8daaeb82fe17f0f8fcb8288dd81caf,85474,file,Rust,ui-or-product,authoritative-source,PR227-R001;PR227-M006;PR227-F0021,focused-file-ui-or-product,independent file-level disposition,227,fresh-byte-reverified-and-semantic-row-revisited,PR228-SNIUI
sni-spoofing-rust,src/config.rs,ddfad200548e94775c2ce7d01fa944de45725e468a82bac663a5f04aad5992c9,3503,file,Rust,implementation,authoritative-source,PR227-R001;PR227-M007;PR227-F0022,focused-file-implementation,independent file-level disposition,227,fresh-byte-reverified-and-semantic-row-revisited,PR228-SNI001
sni-spoofing-rust,src/error.rs,3eb72e0dd29f83d0db981e9e20a6844135fe98bb74d42a568b83cae81aa85fd4,2301,file,Rust,implementation,authoritative-source,PR227-R001;PR227-M007;PR227-F0023,focused-file-implementation,independent file-level disposition,227,fresh-byte-reverified-and-semantic-row-revisited,n/a
sni-spoofing-rust,src/handler.rs,36bf2445d3b2a5ea6d56870974467ff454320868d366f24e089716fb84770a73,6328,file,Rust,implementation,authoritative-source,PR227-R001;PR227-M008;PR227-F0024,focused-file-implementation,independent file-level disposition,227,fresh-byte-reverified-and-semantic-row-revisited,n/a
sni-spoofing-rust,src/lib.rs,d7efdf6c450997f5cdc2bffa52ed6b8e44df9ce2ac54b4d8aa93abe06f0a66f5,260,file,Rust,implementation,authoritative-source,PR227-R001;PR227-M010;PR227-F0025,focused-file-implementation,independent file-level disposition,227,fresh-byte-reverified-and-semantic-row-revisited,n/a
sni-spoofing-rust,src/listener.rs,0fe8362e05970dd243fbb594af54d3657f2e4342defa64bbaf7caaffa01c05e4,3511,file,Rust,implementation,authoritative-source,PR227-R001;PR227-M008;PR227-F0026,focused-file-implementation,independent file-level disposition,227,fresh-byte-reverified-and-semantic-row-revisited,n/a
sni-spoofing-rust,src/main.rs,163f5ea8a96b27ee03ca7b4792d28f27216844a52e7e96d8e3a0ad96922941c6,1336,file,Rust,implementation,authoritative-source,PR227-R001;PR227-M010;PR227-F0027,focused-file-implementation,independent file-level disposition,227,fresh-byte-reverified-and-semantic-row-revisited,n/a
sni-spoofing-rust,src/packet/eth.rs,2342962212ad4446e3fc7dead4e434a0de6c2370924b360cda62f1d389914f57,454,file,Rust,implementation,authoritative-source,PR227-R001;PR227-M009;PR227-F0028,focused-file-implementation,independent file-level disposition,227,fresh-byte-reverified-and-semantic-row-revisited,n/a
sni-spoofing-rust,src/packet/ipv4.rs,b6fdf46161a90bb0882400ff6325789aa502c0700a8b65ee07a7880eaa32e432,1378,file,Rust,implementation,authoritative-source,PR227-R001;PR227-M009;PR227-F0029,focused-file-implementation,independent file-level disposition,227,fresh-byte-reverified-and-semantic-row-revisited,n/a
sni-spoofing-rust,src/packet/ipv6.rs,6f43668b9e1300a8e24d67988bd9b5e1cd1189b16cbed10d28124bda031a0463,982,file,Rust,implementation,authoritative-source,PR227-R001;PR227-M009;PR227-F0030,focused-file-implementation,independent file-level disposition,227,fresh-byte-reverified-and-semantic-row-revisited,n/a
sni-spoofing-rust,src/packet/mod.rs,10ec2a5f61cb7e7c345b5b890e2585a993a44ce72a7a3b31b0648f55d0478b83,1209,file,Rust,implementation,authoritative-source,PR227-R001;PR227-M009;PR227-F0031,focused-file-implementation,independent file-level disposition,227,fresh-byte-reverified-and-semantic-row-revisited,n/a
sni-spoofing-rust,src/packet/tcp.rs,fdfef4b43c616a209eb3fcb932d8bb9e67119550bbf049c41cb893246d8f8f70,3388,file,Rust,implementation,authoritative-source,PR227-R001;PR227-M009;PR227-F0032,focused-file-implementation,independent file-level disposition,227,fresh-byte-reverified-and-semantic-row-revisited,n/a
sni-spoofing-rust,src/packet/tls.rs,7832244289c47e3670b545d7d0c11857a7c8f40c9fff8f7d55102cc0256134c8,4321,file,Rust,implementation,authoritative-source,PR227-R001;PR227-M009;PR227-F0033,focused-file-implementation,independent file-level disposition,227,fresh-byte-reverified-and-semantic-row-revisited,n/a
sni-spoofing-rust,src/proto.rs,baa618047883e399a03e472dd7f5b248a5ed89a9b4ce128415a60b0f22fabc87,633,file,Rust,implementation,authoritative-source,PR227-R001;PR227-M008;PR227-F0034,focused-file-implementation,independent file-level disposition,227,fresh-byte-reverified-and-semantic-row-revisited,n/a
sni-spoofing-rust,src/proxy.rs,4bc4d558fb76880da3db7297b98fc3fffac401f51869213532104995a319cc72,6737,file,Rust,implementation,authoritative-source,PR227-R001;PR227-M008;PR227-F0035,focused-file-implementation,independent file-level disposition,227,fresh-byte-reverified-and-semantic-row-revisited,n/a
sni-spoofing-rust,src/relay.rs,c41548199b8a7b23bb9ed9b03c7a648bb57e2e56be5c83f337933b9397d9a835,1296,file,Rust,implementation,authoritative-source,PR227-R001;PR227-M008;PR227-F0036,focused-file-implementation,independent file-level disposition,227,fresh-byte-reverified-and-semantic-row-revisited,n/a
sni-spoofing-rust,src/scan.rs,2942c623314d455612c04be33352fdedae98fe608b6216c7dab38cdf8a688a05,10138,file,Rust,implementation,authoritative-source,PR227-R001;PR227-M011;PR227-F0037,focused-file-implementation,independent file-level disposition,227,fresh-byte-reverified-and-semantic-row-revisited,n/a
sni-spoofing-rust,src/shutdown.rs,7a0340eebbcee272b57650a321d534b7d2e1d126418eccf8d9d90774110d56a5,946,file,Rust,implementation,authoritative-source,PR227-R001;PR227-M010;PR227-F0038,focused-file-implementation,independent file-level disposition,227,fresh-byte-reverified-and-semantic-row-revisited,n/a
sni-spoofing-rust,src/sniffer/linux.rs,2af4e555866c5d3af2638d92bd36cdd9192f440678683ab805c6c16efba06e9c,7270,file,Rust,implementation,authoritative-source,PR227-R001;PR227-M012;PR227-F0039,focused-file-implementation,independent file-level disposition,227,fresh-byte-reverified-and-semantic-row-revisited,n/a
sni-spoofing-rust,src/sniffer/macos.rs,c7f326d4c40159d21a3a5f0da18784df0f3db78ce8af23000b12c2f7a706ff83,11012,file,Rust,implementation,authoritative-source,PR227-R001;PR227-M012;PR227-F0040,focused-file-implementation,independent file-level disposition,227,fresh-byte-reverified-and-semantic-row-revisited,PR228-SNI002
sni-spoofing-rust,src/sniffer/mod.rs,38509c2773498d0bbb53433cc94e4bdb8c7c2ff92b84ead7e1b5867369d8e1c6,12908,file,Rust,implementation,authoritative-source,PR227-R001;PR227-M012;PR227-F0041,focused-file-implementation,independent file-level disposition,227,fresh-byte-reverified-and-semantic-row-revisited,n/a
sni-spoofing-rust,src/sniffer/windows.rs,d8b3dbe4055177ba6a15ca7763c43a0b2ac430deefe44dd13396ee4338511406,4065,file,Rust,implementation,authoritative-source,PR227-R001;PR227-M012;PR227-F0042,focused-file-implementation,independent file-level disposition,227,fresh-byte-reverified-and-semantic-row-revisited,n/a
sni-spoofing-rust,src/xray.rs,88efb75bfc8e0e744f72dccf40063f6b6b9f65dc240e49f1153fb983a2f08c65,13661,file,Rust,implementation,authoritative-source,PR227-R001;PR227-M013;PR227-F0043,focused-file-implementation,independent file-level disposition,227,fresh-byte-reverified-and-semantic-row-revisited,n/a
srsc,.fpm_systemd,dd241cd482cc55b97ccb9572fb10e3b65f9c93769ecbfa24574b97cbcaec5d2f,873,file,other,deployment,authoritative-source,PR226-R052;PR226-M053;PR226-F0368,focused-file-deployment,independent file-level disposition,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
srsc,.github/FUNDING.yml,878a6c7f441dc1cc6d2ccdb95b9ab429ade57563e9144fc9329db93446fc9fff,19,file,YAML,repository-administration,supporting-evidence,PR226-R052,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
srsc,.github/renovate.json,9f89fa7a8c85018bc6679114fd59d90fdc2561a4abae4dde581f3bd220e763dc,484,file,JSON,repository-administration,supporting-evidence,PR226-R052,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
srsc,.github/update_dependencies.sh,c4c5f89f2fd7bfcbb33ed0bd674d23f6b06a3d0f7ade26f9f7601174c4bf1c0f,135,file,Shell,repository-administration,supporting-evidence,PR226-R052,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
srsc,.github/workflows/build.yml,11330683194377bea15b7e69481c8ebd2cf287b21256c530faca9c6c4ff8ea42,13130,file,YAML,repository-administration,supporting-evidence,PR226-R052,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
srsc,.github/workflows/docker.yml,376e07fd3b4bc2b39832ae0da44e95e345dc60adb8c3b5e8b2428b95f2f3dc99,4178,file,YAML,repository-administration,supporting-evidence,PR226-R052,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
srsc,.github/workflows/lint.yml,f8f72b59eaa6886d545b097255a45beba3bd6bd63827a2cb767126e789c1563e,719,file,YAML,repository-administration,supporting-evidence,PR226-R052,accounted-supporting-repository-administration,supporting/admin/fixture/documentation surface explicitly accounted by donor record,226,fresh-byte-reverified-and-semantic-row-revisited,n/a
