module_record_id,donor,module,surfaces,high_signal_surfaces,ui_product_surfaces,merkle_sha256,first_path,last_path,disposition,semantic_record_ids,unresolved
PR236-M102,pion_transport,LICENSES,2,0,0,3f183cd8f677bb2084d7a76349ea98c638df25ffc857600024bb0ab4a1a38622,LICENSES/BSD-3-Clause.txt,LICENSES/MIT.txt,accounted-low-signal,PR236-S016;PR236-S064;PR236-S065;PR236-S066,0
PR236-M103,pion_transport,deadline,5,5,0,ddfcdbf467d0327dd73ee00b64b7fedb43eeaa31049659d80064edafca03ee91,deadline/deadline.go,deadline/timer_js.go,semantic-mechanism-reviewed,PR236-S016;PR236-S064;PR236-S065;PR236-S066,0
PR236-M104,pion_transport,dpipe,2,2,0,efcc68ccfcbfbd86539917edcfba129e469abe51134af50b0b2b1a6de34dde05,dpipe/dpipe.go,dpipe/dpipe_test.go,semantic-mechanism-reviewed,PR236-S016;PR236-S064;PR236-S065;PR236-S066,0
PR236-M105,pion_transport,examples,2,2,0,13727fac906303b15c849ba822868c08b011c338f1ef23fb8b2aa656636958e8,examples/vnet-udpproxy/README.md,examples/vnet-udpproxy/main.go,semantic-mechanism-reviewed,PR236-S016;PR236-S064;PR236-S065;PR236-S066,0
PR236-M106,pion_transport,logging,3,3,0,abc351d4b5210515fae2fb62a303ff799a65ce89da1b866425e071c89a1c7eb6,logging/logger.go,logging/scoped.go,semantic-mechanism-reviewed,PR236-S016;PR236-S064;PR236-S065;PR236-S066,0
PR236-M107,pion_transport,netctx,5,5,0,4083a239c3af025dc6e36b34249368e6f160a1d6b41818a5e668ae4ff4c83b35,netctx/conn.go,netctx/pipe.go,semantic-mechanism-reviewed,PR236-S016;PR236-S064;PR236-S065;PR236-S066,0
PR236-M108,pion_transport,packetio,5,5,0,7a71cb40f020de2800933d7f11996d3594a2f0ce799321cf806d0824df6daf9d,packetio/buffer.go,packetio/no_hardlimit.go,semantic-mechanism-reviewed,PR236-S016;PR236-S064;PR236-S065;PR236-S066,0
PR236-M109,pion_transport,replaydetector,4,4,0,0093e7e9a63a84e691d0a7a62ecef317fb0eb37fccb8aed28afb808ed53b236a,replaydetector/fixedbig.go,replaydetector/replaydetector_test.go,semantic-mechanism-reviewed,PR236-S016;PR236-S064;PR236-S065;PR236-S066,0
PR236-M110,pion_transport,reuseport,5,5,0,8d7dd205ee59939f8d02486c198fed45f95317407e72c7cf939599d2d5a33c41,reuseport/control_default.go,reuseport/reuseport.go,semantic-mechanism-reviewed,PR236-S016;PR236-S064;PR236-S065;PR236-S066,0
PR236-M111,pion_transport,stdnet,2,2,0,82375dde07c714be6790f9437be6e48afab39c4a04f9f44bd79cfefd5b7b5c30,stdnet/net.go,stdnet/net_test.go,semantic-mechanism-reviewed,PR236-S016;PR236-S064;PR236-S065;PR236-S066,0
PR236-M112,pion_transport,test,11,11,0,a9bc815dc551f44c49ff0aa3aea24aa193f0fb0368a3c91e39df4f6498600a81,test/bridge.go,test/util_wasm.go,semantic-mechanism-reviewed,PR236-S016;PR236-S064;PR236-S065;PR236-S066,0
PR236-M113,pion_transport,udp,4,4,0,b5dc997e14a4308498e8a82b3e9b735f40acef2f23be8ca972daec1ea5c99965,udp/batchconn.go,udp/conn_test.go,semantic-mechanism-reviewed,PR236-S016;PR236-S064;PR236-S065;PR236-S066,0
PR236-M114,pion_transport,utils,5,4,0,f5bff3e395159d35719ddf70a951e41eb557124344cfc63073b4afabd80297cb,utils/xor/xor_arm.go,utils/xor/xor_test.go,semantic-mechanism-reviewed,PR236-S016;PR236-S064;PR236-S065;PR236-S066,0
PR236-M115,pion_transport,vnet,35,34,0,5c5f0ebbc2b16627c0a660871915219cd73b4303210f9956ade3afcb9a21b00b,vnet/.gitignore,vnet/vnet.go,semantic-mechanism-reviewed,PR236-S016;PR236-S064;PR236-S065;PR236-S066,0
PR236-M116,proxychains_ng,@root,8,2,0,6e420d1e7f799c29052a2660127b1339262fddc54e099e9f22402d00a2094bbb,.gitignore,configure,semantic-mechanism-reviewed,PR236-S017;PR236-S046;PR236-S047;PR236-S048,0
PR236-M117,proxychains_ng,src,23,22,0,09b108e5f21a44e24bdf5deba237982376017cb45b1f16d95ce40240e273dc97,src/allocator_thread.c,src/version.h,semantic-mechanism-reviewed,PR236-S017;PR236-S046;PR236-S047;PR236-S048,0
PR236-M118,proxychains_ng,src/daemon,9,9,1,9f49c1efce9824a1ef5047975a32c59cd541e4afe51c6d6d3107f57040d17d34,src/daemon/daemon.c,src/daemon/udpserver.h,product-and-semantic-reviewed,PR236-S017;PR236-S046;PR236-S047;PR236-S048,0
PR236-M119,proxychains_ng,tests,9,9,0,46ecb088c5ac5454b9ac2057b51935affbfea82d5bea591b6f865eb381405fec,tests/test_getaddrinfo.c,tests/test_v4_in_v6.c,semantic-mechanism-reviewed,PR236-S017;PR236-S046;PR236-S047;PR236-S048,0
PR236-M120,proxychains_ng,tools,2,2,0,d4277c05330666b1f317e7e175ce4f0d8f748156e65587cb9a178c6ae02edc9b,tools/install.sh,tools/version.sh,semantic-mechanism-reviewed,PR236-S017;PR236-S046;PR236-S047;PR236-S048,0
PR236-M121,qtun_android,.github,1,1,1,744b0f88ee8a5121554c01c83f70fa9717627b385d2954e9c9c4ea4f08fdfe0d,.github/workflows/build.yml,.github/workflows/build.yml,product-and-semantic-reviewed,PR236-S018;PR236-S041;PR236-S042,0
PR236-M122,qtun_android,@root,9,4,1,024283bcc4ebed9ec461a16da715c5e58c6d67cf284dd0f641181b100d7aec09,.gitignore,settings.gradle.kts,product-and-semantic-reviewed,PR236-S018;PR236-S041;PR236-S042,0
PR236-M123,qtun_android,app,17,7,7,03b98a123a64e141f5cbeb6f33e255c2c931946b8a2fe3e5f33c49693326b8a7,app/.gitignore,app/src/main/res/xml/config.xml,product-and-semantic-reviewed,PR236-S018;PR236-S041;PR236-S042,0
PR236-M124,qtun_android,gradle,2,1,0,fe85d2efb3f4f15ece8ec86a2db50f8beac1787184667559e3d15e9ccb0a1495,gradle/wrapper/gradle-wrapper.jar,gradle/wrapper/gradle-wrapper.properties,semantic-mechanism-reviewed,PR236-S018;PR236-S041;PR236-S042,0
PR236-M125,reality,@root,30,28,4,131b4982b1b4ad8f98cf39961702a38243b7943a6d0c5990c06c9a93baa27531,LICENSE,tls.go,product-and-semantic-reviewed,PR236-S019;PR236-S067;PR236-S068,0
PR236-M126,reality,fips140tls,1,1,0,1edf5d472b28e1332b9f025d12d1f9456213f2e5ec0da815da5cde575455108c,fips140tls/fipstls.go,fips140tls/fipstls.go,semantic-mechanism-reviewed,PR236-S019;PR236-S067;PR236-S068,0
PR236-M127,reality,hpke,1,1,0,048f6399aaeeb55b4a3621ec6953d9de89748a613887dec30ec7c76881590d0b,hpke/hpye.go,hpke/hpye.go,semantic-mechanism-reviewed,PR236-S019;PR236-S067;PR236-S068,0
PR236-M128,reality,tls12,1,1,0,c2673caac70cabcb66f7676cb9e722839ba98e1d2feda2e1c6a10b87abe08380,tls12/tls12.go,tls12/tls12.go,semantic-mechanism-reviewed,PR236-S019;PR236-S067;PR236-S068,0
PR236-M129,reality,tls13,1,1,0,a97d4a36ddb410904b7478505d5365dd0af24c871f2246662b1dcab1d69bf8a1,tls13/tls13.go,tls13/tls13.go,semantic-mechanism-reviewed,PR236-S019;PR236-S067;PR236-S068,0
PR236-M130,setec,.github,1,1,0,a1006ddbbdb2c6bbacd222a5b6cfd85227f3e4f3990fa599eb4f5f57a024f9e9,.github/workflows/go-presubmit.yml,.github/workflows/go-presubmit.yml,semantic-mechanism-reviewed,PR236-S020;PR236-S072;PR236-S073;PR236-S074;PR236-S075;PR236-S079,0
PR236-M131,setec,@root,7,3,0,d9440df55df51f22cb634e1f4ee24e4f555b8d097a88b7335a25a5219d04ecc2,.gitignore,go.sum,semantic-mechanism-reviewed,PR236-S020;PR236-S072;PR236-S073;PR236-S074;PR236-S075;PR236-S079,0
PR236-M132,setec,acl,2,2,0,e63444299f0635bf7ef9c79ffb5b2bfda69b595abdd2770fcb4c873cd5df9778,acl/acl.go,acl/acl_test.go,semantic-mechanism-reviewed,PR236-S020;PR236-S072;PR236-S073;PR236-S074;PR236-S075;PR236-S079,0
PR236-M133,setec,audit,2,2,0,d3823565ef55f3045be224f1583bfb5976c6284b6ef13bf980f8934004359401,audit/audit.go,audit/audit_test.go,semantic-mechanism-reviewed,PR236-S020;PR236-S072;PR236-S073;PR236-S074;PR236-S075;PR236-S079,0
PR236-M134,setec,client,13,13,13,a5589522bc811ed7e44f418a5aed44769e06d17b406a0dd363d279754dcd3268,client/setec/cache.go,client/setec/watcher.go,product-and-semantic-reviewed,PR236-S020;PR236-S072;PR236-S073;PR236-S074;PR236-S075;PR236-S079,0
PR236-M135,setec,cmd,1,1,1,29d8734b48ee801dcda270efe57bbcb44995d01713fa3f6685100250eb9eaa56,cmd/setec/setec.go,cmd/setec/setec.go,product-and-semantic-reviewed,PR236-S020;PR236-S072;PR236-S073;PR236-S074;PR236-S075;PR236-S079,0
PR236-M136,setec,db,3,3,0,383b8db66c85a75953f9508a354997d326ce7cad8c0f2f95e165262195cba124,db/db.go,db/kv.go,semantic-mechanism-reviewed,PR236-S020;PR236-S072;PR236-S073;PR236-S074;PR236-S075;PR236-S079,0
PR236-M137,setec,docs,3,1,0,cc7882918447e342133be15d4ca6ac9c41e4e8e5bf831d55d4de78804e7f04cc,docs/README.md,docs/server.md,semantic-mechanism-reviewed,PR236-S020;PR236-S072;PR236-S073;PR236-S074;PR236-S075;PR236-S079,0
PR236-M138,setec,internal,1,1,0,0ae9dce28cdee55fa978bf502f5818b8b1a0d282c8535c945cfae9639ef98c1b,internal/tinktestutil/dummy-tink.go,internal/tinktestutil/dummy-tink.go,semantic-mechanism-reviewed,PR236-S020;PR236-S072;PR236-S073;PR236-S074;PR236-S075;PR236-S079,0
PR236-M139,setec,server,5,3,1,29731dc12fa76ee63023876a3b3e20d9061c35120ef5abcc2c70893bcebdac29,server/backup.go,server/templates/index.html,product-and-semantic-reviewed,PR236-S020;PR236-S072;PR236-S073;PR236-S074;PR236-S075;PR236-S079,0
PR236-M140,setec,setectest,3,3,0,a68ac7826369ba9b570575d48ec18bd5e17d508e767c96ba4377129c8543cbd7,setectest/dbtest.go,setectest/utils.go,semantic-mechanism-reviewed,PR236-S020;PR236-S072;PR236-S073;PR236-S074;PR236-S075;PR236-S079,0
PR236-M141,setec,tools,1,1,0,f5e380ae20d449c370a9c2d99892e7b2af095555c82cd84508229f2e2a95d787,tools/deps.go,tools/deps.go,semantic-mechanism-reviewed,PR236-S020;PR236-S072;PR236-S073;PR236-S074;PR236-S075;PR236-S079,0
PR236-M142,setec,types,1,1,0,bcaf3067b776ac2db14b0cf76fac9f95d5da3c1186e3dfd0599b4fbbbfbe8bd9,types/api/api.go,types/api/api.go,semantic-mechanism-reviewed,PR236-S020;PR236-S072;PR236-S073;PR236-S074;PR236-S075;PR236-S079,0
