donor,path,sha256,size_bytes,mode,classification,authority,module,extension,semantic_record_ids,post_refactor_231_review,post_refactor_231_disposition,notes
IPtProxy-master,.gitignore,3b639b9365c0c056c9ffe169f715028d09168615651138ddcedf6540932a205c,3520,0o644,repository-administration,authoritative,.gitignore,n/a,PR231-F00001;PR231-M0001,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/third_party/uri_template/OWNERS,a777068912f6991ee4e1c13bf8207422fe3c541a7a23900fa177e6c94973ce9f,24,0o644,vendored,vendored,src/net,n/a,PR231-F08120;PR231-M0052,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/third_party/uri_template/README.chromium,30e024609bce7f4087acc20b368b219271c1801d6f871bcfc684aa0772c47bfa,921,0o644,vendored,vendored,src/net,.chromium,PR231-F08121;PR231-M0052,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/third_party/uri_template/uri_template.cc,2b9c17380c90421f52a5c93e0cae05322a7e954124ef224f64335e3f90733fb3,6338,0o644,vendored,vendored,src/net,.cc,PR231-F08122;PR231-M0052,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/third_party/uri_template/uri_template.h,704b905ee155b826f5442b3f8143d6434f936d1ed66c321d7ba5b95586dd83f4,1994,0o644,vendored,vendored,src/net,.h,PR231-F08123;PR231-M0052,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/.style.yapf,1cd0f86c316a4be311c6dcbc83fa95bac5d564411e2fe3b4cbd9ab6b728c0895,146,0o644,vendored,vendored,src/net,.yapf,PR231-F08124;PR231-M0052,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/DEPS,239193c69756dce36eb5eed8d5bcf753a9d9d98c833d670e3e91a8a9e17c7a65,74,0o644,vendored,vendored,src/net,n/a,PR231-F08125;PR231-M0052,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/build_hpack_constants.py,86c8ddc2ef31658fdcc28528797f46ce7e1657b5f83a91c5748350118402366f,18708,0o755,vendored,vendored,src/net,.py,PR231-F08126;PR231-M0052,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/cachetool/cachetool.cc,1831de4ecf0930bddf702ea33dca9e32d2d486aa4d23ea5e70d9c386c8af9471,26134,0o644,vendored,vendored,src/net,.cc,PR231-F08127;PR231-M0052,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/cert_verify_tool/cert_verify_tool.cc,bfd78bc21cae37c707fd72b98497b72b7a5b4c5874bea2fbef25662b016dca07,24280,0o644,vendored,vendored,src/net,.cc,PR231-F08128;PR231-M0052,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/cert_verify_tool/cert_verify_tool_util.cc,657d58740d0604a05a4c07d5f434861f4ace45c56a6c14f1a6178f389c3c5ceb,4448,0o644,vendored,vendored,src/net,.cc,PR231-F08129;PR231-M0052,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/cert_verify_tool/cert_verify_tool_util.h,5a918c85a7cbc9557701d5967113958145b3ca16ef9c1a81bd3b5302d13d0484,3024,0o644,vendored,vendored,src/net,.h,PR231-F08130;PR231-M0052,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/cert_verify_tool/verify_using_cert_verify_proc.cc,904321037e9d666d3b92200b002b863616f846490aaf255bf6aab3adb0c7fdb8,4911,0o644,vendored,vendored,src/net,.cc,PR231-F08131;PR231-M0052,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/cert_verify_tool/verify_using_cert_verify_proc.h,6dba82687b006f17d310f6ae0bb10eca241f74ce24db283af8766421da9335f6,1185,0o644,vendored,vendored,src/net,.h,PR231-F08132;PR231-M0052,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/cert_verify_tool/verify_using_path_builder.cc,cad923675c14a0dbc09913c6cb9dcf8e00d98d8d5e697a0ca2fa989322bde07a,8358,0o644,vendored,vendored,src/net,.cc,PR231-F08133;PR231-M0052,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/cert_verify_tool/verify_using_path_builder.h,efeece412a4c08d72586edecfaafedef94c4b32bca10193a6dcf039585761e87,1206,0o644,vendored,vendored,src/net,.h,PR231-F08134;PR231-M0052,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/content_decoder_tool/content_decoder_tool.cc,def30f1a314ef37ae512752ea60760831401e875e83812cefde0e6dc59246fca,3770,0o644,vendored,vendored,src/net,.cc,PR231-F08135;PR231-M0052,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/content_decoder_tool/content_decoder_tool.h,419a9d0145710bca7a4b08e1224393a61d56372a8cdb00cfb714372954854e60,819,0o644,vendored,vendored,src/net,.h,PR231-F08136;PR231-M0052,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/content_decoder_tool/content_decoder_tool_bin.cc,23d6029999262fdef0925f87daf1c6d44ee1302765c55c2d67bad00593a5b7d8,1250,0o644,vendored,vendored,src/net,.cc,PR231-F08137;PR231-M0052,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/crash_cache/crash_cache.cc,4fb010bf07c2bc7c7fd45a74f2b02837b86b9baabecbb25be114656ceee23547,13437,0o644,vendored,vendored,src/net,.cc,PR231-F08138;PR231-M0052,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/dafsa/PRESUBMIT.py,b718d635c82956ce70ea86f21a04df59af3a704c2c699c5b38ef1e091f0bd03c,1076,0o644,vendored,vendored,src/net,.py,PR231-F08139;PR231-M0052,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/dafsa/make_dafsa.py,75e92e08230abe621dbeee2eb509a0161e1a11cc42d85816411980605ac86c2f,16484,0o755,vendored,vendored,src/net,.py,PR231-F08140;PR231-M0052,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/dafsa/make_dafsa_unittest.py,9ca44d8c81d2efb71e2e816ca11c17571f763d69e4f63c21c6ff18b38406a35c,23615,0o755,vendored,vendored,src/net,.py,PR231-F08141;PR231-M0052,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/dump_cache/dump_cache.cc,b42fd7aa5ec53ebb27cd6292032876dfd3f0353aaad5be950e8bec0786a3c99d,3424,0o644,vendored,vendored,src/net,.cc,PR231-F08142;PR231-M0052,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/dump_cache/dump_cache_helper.cc,1bb171d3bc889fd158d2f711e11f0c5436c2e482c9f9a54f99b1630018b486ec,1230,0o644,vendored,vendored,src/net,.cc,PR231-F08143;PR231-M0052,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/dump_cache/dump_cache_helper.h,5c9b49a6a80c4ddcff9b67e91170806dfbba8c8056a2fe861df40441355d2321,694,0o644,vendored,vendored,src/net,.h,PR231-F08144;PR231-M0052,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/dump_cache/dump_files.cc,0f94a31694846e9ed18b57f7f33e9c7e5dc73f794c18379c25d6874e66593952,20528,0o644,vendored,vendored,src/net,.cc,PR231-F08145;PR231-M0052,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/dump_cache/dump_files.h,0e44a4e0bf0bd56c57a4dd2165d7bed8b67e61242af4f06f28c5fae17f159cce,1165,0o644,vendored,vendored,src/net,.h,PR231-F08146;PR231-M0052,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/gssapi/README.md,d4961423d546cfd1c29c72710001043796a15b103a21c807c2d3d15739622e6b,209,0o644,vendored,vendored,src/net,.md,PR231-F08147;PR231-M0052,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/gssapi/gss_import_name.cc,73c8d3c5aa4f4f8533e4b87ae86499afc154e7d09317911f0a3e4db95482840f,823,0o644,vendored,vendored,src/net,.cc,PR231-F08148;PR231-M0052,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/gssapi/gss_methods.cc,174a5ffd4499f0b6df406714b867b16f40bec728e53a29b1f2245016ac69bf64,2831,0o644,vendored,vendored,src/net,.cc,PR231-F08149;PR231-M0052,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/gssapi/gss_types.h,a8e44a1cc53b26863c9eb62ed55b88fde6e25f8a34d26b022c3773e1ea3edd62,1921,0o644,vendored,vendored,src/net,.h,PR231-F08150;PR231-M0052,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/huffman_trie/BUILD.gn,059289e2a9b10e5709d067fb3d3aefc0f9bba6b8d4684e3fb458ebe8199aa44d,493,0o644,vendored,vendored,src/net,.gn,PR231-F08151;PR231-M0052,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/huffman_trie/bit_writer.cc,9f5cbab22a22211dcd26ebe33a3afadfba433771a1569d5d9d65e8909fc0ede3,855,0o644,vendored,vendored,src/net,.cc,PR231-F08152;PR231-M0052,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/huffman_trie/bit_writer.h,5923a3f6d1f609e082115042b8a6728ca525c39ae3f9c899af57088d98790fef,1717,0o644,vendored,vendored,src/net,.h,PR231-F08153;PR231-M0052,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/huffman_trie/huffman/huffman_builder.cc,bb14c719c6f44bd75f1202fc34026571c9d727e0c87c7b5ded4f28719b0680c8,4670,0o644,vendored,vendored,src/net,.cc,PR231-F08154;PR231-M0052,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/huffman_trie/huffman/huffman_builder.h,e312925baae74132a89e22a895535374a540e9f6f3b9e914d1e77f6c3e40d397,2999,0o644,vendored,vendored,src/net,.h,PR231-F08155;PR231-M0052,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/huffman_trie/trie/trie_bit_buffer.cc,a41044c63b869dd8b99a966be7e0294c846fad0b070a7f58611fcccc12571fb9,4486,0o644,vendored,vendored,src/net,.cc,PR231-F08156;PR231-M0052,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/huffman_trie/trie/trie_bit_buffer.h,bf914bcc1422b6e987007aadfdc1a9c244d1406735ec56c68121ce5298c6454a,2756,0o644,vendored,vendored,src/net,.h,PR231-F08157;PR231-M0052,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/huffman_trie/trie/trie_writer.cc,53e09ca0e9511ca796e25d3f2016c40b212aec8b7fedaa442aad8c425969ae77,5210,0o644,vendored,vendored,src/net,.cc,PR231-F08158;PR231-M0052,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/huffman_trie/trie/trie_writer.h,b1e6d9ad08f858bfebb1c041c2300f154fde0823f7997631ce2b5753efd9f704,1826,0o644,vendored,vendored,src/net,.h,PR231-F08159;PR231-M0052,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/huffman_trie/trie_entry.cc,3b66134a6ef0ccd13f8259639028b8a9fa40132e7694567c225dad55835e7e8b,328,0o644,vendored,vendored,src/net,.cc,PR231-F08160;PR231-M0052,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/huffman_trie/trie_entry.h,f3162aa58b7f40b2f76a1e896518b6f51e32b41b4d65cf2578b5de3926d2aadb,1289,0o644,vendored,vendored,src/net,.h,PR231-F08161;PR231-M0052,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/naive/http_proxy_server_socket.cc,0e073681e432bc5405e7a8dbf3b6a4530c3bc412ffc6f11e8e88e76a8de437cd,14656,0o644,implementation,authoritative,src/net/tools/naive,.cc,PR231-F08162;PR231-M0053,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/naive/http_proxy_server_socket.h,282bcccff68694ace277734ced6f54af29525ea7e9e6d944b6b185577769ca0a,4277,0o644,implementation,authoritative,src/net/tools/naive,.h,PR231-F08163;PR231-M0053,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/naive/naive_command_line.cc,52802752f074f6977ec06eb903ea993f53aa14ef253f26776bdb31ed565f9a6d,2253,0o644,implementation,authoritative,src/net/tools/naive,.cc,PR231-F08164;PR231-M0053,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/naive/naive_command_line.h,4a6632dae04621bda4956a808581d74a91705a6cf64c0db919a11776fab23f74,1141,0o644,implementation,authoritative,src/net/tools/naive,.h,PR231-F08165;PR231-M0053,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/naive/naive_config.cc,662d55a6f10164c207fdd75a92a356ba3c389bd3b4ee32e7353c9f20d636903a,10446,0o644,implementation,authoritative,src/net/tools/naive,.cc,PR231-F08166;PR231-M0053;PR231-S022;PR231-S023,fresh-byte-reverified-and-context-reviewed,focused-behavior-source,Focused semantic record linked.
naiveproxy-master,src/net/tools/naive/naive_config.h,01798588b1424dd4ebbf1d1de06887f7d224931d631319f70ab1900c63dea4b9,2088,0o644,implementation,authoritative,src/net/tools/naive,.h,PR231-F08167;PR231-M0053,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/naive/naive_connection.cc,17392ab53a6d90c40fdf4bd26cce5e9817d158755efc9c86297fac8ef93216e5,15614,0o644,implementation,authoritative,src/net/tools/naive,.cc,PR231-F08168;PR231-M0053,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/naive/naive_connection.h,1abf9c8abbcc3be47ec826656e93fd4d361ba08da50a160531e60f63ea888e33,4457,0o644,implementation,authoritative,src/net/tools/naive,.h,PR231-F08169;PR231-M0053,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/naive/naive_padding_framer.cc,2e4c183e33229091a825b0ceb96d258d1f9f68ac7f77cef98a078fda5011b80e,3965,0o644,implementation,authoritative,src/net/tools/naive,.cc,PR231-F08170;PR231-M0053;PR231-S020,fresh-byte-reverified-and-context-reviewed,focused-behavior-source,Focused semantic record linked.
naiveproxy-master,src/net/tools/naive/naive_padding_framer.h,a3af854a7ba5c91ea79c09bff6a2302619d7101c23a76b3c274ed2d2b6e7a338,2351,0o644,implementation,authoritative,src/net/tools/naive,.h,PR231-F08171;PR231-M0053,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/naive/naive_padding_socket.cc,3c87ea1912630e0785d6accf64f25c2cf115fcf564ce5f5b8c7b55e9e27b4b83,7994,0o644,implementation,authoritative,src/net/tools/naive,.cc,PR231-F08172;PR231-M0053;PR231-S019;PR231-S021,fresh-byte-reverified-and-context-reviewed,focused-behavior-source,Focused semantic record linked.
naiveproxy-master,src/net/tools/naive/naive_padding_socket.h,5e5236709db81ec85590ffe05d73fdc4a96fcf05c5849ef20fc03c12c8119381,3552,0o644,implementation,authoritative,src/net/tools/naive,.h,PR231-F08173;PR231-M0053,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/naive/naive_protocol.cc,747d3d1a19ec080e754ec01551ac5349186134634fed9db505614537a543e26c,1213,0o644,implementation,authoritative,src/net/tools/naive,.cc,PR231-F08174;PR231-M0053;PR231-S018;PR231-S024,fresh-byte-reverified-and-context-reviewed,focused-behavior-source,Focused semantic record linked.
naiveproxy-master,src/net/tools/naive/naive_protocol.h,e9e802f41e3f8a2cb7d88965d73d2ca6d5fadcdbe4d517ecfdc8edb4c454aa27,1796,0o644,implementation,authoritative,src/net/tools/naive,.h,PR231-F08175;PR231-M0053,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/naive/naive_proxy.cc,630f930155be376fe309cfcf7c0cf7715ba40cccb696c52dbac27576f5a43f66,12654,0o644,implementation,authoritative,src/net/tools/naive,.cc,PR231-F08176;PR231-M0053,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/naive/naive_proxy.h,35de0a61a2ef40c6751eb4740363d6006f7b74319c0904dd4fc4526a8e8bc163,3728,0o644,implementation,authoritative,src/net/tools/naive,.h,PR231-F08177;PR231-M0053,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/naive/naive_proxy_bin.cc,ba563157660722934d31ac3b8422dafb663fe24d1aa8983427f5ce4d355eb9c7,22403,0o644,implementation,authoritative,src/net/tools/naive,.cc,PR231-F08178;PR231-M0053,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/naive/naive_proxy_delegate.cc,957270070065254bb97d54568957328c41a7607a258439fd809a310ce7be41f2,7215,0o644,implementation,authoritative,src/net/tools/naive,.cc,PR231-F08179;PR231-M0053,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/naive/naive_proxy_delegate.h,48d55fbf07e4296e6e45aa8504ee314f9bb24c2f9f5637fd31bfc3c1a0053a59,3463,0o644,implementation,authoritative,src/net/tools/naive,.h,PR231-F08180;PR231-M0053,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/naive/padding_utils.cc,210535ab375b6701d763fc63f432d31075e207329f55b23a59b02872621dcc4f,1334,0o644,implementation,authoritative,src/net/tools/naive,.cc,PR231-F08181;PR231-M0053,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/naive/padding_utils.h,6cf57c93b12d834d14939f64235c8b6308c7cb3028b7579798feb775c3dbf23b,557,0o644,implementation,authoritative,src/net/tools/naive,.h,PR231-F08182;PR231-M0053,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/naive/preamble_getter.cc,657c4b936eaf7f9e6888a73e92719a3437c59400514cbfd0441e1487f896b4e2,16168,0o644,implementation,authoritative,src/net/tools/naive,.cc,PR231-F08183;PR231-M0053,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/naive/preamble_getter.h,9eccdfa42ac5ed9ca09bef0e81b11eeb709f14c3ff064a36c4fd0648372ec8c4,3124,0o644,implementation,authoritative,src/net/tools/naive,.h,PR231-F08184;PR231-M0053,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/naive/redirect_resolver.cc,23842b504e55daac9fb5aaf1a79bdbea655718bd8e200d59d288952051ee95e4,8209,0o644,implementation,authoritative,src/net/tools/naive,.cc,PR231-F08185;PR231-M0053,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/naive/redirect_resolver.h,a6f04d441abf97ec1da730cdf1153d217d20642d4ae2f8e1bc6a81165992ac61,1926,0o644,implementation,authoritative,src/net/tools/naive,.h,PR231-F08186;PR231-M0053,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/naive/socks5_server_socket.cc,40a9a4a68364a546e42dfd98907e0957a16920494fe553e0e8712c31afa1937d,20905,0o644,implementation,authoritative,src/net/tools/naive,.cc,PR231-F08187;PR231-M0053,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/naive/socks5_server_socket.h,bcf9f9415605087e9b735de7c5bf6751a8ebcc5cfe6741138443be80b85c1f94,5191,0o644,implementation,authoritative,src/net/tools/naive,.h,PR231-F08188;PR231-M0053,fresh-byte-reverified-and-context-reviewed,reviewed-superseded-or-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/net_docs/__init__.py,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,0o644,vendored,vendored,src/net,.py,PR231-F08189;PR231-M0052,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/net_docs/net_docs.py,e60bd6f65f5089e43ef856ad343ecfe3131810612bf752b07b65769cf008e172,3760,0o755,vendored,vendored,src/net,.py,PR231-F08190;PR231-M0052,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/net_watcher/net_watcher.cc,e6fc22608d68c33fb275a48c91f495039ff7537c8a9e0cbaee143f1c6f1efc42,8761,0o644,vendored,vendored,src/net,.cc,PR231-F08191;PR231-M0052,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/print_certificates.py,a3c04d13d5a7512e2850c032cb230edbb3e0b6a237fe46472758dc907cd9112a,14020,0o755,vendored,vendored,src/net,.py,PR231-F08192;PR231-M0052,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/quic/DIR_METADATA,2f10158632b193ae93faac96b0bda3263669e57f0fca5cced122a8196f3ce755,394,0o644,vendored,vendored,src/net,n/a,PR231-F08193;PR231-M0052,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/quic/OWNERS,eac695d6206e8b42590a4e9ebd64998e902d84c763300ae26e85198bd6d99bc1,23,0o644,vendored,vendored,src/net,n/a,PR231-F08194;PR231-M0052,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/quic/benchmark/run_client.py,60a4e85d48ac8ca5411077fbf1f8c44e07ef1149e4f4d14d9f0e6f80efd6ffa1,6722,0o755,vendored,vendored,src/net,.py,PR231-F08195;PR231-M0052,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/quic/benchmark/test_urls.json,cc12ddcf95ea5580fc0765f8fe980219f9de3de33d44af37956cfe54f45820d0,1251,0o644,vendored,vendored,src/net,.json,PR231-F08196;PR231-M0052,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/quic/certs/ca.cnf,e6e5c239eeb910d6dea05651b724b60ea4c0903dbb014832cf3f50b55e0b4d68,2235,0o644,vendored,vendored,src/net,.cnf,PR231-F08197;PR231-M0052,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/quic/certs/generate-certs.sh,680dabcffd31d0fef233c88fa6a360dd6705f8dec7183d2df2c36a2928a9473e,1330,0o755,vendored,vendored,src/net,.sh,PR231-F08198;PR231-M0052,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/quic/certs/leaf.cnf,0f881752a9da141ac8f4203be4ae163754353f97a76e4ca8ac5647f1e2e2d3e0,507,0o644,vendored,vendored,src/net,.cnf,PR231-F08199;PR231-M0052,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/quic/quic_client_message_loop_network_helper.cc,039dd5b51c0bfadb7c59616c8c983a01f2ebcf70865fe2d5dab6453ce6e74194,5356,0o644,vendored,vendored,src/net,.cc,PR231-F08200;PR231-M0052,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/quic/quic_client_message_loop_network_helper.h,7b23591d2f868e56a87c8c31506d40df731801e003b51958c8a7f3f5739adcc0,2933,0o644,vendored,vendored,src/net,.h,PR231-F08201;PR231-M0052,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/quic/quic_simple_client.cc,eeb6a049bce54a32c2d186fabb4a69b3cb7b0c34dba9fd45f3ff5d2fe4bc19c9,3041,0o644,vendored,vendored,src/net,.cc,PR231-F08202;PR231-M0052,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
naiveproxy-master,src/net/tools/quic/quic_simple_client.h,f816e67072e1d0d1036ca7401ba1d828df8d5a3ea5e820028c224c7246d2333f,2350,0o644,vendored,vendored,src/net,.h,PR231-F08203;PR231-M0052,fresh-byte-reverified-and-context-reviewed,accounted-reference,Exhaustive per-file accountability; module decision retained.
