wave,donor,directory,direct_files,direct_dirs
post-refactor-20b,sing-box-dev-next,protocol/hysteria2,2,0
post-refactor-20b,sing-box-dev-next,protocol/mixed,1,0
post-refactor-20b,sing-box-dev-next,protocol/naive,3,1
post-refactor-20b,sing-box-dev-next,protocol/naive/quic,1,0
post-refactor-20b,sing-box-dev-next,protocol/redirect,2,0
post-refactor-20b,sing-box-dev-next,protocol/shadowsocks,4,0
post-refactor-20b,sing-box-dev-next,protocol/shadowtls,2,0
post-refactor-20b,sing-box-dev-next,protocol/socks,2,0
post-refactor-20b,sing-box-dev-next,protocol/ssh,1,0
post-refactor-20b,sing-box-dev-next,protocol/tailscale,6,0
post-refactor-20b,sing-box-dev-next,protocol/tor,2,0
post-refactor-20b,sing-box-dev-next,protocol/trojan,2,0
post-refactor-20b,sing-box-dev-next,protocol/tuic,2,0
post-refactor-20b,sing-box-dev-next,protocol/tun,2,0
post-refactor-20b,sing-box-dev-next,protocol/vless,2,0
post-refactor-20b,sing-box-dev-next,protocol/vmess,2,0
post-refactor-20b,sing-box-dev-next,protocol/wireguard,2,0
post-refactor-20b,sing-box-dev-next,release,0,3
post-refactor-20b,sing-box-dev-next,release/completions,3,0
post-refactor-20b,sing-box-dev-next,release/config,12,0
post-refactor-20b,sing-box-dev-next,release/local,9,0
post-refactor-20b,sing-box-dev-next,route,7,1
post-refactor-20b,sing-box-dev-next,route/rule,42,0
post-refactor-20b,sing-box-dev-next,service,0,5
post-refactor-20b,sing-box-dev-next,service/ccm,6,0
post-refactor-20b,sing-box-dev-next,service/derp,1,0
post-refactor-20b,sing-box-dev-next,service/ocm,6,0
post-refactor-20b,sing-box-dev-next,service/resolved,4,0
post-refactor-20b,sing-box-dev-next,service/ssmapi,5,0
post-refactor-20b,sing-box-dev-next,test,37,1
post-refactor-20b,sing-box-dev-next,test/config,23,0
post-refactor-20b,sing-box-dev-next,transport,0,11
post-refactor-20b,sing-box-dev-next,transport/simple-obfs,3,0
post-refactor-20b,sing-box-dev-next,transport/sip003,4,0
post-refactor-20b,sing-box-dev-next,transport/trojan,5,0
post-refactor-20b,sing-box-dev-next,transport/v2ray,4,0
post-refactor-20b,sing-box-dev-next,transport/v2raygrpc,8,1
post-refactor-20b,sing-box-dev-next,transport/v2raygrpc/credentials,4,0
post-refactor-20b,sing-box-dev-next,transport/v2raygrpclite,3,0
post-refactor-20b,sing-box-dev-next,transport/v2rayhttp,5,0
post-refactor-20b,sing-box-dev-next,transport/v2rayhttpupgrade,2,0
post-refactor-20b,sing-box-dev-next,transport/v2rayquic,4,0
post-refactor-20b,sing-box-dev-next,transport/v2raywebsocket,4,0
post-refactor-20b,sing-box-dev-next,transport/wireguard,10,0
post-refactor-20b,sing-box-extended-extended,.,22,22
post-refactor-20b,sing-box-extended-extended,.github,14,2
post-refactor-20b,sing-box-extended-extended,.github/ISSUE_TEMPLATE,2,0
post-refactor-20b,sing-box-extended-extended,.github/workflows,5,0
post-refactor-20b,sing-box-extended-extended,adapter,24,5
post-refactor-20b,sing-box-extended-extended,adapter/endpoint,3,0
post-refactor-20b,sing-box-extended-extended,adapter/inbound,3,0
post-refactor-20b,sing-box-extended-extended,adapter/outbound,3,0
post-refactor-20b,sing-box-extended-extended,adapter/provider,4,0
post-refactor-20b,sing-box-extended-extended,adapter/service,3,0
post-refactor-20b,sing-box-extended-extended,clients,0,2
post-refactor-20b,sing-box-extended-extended,clients/android,0,0
post-refactor-20b,sing-box-extended-extended,clients/apple,0,0
post-refactor-20b,sing-box-extended-extended,cmd,0,2
post-refactor-20b,sing-box-extended-extended,cmd/internal,0,12
post-refactor-20b,sing-box-extended-extended,cmd/internal/admin_panel_pack,1,0
post-refactor-20b,sing-box-extended-extended,cmd/internal/app_store_connect,1,0
post-refactor-20b,sing-box-extended-extended,cmd/internal/build,1,0
post-refactor-20b,sing-box-extended-extended,cmd/internal/build_libbox,1,0
post-refactor-20b,sing-box-extended-extended,cmd/internal/build_shared,2,0
post-refactor-20b,sing-box-extended-extended,cmd/internal/format_docs,1,0
post-refactor-20b,sing-box-extended-extended,cmd/internal/protogen,1,0
post-refactor-20b,sing-box-extended-extended,cmd/internal/read_tag,1,0
post-refactor-20b,sing-box-extended-extended,cmd/internal/tun_bench,1,0
post-refactor-20b,sing-box-extended-extended,cmd/internal/update_android_version,1,0
post-refactor-20b,sing-box-extended-extended,cmd/internal/update_apple_version,1,0
post-refactor-20b,sing-box-extended-extended,cmd/internal/update_certificates,1,0
post-refactor-20b,sing-box-extended-extended,cmd/sing-box,36,0
post-refactor-20b,sing-box-extended-extended,common,1,30
post-refactor-20b,sing-box-extended-extended,common/badtls,6,0
post-refactor-20b,sing-box-extended-extended,common/badversion,3,0
post-refactor-20b,sing-box-extended-extended,common/certificate,3,0
post-refactor-20b,sing-box-extended-extended,common/cloudflare,5,0
post-refactor-20b,sing-box-extended-extended,common/compatible,1,0
post-refactor-20b,sing-box-extended-extended,common/convertor,0,1
post-refactor-20b,sing-box-extended-extended,common/convertor/adguard,2,0
post-refactor-20b,sing-box-extended-extended,common/dialer,9,0
post-refactor-20b,sing-box-extended-extended,common/geoip,1,0
post-refactor-20b,sing-box-extended-extended,common/geosite,5,0
post-refactor-20b,sing-box-extended-extended,common/interrupt,3,0
post-refactor-20b,sing-box-extended-extended,common/ja3,5,0
post-refactor-20b,sing-box-extended-extended,common/kmutex,2,0
post-refactor-20b,sing-box-extended-extended,common/ktls,15,0
post-refactor-20b,sing-box-extended-extended,common/listener,3,0
post-refactor-20b,sing-box-extended-extended,common/migrate,0,1
post-refactor-20b,sing-box-extended-extended,common/migrate/source,1,0
post-refactor-20b,sing-box-extended-extended,common/mux,2,0
post-refactor-20b,sing-box-extended-extended,common/onclose,1,0
post-refactor-20b,sing-box-extended-extended,common/pipelistener,1,0
post-refactor-20b,sing-box-extended-extended,common/process,9,0
post-refactor-20b,sing-box-extended-extended,common/redir,5,0
post-refactor-20b,sing-box-extended-extended,common/settings,14,0
post-refactor-20b,sing-box-extended-extended,common/sniff,22,1
post-refactor-20b,sing-box-extended-extended,common/sniff/internal,0,1
post-refactor-20b,sing-box-extended-extended,common/sniff/internal/qtls,1,0
post-refactor-20b,sing-box-extended-extended,common/srs,4,0
post-refactor-20b,sing-box-extended-extended,common/taskmonitor,1,0
post-refactor-20b,sing-box-extended-extended,common/tls,22,0
post-refactor-20b,sing-box-extended-extended,common/tlsfragment,8,0
post-refactor-20b,sing-box-extended-extended,common/uot,1,0
post-refactor-20b,sing-box-extended-extended,common/urltest,2,0
post-refactor-20b,sing-box-extended-extended,common/vision,1,0
post-refactor-20b,sing-box-extended-extended,common/xray,2,15
post-refactor-20b,sing-box-extended-extended,common/xray/buf,7,0
post-refactor-20b,sing-box-extended-extended,common/xray/bytespool,1,0
post-refactor-20b,sing-box-extended-extended,common/xray/cpuid,1,0
post-refactor-20b,sing-box-extended-extended,common/xray/crypto,1,0
post-refactor-20b,sing-box-extended-extended,common/xray/errors,1,0
post-refactor-20b,sing-box-extended-extended,common/xray/json,0,1
post-refactor-20b,sing-box-extended-extended,common/xray/json/badoption,1,0
post-refactor-20b,sing-box-extended-extended,common/xray/net,6,0
post-refactor-20b,sing-box-extended-extended,common/xray/pipe,4,0
post-refactor-20b,sing-box-extended-extended,common/xray/serial,2,0
post-refactor-20b,sing-box-extended-extended,common/xray/signal,2,3
post-refactor-20b,sing-box-extended-extended,common/xray/signal/done,1,0
post-refactor-20b,sing-box-extended-extended,common/xray/signal/pubsub,1,0
post-refactor-20b,sing-box-extended-extended,common/xray/signal/semaphore,1,0
post-refactor-20b,sing-box-extended-extended,common/xray/stat,1,0
post-refactor-20b,sing-box-extended-extended,common/xray/stats,1,0
post-refactor-20b,sing-box-extended-extended,common/xray/task,3,0
post-refactor-20b,sing-box-extended-extended,common/xray/utils,2,0
post-refactor-20b,sing-box-extended-extended,common/xray/uuid,1,0
post-refactor-20b,sing-box-extended-extended,constant,24,1
post-refactor-20b,sing-box-extended-extended,constant/goos,18,0
post-refactor-20b,sing-box-extended-extended,daemon,7,0
post-refactor-20b,sing-box-extended-extended,dns,10,1
post-refactor-20b,sing-box-extended-extended,dns/transport,7,6
post-refactor-20b,sing-box-extended-extended,dns/transport/dhcp,2,0
post-refactor-20b,sing-box-extended-extended,dns/transport/fakeip,3,0
post-refactor-20b,sing-box-extended-extended,dns/transport/fallback,2,0
post-refactor-20b,sing-box-extended-extended,dns/transport/hosts,5,1
post-refactor-20b,sing-box-extended-extended,dns/transport/hosts/testdata,1,0
post-refactor-20b,sing-box-extended-extended,dns/transport/local,13,0
post-refactor-20b,sing-box-extended-extended,dns/transport/quic,2,0
post-refactor-20b,sing-box-extended-extended,docs,11,5
post-refactor-20b,sing-box-extended-extended,docs/assets,1,0
post-refactor-20b,sing-box-extended-extended,docs/clients,4,2
post-refactor-20b,sing-box-extended-extended,docs/clients/android,2,0
post-refactor-20b,sing-box-extended-extended,docs/clients/apple,2,0
post-refactor-20b,sing-box-extended-extended,docs/configuration,2,12
post-refactor-20b,sing-box-extended-extended,docs/configuration/certificate,2,0
post-refactor-20b,sing-box-extended-extended,docs/configuration/dns,8,1
post-refactor-20b,sing-box-extended-extended,docs/configuration/dns/server,28,0
post-refactor-20b,sing-box-extended-extended,docs/configuration/endpoint,6,0
post-refactor-20b,sing-box-extended-extended,docs/configuration/experimental,8,0
post-refactor-20b,sing-box-extended-extended,docs/configuration/inbound,38,0
post-refactor-20b,sing-box-extended-extended,docs/configuration/log,2,0
post-refactor-20b,sing-box-extended-extended,docs/configuration/ntp,2,0
post-refactor-20b,sing-box-extended-extended,docs/configuration/outbound,44,0
post-refactor-20b,sing-box-extended-extended,docs/configuration/route,12,0
post-refactor-20b,sing-box-extended-extended,docs/configuration/rule-set,8,0
post-refactor-20b,sing-box-extended-extended,docs/configuration/service,12,0
post-refactor-20b,sing-box-extended-extended,docs/configuration/shared,20,0
post-refactor-20b,sing-box-extended-extended,docs/installation,6,1
post-refactor-20b,sing-box-extended-extended,docs/installation/tools,5,0
post-refactor-20b,sing-box-extended-extended,docs/manual,0,3
post-refactor-20b,sing-box-extended-extended,docs/manual/misc,1,0
post-refactor-20b,sing-box-extended-extended,docs/manual/proxy,2,0
post-refactor-20b,sing-box-extended-extended,docs/manual/proxy-protocol,3,0
post-refactor-20b,sing-box-extended-extended,examples,0,24
post-refactor-20b,sing-box-extended-extended,examples/admin_panel-manager-node,3,1
post-refactor-20b,sing-box-extended-extended,examples/admin_panel-manager-node/screens,0,2
post-refactor-20b,sing-box-extended-extended,examples/admin_panel-manager-node/screens/desktop,9,0
post-refactor-20b,sing-box-extended-extended,examples/admin_panel-manager-node/screens/mobile,10,0
post-refactor-20b,sing-box-extended-extended,examples/amnezia,1,0
post-refactor-20b,sing-box-extended-extended,examples/bond,4,0
post-refactor-20b,sing-box-extended-extended,examples/dns_fallback,1,0
post-refactor-20b,sing-box-extended-extended,examples/failover,2,0
post-refactor-20b,sing-box-extended-extended,examples/fallback,1,0
post-refactor-20b,sing-box-extended-extended,examples/limiters,0,4
post-refactor-20b,sing-box-extended-extended,examples/limiters/bandwidth,5,0
post-refactor-20b,sing-box-extended-extended,examples/limiters/connection,3,0
post-refactor-20b,sing-box-extended-extended,examples/limiters/rate,4,0
post-refactor-20b,sing-box-extended-extended,examples/limiters/traffic,3,0
post-refactor-20b,sing-box-extended-extended,examples/masque,1,0
post-refactor-20b,sing-box-extended-extended,examples/mieru,2,0
post-refactor-20b,sing-box-extended-extended,examples/mkcp,2,0
post-refactor-20b,sing-box-extended-extended,examples/mtproxy,1,0
post-refactor-20b,sing-box-extended-extended,examples/openvpn,4,0
post-refactor-20b,sing-box-extended-extended,examples/parser,1,0
post-refactor-20b,sing-box-extended-extended,examples/provider,3,0
post-refactor-20b,sing-box-extended-extended,examples/sdns,1,0
post-refactor-20b,sing-box-extended-extended,examples/ssh,2,0
post-refactor-20b,sing-box-extended-extended,examples/sudoku,4,0
post-refactor-20b,sing-box-extended-extended,examples/trusttunnel,2,0
post-refactor-20b,sing-box-extended-extended,examples/unified_delay,1,0
post-refactor-20b,sing-box-extended-extended,examples/vless_encryption,2,0
post-refactor-20b,sing-box-extended-extended,examples/vpn,0,4
post-refactor-20b,sing-box-extended-extended,examples/vpn/client-server,2,0
post-refactor-20b,sing-box-extended-extended,examples/vpn/client1-server-client2,3,0
post-refactor-20b,sing-box-extended-extended,examples/vpn/proxy_client-server-vpn_client,3,0
post-refactor-20b,sing-box-extended-extended,examples/vpn/server-client,2,0
post-refactor-20b,sing-box-extended-extended,examples/warp,1,0
post-refactor-20b,sing-box-extended-extended,examples/wireguard,1,0
post-refactor-20b,sing-box-extended-extended,examples/xhttp,2,0
post-refactor-20b,sing-box-extended-extended,experimental,2,6
post-refactor-20b,sing-box-extended-extended,experimental/cachefile,3,0
post-refactor-20b,sing-box-extended-extended,experimental/clashapi,19,1
post-refactor-20b,sing-box-extended-extended,experimental/clashapi/trafficontrol,2,0
post-refactor-20b,sing-box-extended-extended,experimental/deprecated,3,0
post-refactor-20b,sing-box-extended-extended,experimental/libbox,36,1
post-refactor-20b,sing-box-extended-extended,experimental/libbox/internal,0,1
post-refactor-20b,sing-box-extended-extended,experimental/libbox/internal/procfs,1,0
post-refactor-20b,sing-box-extended-extended,experimental/locale,2,0
post-refactor-20b,sing-box-extended-extended,experimental/v2rayapi,5,0
post-refactor-20b,sing-box-extended-extended,include,35,0
post-refactor-20b,sing-box-extended-extended,log,10,0
post-refactor-20b,sing-box-extended-extended,option,70,0
post-refactor-20b,sing-box-extended-extended,parser,1,5
post-refactor-20b,sing-box-extended-extended,parser/clash,14,0
post-refactor-20b,sing-box-extended-extended,parser/link,9,0
post-refactor-20b,sing-box-extended-extended,parser/raw,1,0
post-refactor-20b,sing-box-extended-extended,parser/singbox,1,0
post-refactor-20b,sing-box-extended-extended,parser/sip008,1,0
post-refactor-20b,sing-box-extended-extended,protocol,0,35
post-refactor-20b,sing-box-extended-extended,protocol/anytls,2,0
post-refactor-20b,sing-box-extended-extended,protocol/block,1,0
post-refactor-20b,sing-box-extended-extended,protocol/bond,5,0
post-refactor-20b,sing-box-extended-extended,protocol/direct,2,0
post-refactor-20b,sing-box-extended-extended,protocol/dns,2,0
post-refactor-20b,sing-box-extended-extended,protocol/failover,6,0
post-refactor-20b,sing-box-extended-extended,protocol/group,3,0
post-refactor-20b,sing-box-extended-extended,protocol/http,2,0
post-refactor-20b,sing-box-extended-extended,protocol/hysteria,2,0
post-refactor-20b,sing-box-extended-extended,protocol/hysteria2,2,0
post-refactor-20b,sing-box-extended-extended,protocol/limiter,0,4
post-refactor-20b,sing-box-extended-extended,protocol/limiter/bandwidth,4,0
post-refactor-20b,sing-box-extended-extended,protocol/limiter/connection,3,0
post-refactor-20b,sing-box-extended-extended,protocol/limiter/rate,2,0
post-refactor-20b,sing-box-extended-extended,protocol/limiter/traffic,4,0
post-refactor-20b,sing-box-extended-extended,protocol/masque,2,0
post-refactor-20b,sing-box-extended-extended,protocol/mieru,2,0
post-refactor-20b,sing-box-extended-extended,protocol/mixed,1,0
post-refactor-20b,sing-box-extended-extended,protocol/mtproxy,4,0
post-refactor-20b,sing-box-extended-extended,protocol/naive,3,1
post-refactor-20b,sing-box-extended-extended,protocol/naive/quic,1,0
post-refactor-20b,sing-box-extended-extended,protocol/openvpn,1,0
post-refactor-20b,sing-box-extended-extended,protocol/parser,1,0
post-refactor-20b,sing-box-extended-extended,protocol/redirect,2,0
post-refactor-20b,sing-box-extended-extended,protocol/shadowsocks,4,0
post-refactor-20b,sing-box-extended-extended,protocol/shadowtls,2,0
post-refactor-20b,sing-box-extended-extended,protocol/socks,2,0
post-refactor-20b,sing-box-extended-extended,protocol/ssh,5,0
post-refactor-20b,sing-box-extended-extended,protocol/sudoku,2,0
post-refactor-20b,sing-box-extended-extended,protocol/tailscale,4,0
post-refactor-20b,sing-box-extended-extended,protocol/tor,2,0
post-refactor-20b,sing-box-extended-extended,protocol/trojan,2,0
post-refactor-20b,sing-box-extended-extended,protocol/trusttunnel,2,0
post-refactor-20b,sing-box-extended-extended,protocol/tuic,2,0
post-refactor-20b,sing-box-extended-extended,protocol/tun,2,0
post-refactor-20b,sing-box-extended-extended,protocol/vless,2,1
post-refactor-20b,sing-box-extended-extended,protocol/vless/encryption,4,0
post-refactor-20b,sing-box-extended-extended,protocol/vmess,2,0
post-refactor-20b,sing-box-extended-extended,protocol/vpn,4,0
post-refactor-20b,sing-box-extended-extended,protocol/warp,2,0
post-refactor-20b,sing-box-extended-extended,protocol/wireguard,1,0
post-refactor-20b,sing-box-extended-extended,provider,0,2
post-refactor-20b,sing-box-extended-extended,provider/local,1,0
post-refactor-20b,sing-box-extended-extended,provider/remote,1,0
post-refactor-20b,sing-box-extended-extended,release,4,3
post-refactor-20b,sing-box-extended-extended,release/completions,3,0
post-refactor-20b,sing-box-extended-extended,release/config,13,0
post-refactor-20b,sing-box-extended-extended,release/local,9,0
post-refactor-20b,sing-box-extended-extended,route,8,1
post-refactor-20b,sing-box-extended-extended,route/rule,45,0
post-refactor-20b,sing-box-extended-extended,service,0,12
post-refactor-20b,sing-box-extended-extended,service/admin_panel,4,1
post-refactor-20b,sing-box-extended-extended,service/admin_panel/web,7,1
post-refactor-20b,sing-box-extended-extended,service/admin_panel/web/src,4,7
post-refactor-20b,sing-box-extended-extended,service/admin_panel/web/src/api,2,0
post-refactor-20b,sing-box-extended-extended,service/admin_panel/web/src/assets,1,0
post-refactor-20b,sing-box-extended-extended,service/admin_panel/web/src/auth,1,0
post-refactor-20b,sing-box-extended-extended,service/admin_panel/web/src/components,7,0
post-refactor-20b,sing-box-extended-extended,service/admin_panel/web/src/notifications,1,0
post-refactor-20b,sing-box-extended-extended,service/admin_panel/web/src/pages,10,0
post-refactor-20b,sing-box-extended-extended,service/admin_panel/web/src/theme,1,0
post-refactor-20b,sing-box-extended-extended,service/ccm,6,0
post-refactor-20b,sing-box-extended-extended,service/derp,1,0
post-refactor-20b,sing-box-extended-extended,service/manager,2,2
post-refactor-20b,sing-box-extended-extended,service/manager/constant,5,0
post-refactor-20b,sing-box-extended-extended,service/manager/repository,0,2
post-refactor-20b,sing-box-extended-extended,service/manager/repository/postgresql,4,0
post-refactor-20b,sing-box-extended-extended,service/manager/repository/sqlite,4,0
post-refactor-20b,sing-box-extended-extended,service/manager_api,1,2
post-refactor-20b,sing-box-extended-extended,service/manager_api/grpc,0,3
post-refactor-20b,sing-box-extended-extended,service/manager_api/grpc/client,4,0
post-refactor-20b,sing-box-extended-extended,service/manager_api/grpc/manager,3,0
post-refactor-20b,sing-box-extended-extended,service/manager_api/grpc/server,3,0
post-refactor-20b,sing-box-extended-extended,service/manager_api/http,0,2
post-refactor-20b,sing-box-extended-extended,service/manager_api/http/client,2,0
post-refactor-20b,sing-box-extended-extended,service/manager_api/http/server,4,0
post-refactor-20b,sing-box-extended-extended,service/node,1,3
post-refactor-20b,sing-box-extended-extended,service/node/constant,5,0
post-refactor-20b,sing-box-extended-extended,service/node/inbound,14,0
post-refactor-20b,sing-box-extended-extended,service/node/limiter,4,0
post-refactor-20b,sing-box-extended-extended,service/node_manager_api,1,3
post-refactor-20b,sing-box-extended-extended,service/node_manager_api/client,2,0
post-refactor-20b,sing-box-extended-extended,service/node_manager_api/manager,3,0
post-refactor-20b,sing-box-extended-extended,service/node_manager_api/server,2,0
post-refactor-20b,sing-box-extended-extended,service/ocm,7,0
post-refactor-20b,sing-box-extended-extended,service/oomkiller,4,0
post-refactor-20b,sing-box-extended-extended,service/profiler,1,0
post-refactor-20b,sing-box-extended-extended,service/resolved,4,0
post-refactor-20b,sing-box-extended-extended,service/ssmapi,5,0
post-refactor-20b,sing-box-extended-extended,test,38,1
post-refactor-20b,sing-box-extended-extended,test/config,23,0
post-refactor-20b,sing-box-extended-extended,transport,0,17
post-refactor-20b,sing-box-extended-extended,transport/masque,9,0
post-refactor-20b,sing-box-extended-extended,transport/openvpn,17,0
post-refactor-20b,sing-box-extended-extended,transport/simple-obfs,3,0
post-refactor-20b,sing-box-extended-extended,transport/sip003,4,0
post-refactor-20b,sing-box-extended-extended,transport/sudoku,16,3
post-refactor-20b,sing-box-extended-extended,transport/sudoku/crypto,3,0
post-refactor-20b,sing-box-extended-extended,transport/sudoku/multiplex,2,0
post-refactor-20b,sing-box-extended-extended,transport/sudoku/obfs,0,2
post-refactor-20b,sing-box-extended-extended,transport/sudoku/obfs/httpmask,9,0
post-refactor-20b,sing-box-extended-extended,transport/sudoku/obfs/sudoku,11,0
post-refactor-20b,sing-box-extended-extended,transport/trojan,5,0
post-refactor-20b,sing-box-extended-extended,transport/trusttunnel,5,0
post-refactor-20b,sing-box-extended-extended,transport/v2ray,4,0
post-refactor-20b,sing-box-extended-extended,transport/v2raygrpc,8,1
post-refactor-20b,sing-box-extended-extended,transport/v2raygrpc/credentials,4,0
post-refactor-20b,sing-box-extended-extended,transport/v2raygrpclite,3,0
post-refactor-20b,sing-box-extended-extended,transport/v2rayhttp,5,0
post-refactor-20b,sing-box-extended-extended,transport/v2rayhttpupgrade,2,0
post-refactor-20b,sing-box-extended-extended,transport/v2raykcp,13,0
post-refactor-20b,sing-box-extended-extended,transport/v2rayquic,4,0
post-refactor-20b,sing-box-extended-extended,transport/v2raywebsocket,4,0
post-refactor-20b,sing-box-extended-extended,transport/v2rayxhttp,10,0
post-refactor-20b,sing-box-extended-extended,transport/wireguard,10,0
post-refactor-20b,sing-box-for-android-dev,.,11,4
post-refactor-20b,sing-box-for-android-dev,app,5,2
post-refactor-20b,sing-box-for-android-dev,app/schemas,0,2
post-refactor-20b,sing-box-for-android-dev,app/schemas/io.nekohasekai.sfa.database.ProfileDatabase,3,0
post-refactor-20b,sing-box-for-android-dev,app/schemas/io.nekohasekai.sfa.database.preference.KeyValueDatabase,1,0
post-refactor-20b,sing-box-for-android-dev,app/src,0,7
post-refactor-20b,sing-box-for-android-dev,app/src/github,1,1
post-refactor-20b,sing-box-for-android-dev,app/src/github/java,0,1
post-refactor-20b,sing-box-for-android-dev,app/src/github/java/io,0,1
post-refactor-20b,sing-box-for-android-dev,app/src/github/java/io/nekohasekai,0,1
post-refactor-20b,sing-box-for-android-dev,app/src/github/java/io/nekohasekai/sfa,0,1
post-refactor-20b,sing-box-for-android-dev,app/src/github/java/io/nekohasekai/sfa/vendor,6,0
post-refactor-20b,sing-box-for-android-dev,app/src/main,2,6
post-refactor-20b,sing-box-for-android-dev,app/src/main/aidl,0,1
post-refactor-20b,sing-box-for-android-dev,app/src/main/aidl/io,0,2
post-refactor-20b,sing-box-for-android-dev,app/src/main/aidl/io/github,0,1
post-refactor-20b,sing-box-for-android-dev,app/src/main/aidl/io/github/libxposed,0,1
post-refactor-20b,sing-box-for-android-dev,app/src/main/aidl/io/github/libxposed/service,2,0
post-refactor-20b,sing-box-for-android-dev,app/src/main/aidl/io/nekohasekai,0,1
post-refactor-20b,sing-box-for-android-dev,app/src/main/aidl/io/nekohasekai/sfa,0,2
post-refactor-20b,sing-box-for-android-dev,app/src/main/aidl/io/nekohasekai/sfa/aidl,2,0
post-refactor-20b,sing-box-for-android-dev,app/src/main/aidl/io/nekohasekai/sfa/bg,8,0
post-refactor-20b,sing-box-for-android-dev,app/src/main/assets,0,1
post-refactor-20b,sing-box-for-android-dev,app/src/main/assets/termux-colors,114,0
post-refactor-20b,sing-box-for-android-dev,app/src/main/java,0,2
post-refactor-20b,sing-box-for-android-dev,app/src/main/java/android,0,1
post-refactor-20b,sing-box-for-android-dev,app/src/main/java/android/content,2,1
post-refactor-20b,sing-box-for-android-dev,app/src/main/java/android/content/pm,2,0
post-refactor-20b,sing-box-for-android-dev,app/src/main/java/io,0,2
post-refactor-20b,sing-box-for-android-dev,app/src/main/java/io/github,0,1
post-refactor-20b,sing-box-for-android-dev,app/src/main/java/io/github/libxposed,0,1
post-refactor-20b,sing-box-for-android-dev,app/src/main/java/io/github/libxposed/service,4,0
post-refactor-20b,sing-box-for-android-dev,app/src/main/java/io/nekohasekai,0,1
post-refactor-20b,sing-box-for-android-dev,app/src/main/java/io/nekohasekai/sfa,2,12
post-refactor-20b,sing-box-for-android-dev,app/src/main/java/io/nekohasekai/sfa/bg,26,0
post-refactor-20b,sing-box-for-android-dev,app/src/main/java/io/nekohasekai/sfa/compose,2,9
post-refactor-20b,sing-box-for-android-dev,app/src/main/java/io/nekohasekai/sfa/compose/base,6,0
post-refactor-20b,sing-box-for-android-dev,app/src/main/java/io/nekohasekai/sfa/compose/component,4,1
post-refactor-20b,sing-box-for-android-dev,app/src/main/java/io/nekohasekai/sfa/compose/component/qr,4,0
post-refactor-20b,sing-box-for-android-dev,app/src/main/java/io/nekohasekai/sfa/compose/model,3,0
post-refactor-20b,sing-box-for-android-dev,app/src/main/java/io/nekohasekai/sfa/compose/navigation,3,0
post-refactor-20b,sing-box-for-android-dev,app/src/main/java/io/nekohasekai/sfa/compose/screen,0,11
post-refactor-20b,sing-box-for-android-dev,app/src/main/java/io/nekohasekai/sfa/compose/screen/configuration,3,0
post-refactor-20b,sing-box-for-android-dev,app/src/main/java/io/nekohasekai/sfa/compose/screen/connections,4,0
post-refactor-20b,sing-box-for-android-dev,app/src/main/java/io/nekohasekai/sfa/compose/screen/dashboard,14,1
post-refactor-20b,sing-box-for-android-dev,app/src/main/java/io/nekohasekai/sfa/compose/screen/dashboard/groups,2,0
post-refactor-20b,sing-box-for-android-dev,app/src/main/java/io/nekohasekai/sfa/compose/screen/log,7,0
post-refactor-20b,sing-box-for-android-dev,app/src/main/java/io/nekohasekai/sfa/compose/screen/privilegesettings,1,0
post-refactor-20b,sing-box-for-android-dev,app/src/main/java/io/nekohasekai/sfa/compose/screen/profile,8,0
post-refactor-20b,sing-box-for-android-dev,app/src/main/java/io/nekohasekai/sfa/compose/screen/profileoverride,1,0
post-refactor-20b,sing-box-for-android-dev,app/src/main/java/io/nekohasekai/sfa/compose/screen/qrscan,3,0
post-refactor-20b,sing-box-for-android-dev,app/src/main/java/io/nekohasekai/sfa/compose/screen/settings,12,0
post-refactor-20b,sing-box-for-android-dev,app/src/main/java/io/nekohasekai/sfa/compose/screen/tools,21,0
post-refactor-20b,sing-box-for-android-dev,app/src/main/java/io/nekohasekai/sfa/compose/screen/usbip,4,0
post-refactor-20b,sing-box-for-android-dev,app/src/main/java/io/nekohasekai/sfa/compose/shared,1,0
post-refactor-20b,sing-box-for-android-dev,app/src/main/java/io/nekohasekai/sfa/compose/theme,4,0
post-refactor-20b,sing-box-for-android-dev,app/src/main/java/io/nekohasekai/sfa/compose/topbar,1,0
post-refactor-20b,sing-box-for-android-dev,app/src/main/java/io/nekohasekai/sfa/compose/util,6,1
post-refactor-20b,sing-box-for-android-dev,app/src/main/java/io/nekohasekai/sfa/compose/util/icons,18,0
post-refactor-20b,sing-box-for-android-dev,app/src/main/java/io/nekohasekai/sfa/constant,8,0
post-refactor-20b,sing-box-for-android-dev,app/src/main/java/io/nekohasekai/sfa/database,7,1
post-refactor-20b,sing-box-for-android-dev,app/src/main/java/io/nekohasekai/sfa/database/preference,4,0
post-refactor-20b,sing-box-for-android-dev,app/src/main/java/io/nekohasekai/sfa/ktx,13,0
post-refactor-20b,sing-box-for-android-dev,app/src/main/java/io/nekohasekai/sfa/qrs,6,0
post-refactor-20b,sing-box-for-android-dev,app/src/main/java/io/nekohasekai/sfa/terminal,6,0
post-refactor-20b,sing-box-for-android-dev,app/src/main/java/io/nekohasekai/sfa/update,6,0
post-refactor-20b,sing-box-for-android-dev,app/src/main/java/io/nekohasekai/sfa/usbip,5,0
post-refactor-20b,sing-box-for-android-dev,app/src/main/java/io/nekohasekai/sfa/utils,13,0
