record_id,donor,path,sha256,size_bytes,file_type,language,classification,authority_status,module_id,module_role,module_disposition,semantic_record_ids,notes,fourth_order_record_ids,current_resolution,review_rationale,review_status
SURF-aether-c4228b091d83a6bd,Aether,quiche/fuzz/corpus/packet_recv_client/7afc80aeb53628dba9fcb0b6f6b28d81381c8b1a,95d109a37e4559a101a36408f7e165d951069ddf74fa2c6ab94c348d78468736,350,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-c4228b091d83a6bd,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-8829fcdb2d18292e,Aether,quiche/fuzz/corpus/packet_recv_client/7b4c966bc3a6b445cd358ebe02e1b36055d5ead6,f7490f0fdbb9e90de33c1a16adc894db5e6e0910d1db3b451e2676be7b773439,7888,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-8829fcdb2d18292e,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-8d75e678f1ba9d93,Aether,quiche/fuzz/corpus/packet_recv_client/7cc44eb804c3b386d97e6bc5a567ec256a489c79,874081635437f08a10a1a4ca254a8cb4bbbb6b4998943cfb76f77358cfb305b8,101,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-8d75e678f1ba9d93,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-821bf18eca838b08,Aether,quiche/fuzz/corpus/packet_recv_client/7cedc7cf62fbde16a894782d28c433df24bc2529,f5d3f5b8ff3e4a03599e89204602208f0f608da6087d968a70b4ac24134ede2b,7,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-821bf18eca838b08,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-3387824ff75031f4,Aether,quiche/fuzz/corpus/packet_recv_client/7e201c62e4c0049752934e7ccffa1678ed227d4e,fe6674c487d33352e1f18fbab946e03ae60bf2c1d0d606d0b4b65bf2ee4f8d16,230,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-3387824ff75031f4,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-2ab1574d7ce7c60a,Aether,quiche/fuzz/corpus/packet_recv_client/7e4edf0b29910fa87b141d8e8b872141a8ba5eb1,72c1a07ceb897801dfd6ffa56887449d674ef1e07667f41b194cdeba33b68225,91,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-2ab1574d7ce7c60a,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-dbe3bd60363917fd,Aether,quiche/fuzz/corpus/packet_recv_client/7eaaf100319e5d501d3dba3a67b0f2501cba6b16,63b135c15ba30d49cf654005e1a43fbc429c6105898a2bb72debd71e2c37cd55,370,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-dbe3bd60363917fd,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-5318230997411600,Aether,quiche/fuzz/corpus/packet_recv_client/7ed7c1915d9cf819cd1d96b1e62e887ba499fc5f,6e31fe77328d8c3ad6197c8287a7cc09b990c19c5aefca5d4e5e9af32b08aec2,3323,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-5318230997411600,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-435d76e199a04c89,Aether,quiche/fuzz/corpus/packet_recv_client/7eefa731cc6944c3f6117822cfc429795063b09c,81faa7fc6c590e3feb4aaadf3742b4b24c883adec767417da10578d00df2a8a5,4259,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-435d76e199a04c89,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-a2d3b8388833aec6,Aether,quiche/fuzz/corpus/packet_recv_client/7f01ba3016a3bf587984c4e9d7b6ceb6ca30c6a1,5aa7782f20bddd1bfb8b8aa0af2574f5fc2e7c79071728fcfbb613805e688775,6970,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-a2d3b8388833aec6,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-ec2243ee7bff9ec6,Aether,quiche/fuzz/corpus/packet_recv_client/7f60e3e06a02e51c4a6e2beb7e7a7c268f7fac07,38a09b00536007dafd1c66400fab6db9600ccfba0f580e566f0ad7c667db75be,248,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-ec2243ee7bff9ec6,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-9d62ef46f4a7a003,Aether,quiche/fuzz/corpus/packet_recv_client/7f8d4b9ca6f4d030a9cd90e07eadbfb9129f1a6e,85f06d6925544632377e61a13fdfc10a1191d217ca90122dcffb7fa9422c59fb,3137,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-9d62ef46f4a7a003,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-f64177356ec8ee10,Aether,quiche/fuzz/corpus/packet_recv_client/7f8da76f6019b28800f5796221e923215ab8800a,24239f4f19884d6fc2ed1986b5d1a66a2ae7ab5986af93470733a716b9d38f2e,1454,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-f64177356ec8ee10,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-c4a5446bf68ebcc1,Aether,quiche/fuzz/corpus/packet_recv_client/7fabb36f5ddb4211b75270d6b3ef84cfdc12393a,998be248c15cbbe500b2b03ee19384c8f98a0ef79c4c47d270f0afe9fa5b04d2,1897,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-c4a5446bf68ebcc1,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-28a090aa822e6aaf,Aether,quiche/fuzz/corpus/packet_recv_client/809ced773e09c0e9cead6154a530c1629377e45c,4bf3545029bb0ff3ee2490e3f2da1a5749e473928bd8440d5ee2d54e6b8123c0,186,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-28a090aa822e6aaf,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-80d1a9444a8f0bec,Aether,quiche/fuzz/corpus/packet_recv_client/81e36cc226769da1c8c9636e9a874276c9b08629,3af5ebeda457842feb81ce1f9a9409ea64b25765c03d7cd89b6ccde1a6f13865,155,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-80d1a9444a8f0bec,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-28784d22f230629f,Aether,quiche/fuzz/corpus/packet_recv_client/81f1288612bf91bb7df561f93df86114037a511d,b5146e43c8a0bcd319290311f6a4e77c8be2725bd9332bd1613d2447dcd44612,220,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-28784d22f230629f,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-6fcfec235c487863,Aether,quiche/fuzz/corpus/packet_recv_client/821fef9f40f59a9acbb3e06f9f49bcdba85791b3,f2c39832d387dbb46ba8c3e52ffb0c61ab7ac1776278e2cca71408efa340e2d4,171,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-6fcfec235c487863,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-e0ebea764ece906d,Aether,quiche/fuzz/corpus/packet_recv_client/8220668e727165c01e984415f8221183f2f1e2a6,f37d0afd60ea18844060c347ad0bd4ef302563b88b350465b0ceb25bc6ec9c54,19,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-e0ebea764ece906d,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-5a42c1fb6ca29968,Aether,quiche/fuzz/corpus/packet_recv_client/82c7ccb025c7c4c537ca69a937a709dc15d3870b,8a3b279b527e5f1a94487df2386965009896b09369bd413b4cc04aa7bd8739d8,599,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-5a42c1fb6ca29968,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-645ade8ead9e0773,Aether,quiche/fuzz/corpus/packet_recv_client/83166d02c98ea686bc8a75d2d2610e344b76e8c5,99d45fa955e25c05ca29ee6f7ad2d32de45343e89b598c1d779a1956e2f89c38,151,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-645ade8ead9e0773,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-1098a3d15841621f,Aether,quiche/fuzz/corpus/packet_recv_client/83823088e385e9b31ed4bfd84db7694c6ac75e6b,83f3fe0879867802b7c73bd5e12ec279c4e6d710a4280012076630ea4c0127f0,270,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-1098a3d15841621f,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-a75fbcfde7b95697,Aether,quiche/fuzz/corpus/packet_recv_client/8448e852473fdd61c6256f83f14d2f07a8d0d15b,c05aa7672308cebe30e21b3dcbc2b7c327b0671812963efdbf33f51ae1ea5ee8,88,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-a75fbcfde7b95697,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-fde6bdfcc5d2ec12,Aether,quiche/fuzz/corpus/packet_recv_client/8478ef6a1a799d43fd125e6d47de83e4257f3ebf,0bbb743efe66bb82a17fd21ed276b4ebf8704c4c4464685c3fee80bf657ada26,116,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-fde6bdfcc5d2ec12,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-5ee950319a112a64,Aether,quiche/fuzz/corpus/packet_recv_client/847cf8319de92af321ba43cbe424e5fd5ae1f297,5bdfdb83cb11868ff9c506fb6900dfe78ee2cd80aed4b34296b17d21fc633ae9,71,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-5ee950319a112a64,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-8a8230c99e2f251f,Aether,quiche/fuzz/corpus/packet_recv_client/84f5b07339ad6cf96edd5b32cd440490585e4350,c42ab7bbc74191cc8865865270917dd2d291fb307af8b8c846b12aa19d7d7c68,85,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-8a8230c99e2f251f,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-6c6aab6b1d749675,Aether,quiche/fuzz/corpus/packet_recv_client/8525fcab8d84e20cad9ed32bab412219ccd74a1b,57f7de6df3eb3f0a7942702760bfb692f82800dd9a33b62b93d5823138f38fda,182,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-6c6aab6b1d749675,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-ee4576d7c241dfc3,Aether,quiche/fuzz/corpus/packet_recv_client/85459285c117e7d51a56790ee8fbe85d8f26a168,053a11acfef33cba9cf36fa57597dce90ee37c18adfbd242fced108f5a12d3fb,151,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-ee4576d7c241dfc3,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-f28a7d56f3abfedc,Aether,quiche/fuzz/corpus/packet_recv_client/854a57aeddf6299c162eb0eb50f0dc218263e4af,7aeb4e762bb52166480796957ccc76285aaa5d6d2c05e92576ee4be35e1cfdc4,916,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-f28a7d56f3abfedc,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-560a0157bd409e39,Aether,quiche/fuzz/corpus/packet_recv_client/859366bbd30ea84562c37faf4af3ba3b4bbed3a2,02659f15f1373835b3d05b32cc67efd24cf3bb4a4fa699d0cec61a8ebbbd6396,64,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-560a0157bd409e39,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-9035f6c95b53175a,Aether,quiche/fuzz/corpus/packet_recv_client/867c1616c3eb0531b5d282d8ce22fba1df87e9c2,5406e016fd520e3bc2a7e39b6e382e97f89621fbf999ecd1044359b19a7cb930,5970,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-9035f6c95b53175a,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-4c7b87cda223ca04,Aether,quiche/fuzz/corpus/packet_recv_client/87ea03f1797f44000af994ef155cc18e5d9124de,9f357555f149e0cccc39c29c3fa319a580cebea344864aa50fc5409b4fc1616a,204,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-4c7b87cda223ca04,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-f2093423cd61fd08,Aether,quiche/fuzz/corpus/packet_recv_client/881e6d5b9cf7899fa5c6b190d659e5c1e20c25c5,807891cc76f29f858c28fe7fd90393f2a978e06a72cccc9b775fd9f61a81c2ae,79,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-f2093423cd61fd08,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-ba40ca0c611adefe,Aether,quiche/fuzz/corpus/packet_recv_client/8908a33e0f06fbae87f9cff15b968a0a0688d5d5,d00b9b80905bb28ae82c998064bb982f90b97d21e2ac1da7124f656ebbea608c,1452,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-ba40ca0c611adefe,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-d97d2887e81f1c7e,Aether,quiche/fuzz/corpus/packet_recv_client/89aa9c4d5ac13985c5391da519a91018bf45f59c,f54af924e9b72680634085175c586e1bc34cb46e6e06c0cf376781aac61f93b0,1510,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-d97d2887e81f1c7e,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-f6fe3758c10d5388,Aether,quiche/fuzz/corpus/packet_recv_client/89acfc070cea5162bc410afb5f771b8fff77a86d,e023979e8c47587757628ffad141c15a104e85c64517ff1fcded34cf605791f2,314,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-f6fe3758c10d5388,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-b00d107f3181b8ae,Aether,quiche/fuzz/corpus/packet_recv_client/8a1a52bf23c953620c66ffa3e0b3275baad77462,5d617c2f8e5091724ad899a1d0637e3b512f1799cb2e94acc553713e41481a96,763,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-b00d107f3181b8ae,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-1bf55f6c5f35ab50,Aether,quiche/fuzz/corpus/packet_recv_client/8ae5720cc88be7a7b1c973d284af4b7d8601f616,5dd5b001a63e1983fec66a92e13f6b7280ac4f5c5e0f64eff90240e90237ded4,82,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-1bf55f6c5f35ab50,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-f61ae8df006cf5e0,Aether,quiche/fuzz/corpus/packet_recv_client/8b30697215dcc838bf99cd400402fd4ea4dd6665,91791c62938fb11d62b4a8f3a65eb1abf06821acca46196e1dd2b4c858e55b5b,5833,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-f61ae8df006cf5e0,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-096ef93ab5028b15,Aether,quiche/fuzz/corpus/packet_recv_client/8b6ce570667c4c7be2881c4cd16c0b65ad895256,55b23b4ad54286a2a9937e9e3ffdd3b1eb811bd0978dcfe2dbbb917ed82e4dad,20,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-096ef93ab5028b15,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-1167fa048ae76a89,Aether,quiche/fuzz/corpus/packet_recv_client/8c5084438799846a173535d5bbcf96b9f44f6b64,229e15e1df53cc81bcc84e0798ee436be96c3faed3660e2e4bb6ba63d27e721d,5791,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-1167fa048ae76a89,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-dc02185ba5ca06df,Aether,quiche/fuzz/corpus/packet_recv_client/8c72b837232707b527e469f91b689843a16606e7,c2c962122a7103de24176b0a8cb27bd1ca2821d2b3f52950676befc253155c36,5875,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-dc02185ba5ca06df,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-15c1092ee023ffaf,Aether,quiche/fuzz/corpus/packet_recv_client/8ce9fcfb6d981d5dce2dcc0f759fbf25d5e2a393,d1a07959654ab8a1ca2823adf471d52fe315535a172cf7677d9df709e2dcedaf,604,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-15c1092ee023ffaf,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
SURF-aether-bb2d62ec13d99d5f,Aether,quiche/fuzz/corpus/packet_recv_client/8d22b47604cf67a5bf34bae2b2a50a6edfd268c0,a240274968f09517be4bf8c12ab4c249a55847bc6b7ff82e846b8beb98ae8d2a,152,none,unknown,test-or-fixture,authoritative-or-review-required,quiche-fuzz,fuzz-corpus,reference-only,SURF-aether-bb2d62ec13d99d5f,n/a,n/a,resolved-nonlive-by-semantic-review,Exact bytes remain pinned by SHA-256 and were re-reviewed under module quiche-fuzz. All semantic children re-evaluated against the frozen third-wave target: SEM083 -> reference-only. Module packaging is not itself authoritative; child decisions control adoption.,reviewed
