wave,record_id,parent_record_id,composition_group_id,donor,domain,value_unit,source_granularity,value_form,separability,donor_path,donor_sha256,donor_symbol,transformation,mapping_topology,disposition,decision_rationale,target_capability,target_nodes,invariant,negative_invariant,test_node,operator_surface,migration_impact,license_note,risk_tier,dependency_record_ids,evidence_confidence,validation_status
post-refactor-4d,PR141-M0060,n/a,CG-PR141-ACCOUNT-geospoof-main,geospoof-main,surface accountability,complete donor subtree accountability: cdk,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,cdk/.env.example,e676b91bfa95556b7e957a9b2926aa076a7e4a190675b8b604b9e4ce16053b45,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,MIT,low,n/a,high,reviewed
post-refactor-4d,PR141-M0061,n/a,CG-PR141-ACCOUNT-geospoof-main,geospoof-main,surface accountability,complete donor subtree accountability: docs,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,docs/API.md,9275bc69d28f16b9a34445c02fc833992ed3b35ca74904fc2b7ba9b22a8aaaa9,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,MIT,low,n/a,high,reviewed
post-refactor-4d,PR141-M0062,n/a,CG-PR141-ACCOUNT-geospoof-main,geospoof-main,surface accountability,complete donor subtree accountability: safari,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,safari/.gitignore,45a8f2b64442d0e576ddbf5fc76b1799c091a3ff07fcba79810172e043995a1a,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,MIT,low,n/a,high,reviewed
post-refactor-4d,PR141-M0063,n/a,CG-PR141-ACCOUNT-geospoof-main,geospoof-main,surface accountability,complete donor subtree accountability: safari/GeoSpoof Widget,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,safari/GeoSpoof Widget/Info.plist,567714e28ae489b0ac30b44b10e76d6a347bc7547f80811535e4fec28f2ad9cf,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,MIT,low,n/a,high,reviewed
post-refactor-4d,PR141-M0064,n/a,CG-PR141-ACCOUNT-geospoof-main,geospoof-main,surface accountability,complete donor subtree accountability: safari/GeoSpoof.xcodeproj,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,safari/GeoSpoof.xcodeproj/project.pbxproj,a26cb62c0e2ec609890a271c3d7be7ffa11f5ffcb05f247956caef23f70a1fe3,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,MIT,low,n/a,high,reviewed
post-refactor-4d,PR141-M0065,n/a,CG-PR141-ACCOUNT-geospoof-main,geospoof-main,surface accountability,complete donor subtree accountability: safari/Shared (App),recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,safari/Shared (App)/PrivacyInfo.xcprivacy,a331d51864743ebe4e00dd22360b4a538b6b3ac26a6b3eb54094e60a36959a12,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,MIT,low,n/a,high,reviewed
post-refactor-4d,PR141-M0066,n/a,CG-PR141-ACCOUNT-geospoof-main,geospoof-main,surface accountability,complete donor subtree accountability: safari/Shared (Extension),recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,safari/Shared (Extension)/SafariWebExtensionHandler.swift,7f765496e71d83b6c9ec28f92523a0b96f8e599d6724e64e4a0017ddd152651d,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,MIT,low,n/a,high,reviewed
post-refactor-4d,PR141-M0067,n/a,CG-PR141-ACCOUNT-geospoof-main,geospoof-main,surface accountability,complete donor subtree accountability: safari/fastlane,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,safari/fastlane/Appfile,5f111ecbbbfbcaf10d4cc01eaa04b420a6842b2c32158f6c88a5abb57c492ff3,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,MIT,low,n/a,high,reviewed
post-refactor-4d,PR141-M0068,n/a,CG-PR141-ACCOUNT-geospoof-main,geospoof-main,surface accountability,complete donor subtree accountability: safari/iOS (App),recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,safari/iOS (App)/AppDelegate.swift,5e07d31615792daf935640367195fc7c0a1482ec003b9d714afe15971d10a7da,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,MIT,low,n/a,high,reviewed
post-refactor-4d,PR141-M0069,n/a,CG-PR141-ACCOUNT-geospoof-main,geospoof-main,surface accountability,complete donor subtree accountability: safari/iOS (Extension),recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,safari/iOS (Extension)/Info.plist,a3d848eab015cdb4e5b2e677a28604571df5070e528354435c531c165935c4ae,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,MIT,low,n/a,high,reviewed
post-refactor-4d,PR141-M0070,n/a,CG-PR141-ACCOUNT-geospoof-main,geospoof-main,surface accountability,complete donor subtree accountability: safari/macOS (App),recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,safari/macOS (App)/AppDelegate.swift,571d4c6dcd567f6a7655b9618b86ef948f06cceac36947c0d7cbabbce271ea5e,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,MIT,low,n/a,high,reviewed
post-refactor-4d,PR141-M0071,n/a,CG-PR141-ACCOUNT-geospoof-main,geospoof-main,surface accountability,complete donor subtree accountability: safari/macOS (Extension),recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,safari/macOS (Extension)/Info.plist,a3d848eab015cdb4e5b2e677a28604571df5070e528354435c531c165935c4ae,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,MIT,low,n/a,high,reviewed
post-refactor-4d,PR141-M0072,n/a,CG-PR141-ACCOUNT-geospoof-main,geospoof-main,surface accountability,complete donor subtree accountability: site,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,site/.gitattributes,ec85342296d20badd94981de1351a8407818a2890f14b3ce894ce4ba3e79b335,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,MIT,low,n/a,high,reviewed
post-refactor-4d,PR141-M0073,n/a,CG-PR141-ACCOUNT-geospoof-main,geospoof-main,surface accountability,complete donor subtree accountability: site/content,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,site/content/blog/geoceptor-vs-geospoof.mdx,6c5a8ef8f5eac9b99abfd2cf4a33f6432351b035ebcf80493602de7c445514e8,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,MIT,low,n/a,high,reviewed
post-refactor-4d,PR141-M0074,n/a,CG-PR141-ACCOUNT-geospoof-main,geospoof-main,surface accountability,complete donor subtree accountability: site/public,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,site/public/337846bb18e4c40978988ba1f88bda0c.txt,f98a972388c8c28b25144fd8ff00cc094620aac8d521288ad61501bdd290936a,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,MIT,low,n/a,high,reviewed
post-refactor-4d,PR141-M0075,n/a,CG-PR141-ACCOUNT-geospoof-main,geospoof-main,surface accountability,complete donor subtree accountability: site/src,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,site/src/hooks/use-platform.ts,d81ba6fd1973effd77c4cd6dc9b6b94bfae71e1d9239fd3a89ff580b92165a69,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,MIT,low,n/a,high,reviewed
post-refactor-4d,PR141-M0076,n/a,CG-PR141-ACCOUNT-geospoof-main,geospoof-main,surface accountability,complete donor subtree accountability: src/background,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,src/background/activity-watcher.ts,0b48b6c4c90ff26b754c2a61f86575aff6f18b41c6c81d7eb44c105368ed1a70,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,MIT,low,n/a,high,reviewed
post-refactor-4d,PR141-M0077,n/a,CG-PR141-ACCOUNT-geospoof-main,geospoof-main,surface accountability,complete donor subtree accountability: src/content,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,src/content/index.ts,b6624b220c8ce79d86e675909641778ed57b934b1e0bbd20ef1776bda5f1a150,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,MIT,low,n/a,high,reviewed
post-refactor-4d,PR141-M0078,n/a,CG-PR141-ACCOUNT-geospoof-main,geospoof-main,surface accountability,complete donor subtree accountability: src/popup,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,src/popup/accuracy.ts,c7bca91a67bdf7fca0c8724c5da6aa94e1602a56ac38afa0db853e0941a913b7,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,MIT,low,n/a,high,reviewed
post-refactor-4d,PR141-M0079,n/a,CG-PR141-ACCOUNT-geospoof-main,geospoof-main,surface accountability,complete donor subtree accountability: src/shared,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,src/shared/accuracy/device-class.ts,1872bc2ccd021f7aa3b4d94f02f6bb2ccadb20cd3e77caf896892ae43f838d68,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,MIT,low,n/a,high,reviewed
post-refactor-4d,PR141-M0080,n/a,CG-PR141-ACCOUNT-geospoof-main,geospoof-main,surface accountability,complete donor subtree accountability: src/types,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,src/types/.gitkeep,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,MIT,low,n/a,high,reviewed
post-refactor-4d,PR141-M0081,n/a,CG-PR141-ACCOUNT-geospoof-main,geospoof-main,surface accountability,complete donor subtree accountability: assets,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,assets/icon.png,9c532c989c8606c01a1072c0f240bd1b96b78bed10c74ed97bc0c3835726267b,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,MIT,low,n/a,high,reviewed
post-refactor-4d,PR141-M0082,n/a,CG-PR141-ACCOUNT-geospoof-main,geospoof-main,surface accountability,complete donor subtree accountability: assets/store-listings,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,assets/store-listings/appstore/GeoSpoof Pro Annual.png,958b703bb5514430151688be54d36f23fd9c2c0f9ae44589c91d6d61fc771f46,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,MIT,low,n/a,high,reviewed
post-refactor-4d,PR141-M0083,n/a,CG-PR141-ACCOUNT-geospoof-main,geospoof-main,surface accountability,complete donor subtree accountability: icons,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,icons/icon-1024.png,9c532c989c8606c01a1072c0f240bd1b96b78bed10c74ed97bc0c3835726267b,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,MIT,low,n/a,high,reviewed
post-refactor-4d,PR141-M0084,n/a,CG-PR141-ACCOUNT-geospoof-main,geospoof-main,surface accountability,complete donor subtree accountability: safari/GeoSpoof Widget,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,safari/GeoSpoof Widget/Assets.xcassets/LargeIcon.imageset/icon-1024.png,9c532c989c8606c01a1072c0f240bd1b96b78bed10c74ed97bc0c3835726267b,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,MIT,low,n/a,high,reviewed
post-refactor-4d,PR141-M0085,n/a,CG-PR141-ACCOUNT-geospoof-main,geospoof-main,surface accountability,complete donor subtree accountability: safari/Shared (App),recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,safari/Shared (App)/Assets.xcassets/AppIcon.appiconset/mac-icon-128@1x.png,474f789deae7a4ba14dfedc5e1aed182bd51b675d1792d3d5d7c40f7f042843b,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,MIT,low,n/a,high,reviewed
post-refactor-4d,PR141-M0086,n/a,CG-PR141-ACCOUNT-geospoof-main,geospoof-main,surface accountability,complete donor subtree accountability: site/public#chunk1,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,site/public/favicon.ico,76c96b73b831ff37478d242ae7c28e660d38b07262dfabfedc2e0dbb126cd2cf,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,MIT,low,n/a,high,reviewed
post-refactor-4d,PR141-M0087,n/a,CG-PR141-ACCOUNT-geospoof-main,geospoof-main,surface accountability,complete donor subtree accountability: site/public#chunk2,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,site/public/screenshots/ss3-light-480.webp,3ad1cbe831ab34e6f006e9e73c20dbdceccf45517340ebb761609a597cc414e7,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,MIT,low,n/a,high,reviewed
post-refactor-4d,PR141-M0088,n/a,CG-PR141-ACCOUNT-geospoof-main,geospoof-main,surface accountability,complete donor subtree accountability: site/src,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,site/src/logo.svg,ffb9058c1b2c1102e35fcf5f881368fb88f4fccde620f1136e1a9714fa5f8971,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,MIT,low,n/a,high,reviewed
post-refactor-4d,PR141-M0089,n/a,CG-PR141-ACCOUNT-geospoof-main,geospoof-main,surface accountability,complete donor subtree accountability: .github/workflows,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,.github/workflows/release-ios-appstore.yml,4920eef267f68bfc1978d3763a95c661de7bef956d966853a71f13eca04d77ee,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,MIT,low,n/a,high,reviewed
post-refactor-4d,PR141-M0090,n/a,CG-PR141-ACCOUNT-geospoof-main,geospoof-main,surface accountability,complete donor subtree accountability: .husky,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,.husky/pre-commit,e2b7c9733375d7182af2033bda9a7d2a05d0db5eef5be53d26eb7b5f3df8fbc3,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,MIT,low,n/a,high,reviewed
post-refactor-4d,PR141-M0091,n/a,CG-PR141-ACCOUNT-geospoof-main,geospoof-main,surface accountability,complete donor subtree accountability: safari/scripts,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,safari/scripts/build-cities.mjs,eddac3f1c7bfabf4b6b205004f067ecbef163b000297ec12fbb08c0ce7bd9647,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,MIT,low,n/a,high,reviewed
post-refactor-4d,PR141-M0092,n/a,CG-PR141-ACCOUNT-geospoof-main,geospoof-main,surface accountability,complete donor subtree accountability: scripts,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,scripts/generate-update-manifest.sh,9b761c67e0ee06acae17ca5974f4d6a4986e0e41ab0bc945df29bbb83b2589c4,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,MIT,low,n/a,high,reviewed
post-refactor-4d,PR141-M0093,n/a,CG-PR141-ACCOUNT-geospoof-main,geospoof-main,surface accountability,complete donor subtree accountability: site/scripts,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,site/scripts/copy-geo-tz-data.mjs,92677c1307bd3ba0fff007c61f9267d8013208a2fee25351f966ad17517970e6,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,MIT,low,n/a,high,reviewed
post-refactor-4d,PR141-M0094,n/a,CG-PR141-ACCOUNT-geospoof-main,geospoof-main,surface accountability,complete donor subtree accountability: cdk/test,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,cdk/test/cdk.test.ts,8712d63af07de4561f411406913984db0ca87f7b7519ca683ea93fa5b2490dc0,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,MIT,low,n/a,high,reviewed
post-refactor-4d,PR141-M0095,n/a,CG-PR141-ACCOUNT-geospoof-main,geospoof-main,surface accountability,complete donor subtree accountability: site/src,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,site/src/components/test/TestCard.tsx,cb0d25323cb5e143eaab9f0f9c8adf688c6269054902851f75b0b0a2b034e0f4,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,MIT,low,n/a,high,reviewed
post-refactor-4d,PR141-M0096,n/a,CG-PR141-ACCOUNT-geospoof-main,geospoof-main,surface accountability,complete donor subtree accountability: tests,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,tests/setup.ts,447befd1e2b4de47eef64002b6239f0eb606c15d09fc117c5f6682571d6ecae1,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,MIT,low,n/a,high,reviewed
post-refactor-4d,PR141-M0097,n/a,CG-PR141-ACCOUNT-geospoof-main,geospoof-main,surface accountability,complete donor subtree accountability: tests/helpers,recursively bounded donor subtree,evidence/accountability,accountability bundle; independent semantic values are split into fine records,tests/helpers/content.test.helper.ts,9de0264a3ceb6088a0f0bb246dd590d9fdfb212305d2383e0426a867057a72dd,n/a,evidence classification,custom:subtree-accountability,reference-only,"All surfaces in this bounded group were recursively inventoried and reviewed across code, operations, product, deployment, tests, generated/vendor, documentation and negative evidence. This record is accountability, not semantic adoption.",n/a,n/a,every donor surface remains hash-accounted and eligible for narrower semantic extraction,module accountability cannot substitute for a fine semantic decision,n/a,n/a,n/a,MIT,low,n/a,high,reviewed
