donor,category,path,line,excerpt
InviZible-master,dns,fastlane/metadata/android/en-US/full_description.txt,7,<b>DNSCrypt</b> is responsible for security. Every phone uses DNS (Domain Name System) when visiting online resources. But this traffic is usually not encrypted and can be intercepted and spoofed by third parties. DNSCrypt ensures that your DNS traffic is encrypted and secure. It
InviZible-master,dns,fastlane/metadata/android/en-US/full_description.txt,17,✔ <b>DNSCrypt</b> - Encrypt DNS queries to prevent ISP monitoring and manipulation
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/full_description.txt,3,"<i>InviZible Pro</i> combines the strengths of Tor, DNSCrypt, and Purple I2P to provide a comprehensive solution for online privacy, security, and anonymity."
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/full_description.txt,5,"<b>Tor</b> is responsible for privacy and anonymity. It acts like an unlimited free VPN proxy, but does so in the most secure way possible. Tor uses military-grade encryption and routes your internet traffic through a network of volunteer-run proxy servers. This helps protect you"
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/full_description.txt,9,"<b>I2P (Invisible Internet Project)</b> provides secure and anonymous access to internal I2P websites, chat forums and other services that are not available through regular browsers. You may know it as the deep web. It works by routing your internet traffic through a network of v"
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/full_description.txt,13,"InviZible Pro can utilize root access, if available on your device, or use a local VPN to deliver internet traffic directly to the Tor, DNSCrypt, and I2P networks."
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/full_description.txt,16,"✔ <b>Tor Network</b> - Achieve full anonymity, bypass censorship, and access .onion sites securely"
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/full_description.txt,17,✔ <b>DNSCrypt</b> - Encrypt DNS queries to prevent ISP monitoring and manipulation
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/full_description.txt,21,✔ <b>Maintain complete privacy without a paid VPN</b> - Stay anonymous for free
InviZible-master,firewall_policy,fastlane/metadata/android/en-US/full_description.txt,11,"<b>Firewall</b> is a security feature that helps protect your device from unauthorized access and potential threats.  It acts as a filter for incoming and outgoing network traffic, allowing you to control which apps can access the internet. By setting up firewall rules, you can c"
InviZible-master,firewall_policy,fastlane/metadata/android/en-US/full_description.txt,19,✔ <b>Advanced Firewall</b> - Restrict internet access per app and block unauthorized connections
InviZible-master,tls_crypto,fastlane/metadata/android/en-US/full_description.txt,20,✔ <b>No Root Access Required</b> - Works seamlessly on all devices without modifications
InviZible-master,mobile_ui,fastlane/metadata/android/en-US/full_description.txt,5,"<b>Tor</b> is responsible for privacy and anonymity. It acts like an unlimited free VPN proxy, but does so in the most secure way possible. Tor uses military-grade encryption and routes your internet traffic through a network of volunteer-run proxy servers. This helps protect you"
InviZible-master,mobile_ui,fastlane/metadata/android/en-US/full_description.txt,9,"<b>I2P (Invisible Internet Project)</b> provides secure and anonymous access to internal I2P websites, chat forums and other services that are not available through regular browsers. You may know it as the deep web. It works by routing your internet traffic through a network of v"
InviZible-master,mobile_ui,fastlane/metadata/android/en-US/full_description.txt,20,✔ <b>No Root Access Required</b> - Works seamlessly on all devices without modifications
InviZible-master,deployment_ops,fastlane/metadata/android/en-US/full_description.txt,5,"<b>Tor</b> is responsible for privacy and anonymity. It acts like an unlimited free VPN proxy, but does so in the most secure way possible. Tor uses military-grade encryption and routes your internet traffic through a network of volunteer-run proxy servers. This helps protect you"
InviZible-master,deployment_ops,fastlane/metadata/android/en-US/full_description.txt,9,"<b>I2P (Invisible Internet Project)</b> provides secure and anonymous access to internal I2P websites, chat forums and other services that are not available through regular browsers. You may know it as the deep web. It works by routing your internet traffic through a network of v"
InviZible-master,security_boundary,fastlane/metadata/android/en-US/full_description.txt,7,<b>DNSCrypt</b> is responsible for security. Every phone uses DNS (Domain Name System) when visiting online resources. But this traffic is usually not encrypted and can be intercepted and spoofed by third parties. DNSCrypt ensures that your DNS traffic is encrypted and secure. It
InviZible-master,security_boundary,fastlane/metadata/android/en-US/full_description.txt,11,"<b>Firewall</b> is a security feature that helps protect your device from unauthorized access and potential threats.  It acts as a filter for incoming and outgoing network traffic, allowing you to control which apps can access the internet. By setting up firewall rules, you can c"
InviZible-master,security_boundary,fastlane/metadata/android/en-US/full_description.txt,19,✔ <b>Advanced Firewall</b> - Restrict internet access per app and block unauthorized connections
InviZible-master,interception_evasion,fastlane/metadata/android/en-US/full_description.txt,7,<b>DNSCrypt</b> is responsible for security. Every phone uses DNS (Domain Name System) when visiting online resources. But this traffic is usually not encrypted and can be intercepted and spoofed by third parties. DNSCrypt ensures that your DNS traffic is encrypted and secure. It
InviZible-master,interception_evasion,fastlane/metadata/android/en-US/full_description.txt,16,"✔ <b>Tor Network</b> - Achieve full anonymity, bypass censorship, and access .onion sites securely"
InviZible-master,interception_evasion,fastlane/metadata/android/en-US/full_description.txt,22,✔ <b>Stealth Mode</b> - Evade Deep Packet Inspection (DPI) and regional restrictions
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/short_description.txt,1,"Combine the strengths of Tor, DNSCrypt and I2P for security and anonymity"
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/title.txt,1,"InviZible Pro: Tor & Firewall, DNSCrypt & I2P"
InviZible-master,firewall_policy,fastlane/metadata/android/en-US/title.txt,1,"InviZible Pro: Tor & Firewall, DNSCrypt & I2P"
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100214.txt,2,* Fixed adding Tor WebTunnel bridges.
InviZible-master,observability,fastlane/metadata/android/en-US/changelogs/100089.txt,2,* Real-time Internet connections logs fixes and performance improvements
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100108.txt,2,* Added bypass Tor option for LAN and IANA addresses.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100108.txt,5,* Updated Tor.
InviZible-master,firewall_policy,fastlane/metadata/android/en-US/changelogs/100108.txt,11,* Fixed application usage when uid0 is blocked by firewall.
InviZible-master,mobile_ui,fastlane/metadata/android/en-US/changelogs/100108.txt,3,* Added Purple I2P build script.
InviZible-master,mobile_ui,fastlane/metadata/android/en-US/changelogs/100108.txt,11,* Fixed application usage when uid0 is blocked by firewall.
InviZible-master,interception_evasion,fastlane/metadata/android/en-US/changelogs/100108.txt,2,* Added bypass Tor option for LAN and IANA addresses.
InviZible-master,dns,fastlane/metadata/android/en-US/changelogs/100082.txt,2,* Added DNS queries real-time log for the tethered device in Root mode with the Fix TTL option enabled.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100082.txt,4,* Improved request for new Tor bridges.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100082.txt,7,* Changed default Tor VirtualAddrNetwork to 10.192.0.0/10.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100082.txt,8,* Renamed None Tor bridges type to Vanilla.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100082.txt,9,* Fixed the use of IPv6Traffic and PreferIPv6 for the Tor.
InviZible-master,firewall_policy,fastlane/metadata/android/en-US/changelogs/100082.txt,3,* Implemented iptables rules update when installing or uninstalling an application.
InviZible-master,scanning_diag,fastlane/metadata/android/en-US/changelogs/100082.txt,5,* Added experimental IPv6 support.
InviZible-master,observability,fastlane/metadata/android/en-US/changelogs/100082.txt,2,* Added DNS queries real-time log for the tethered device in Root mode with the Fix TTL option enabled.
InviZible-master,deployment_ops,fastlane/metadata/android/en-US/changelogs/100082.txt,3,* Implemented iptables rules update when installing or uninstalling an application.
InviZible-master,dns,fastlane/metadata/android/en-US/changelogs/100178.txt,4,* Updated Tor geoip.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100178.txt,2,* Updated Tor to version 4.7.12.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100178.txt,3,* Updated Tor snowflake bridge to version 2.4.1.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100178.txt,4,* Updated Tor geoip.
InviZible-master,firewall_policy,fastlane/metadata/android/en-US/changelogs/100178.txt,7,"* Do not block related, established connections while updating iptables rules in Root mode."
InviZible-master,scanning_diag,fastlane/metadata/android/en-US/changelogs/100178.txt,6,* Removed no longer supported I2P SSU option.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100117.txt,2,* Tor apps selection improvements.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100117.txt,3,* Updated obfs4proxy (fixed meek_lite bridge).
InviZible-master,mobile_ui,fastlane/metadata/android/en-US/changelogs/100117.txt,6,* Fixed crash on android 4.4.2.
InviZible-master,observability,fastlane/metadata/android/en-US/changelogs/100115.txt,2,* Improved real-time Internet connections log.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100197.txt,2,* Updated Tor to version 4.8.4.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100198.txt,2,* Updated Tor to version 4.8.5.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100198.txt,3,* Implemented customizable SNI for Tor connections.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100198.txt,4,* Using Chromium's TLS fingerprint instead of Firefox's obsolete TLS fingerprint for Tor connections.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100198.txt,5,* Updated Tor WebTunnel bridge.
InviZible-master,tls_crypto,fastlane/metadata/android/en-US/changelogs/100198.txt,4,* Using Chromium's TLS fingerprint instead of Firefox's obsolete TLS fingerprint for Tor connections.
InviZible-master,mobile_ui,fastlane/metadata/android/en-US/changelogs/100198.txt,6,* Fixed ANR on Android 4.4.2.
InviZible-master,dns,fastlane/metadata/android/en-US/changelogs/100084.txt,4,* Fixed DNS leak when restarting VPN service.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100084.txt,4,* Fixed DNS leak when restarting VPN service.
InviZible-master,mobile_ui,fastlane/metadata/android/en-US/changelogs/100084.txt,4,* Fixed DNS leak when restarting VPN service.
InviZible-master,deployment_ops,fastlane/metadata/android/en-US/changelogs/100084.txt,4,* Fixed DNS leak when restarting VPN service.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100145.txt,2,* Updated Tor to version 4.6.8 (onion v2 services are no longer supported).
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100145.txt,3,* Updated Tor snowflake bridge to version 2.0.1.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100145.txt,8,* Improved the Arp Spoofing attack detector.
InviZible-master,firewall_policy,fastlane/metadata/android/en-US/changelogs/100145.txt,6,* Improved firewall.
InviZible-master,scanning_diag,fastlane/metadata/android/en-US/changelogs/100145.txt,2,* Updated Tor to version 4.6.8 (onion v2 services are no longer supported).
InviZible-master,mobile_ui,fastlane/metadata/android/en-US/changelogs/100145.txt,2,* Updated Tor to version 4.6.8 (onion v2 services are no longer supported).
InviZible-master,deployment_ops,fastlane/metadata/android/en-US/changelogs/100145.txt,2,* Updated Tor to version 4.6.8 (onion v2 services are no longer supported).
InviZible-master,interception_evasion,fastlane/metadata/android/en-US/changelogs/100145.txt,8,* Improved the Arp Spoofing attack detector.
InviZible-master,dns,fastlane/metadata/android/en-US/changelogs/100130.txt,3,* Implemented non ASCII DNS handling.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100130.txt,2,* Fixed - START button does not change its state when only Tor or I2P is running.
InviZible-master,deployment_ops,fastlane/metadata/android/en-US/changelogs/100130.txt,3,* Implemented non ASCII DNS handling.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100173.txt,4,* Tor restarts if the internet connection is lost.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100118.txt,3,* Implemented sorting and filtering for the Tor apps selection option.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100118.txt,4,"* Changed the way of Tor, DNSCrypt and I2P starting."
InviZible-master,firewall_policy,fastlane/metadata/android/en-US/changelogs/100118.txt,3,* Implemented sorting and filtering for the Tor apps selection option.
InviZible-master,firewall_policy,fastlane/metadata/android/en-US/changelogs/100118.txt,5,* Added tooltips to firewall.
InviZible-master,scanning_diag,fastlane/metadata/android/en-US/changelogs/100118.txt,9,* Fixed rare ANR when stopping DNSCrypt.
InviZible-master,observability,fastlane/metadata/android/en-US/changelogs/100118.txt,6,* Improved handling of modules log files.
InviZible-master,observability,fastlane/metadata/android/en-US/changelogs/100118.txt,7,* Limited size of real-time Internet connections log.
InviZible-master,deployment_ops,fastlane/metadata/android/en-US/changelogs/100118.txt,2,* Implemented option to allow/block the Internet for newly installed applications.
InviZible-master,firewall_policy,fastlane/metadata/android/en-US/changelogs/100154.txt,4,* Fixed displaying a firewall notification to control app connection after it is installed.
InviZible-master,mobile_ui,fastlane/metadata/android/en-US/changelogs/100154.txt,4,* Fixed displaying a firewall notification to control app connection after it is installed.
InviZible-master,deployment_ops,fastlane/metadata/android/en-US/changelogs/100154.txt,4,* Fixed displaying a firewall notification to control app connection after it is installed.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100160.txt,4,* Tor restarts if an internet connection cannot be established within one minute.
InviZible-master,firewall_policy,fastlane/metadata/android/en-US/changelogs/100160.txt,2,* Root firewall fixes and optimizations.
InviZible-master,scanning_diag,fastlane/metadata/android/en-US/changelogs/100160.txt,3,* Fixed using Multi-user support on some devices.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100165.txt,3,* Improved real-time connection logs for VPN mode.
InviZible-master,observability,fastlane/metadata/android/en-US/changelogs/100165.txt,2,* Implemented real-time connection logs for Root mode.
InviZible-master,observability,fastlane/metadata/android/en-US/changelogs/100165.txt,3,* Improved real-time connection logs for VPN mode.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100188.txt,2,* Updated Tor Snowflake bridge to version 2.6.0.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100188.txt,3,* Improved Tor Conjure bridge connection stability.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100155.txt,2,* Updated Tor.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100155.txt,3,* Updated Tor obfs4proxy to version 0.0.12.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100155.txt,4,* Updated Tor snowflake to version 2.1.0.
InviZible-master,firewall_policy,fastlane/metadata/android/en-US/changelogs/100155.txt,6,* Preventing frequent updating of iptables rules on unstable networks.
InviZible-master,mobile_ui,fastlane/metadata/android/en-US/changelogs/100155.txt,7,* Fixed crashes on some MIUI phones.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100147.txt,2,* Pausing InviZible instead of completely shutting down when using another VPN.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100147.txt,3,* Improved internet connection checking when only DNSCrypt is running and Use socks5 proxy enabled.
InviZible-master,tls_crypto,fastlane/metadata/android/en-US/changelogs/100116.txt,5,* Enabled openssl enable-ec_nistp_64_gcc_128 for arm64 version to improve speed.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100190.txt,2,* Fixed Tor Snowflake bridge failure on Android 11 and above.
InviZible-master,mobile_ui,fastlane/metadata/android/en-US/changelogs/100190.txt,2,* Fixed Tor Snowflake bridge failure on Android 11 and above.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100231.txt,4,* Fixed using socks5 proxy with authentication.
InviZible-master,scanning_diag,fastlane/metadata/android/en-US/changelogs/100231.txt,3,"* Updated German, Bulgarian, Chinese, Polish, Arabic, Persian and Portuguese (Brazil) translations."
InviZible-master,security_boundary,fastlane/metadata/android/en-US/changelogs/100231.txt,4,* Fixed using socks5 proxy with authentication.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100113.txt,4,* NTP can bypass Tor if allowed by firewall rules.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100113.txt,5,* Fixed Proxy port does not change.
InviZible-master,firewall_policy,fastlane/metadata/android/en-US/changelogs/100113.txt,2,* Don't show firewall notification when updating user apps.
InviZible-master,firewall_policy,fastlane/metadata/android/en-US/changelogs/100113.txt,3,* Fixed inconsistencies in the firewall UI in rare cases.
InviZible-master,firewall_policy,fastlane/metadata/android/en-US/changelogs/100113.txt,4,* NTP can bypass Tor if allowed by firewall rules.
InviZible-master,scanning_diag,fastlane/metadata/android/en-US/changelogs/100113.txt,5,* Fixed Proxy port does not change.
InviZible-master,mobile_ui,fastlane/metadata/android/en-US/changelogs/100113.txt,2,* Don't show firewall notification when updating user apps.
InviZible-master,mobile_ui,fastlane/metadata/android/en-US/changelogs/100113.txt,3,* Fixed inconsistencies in the firewall UI in rare cases.
InviZible-master,deployment_ops,fastlane/metadata/android/en-US/changelogs/100113.txt,3,* Fixed inconsistencies in the firewall UI in rare cases.
InviZible-master,interception_evasion,fastlane/metadata/android/en-US/changelogs/100113.txt,4,* NTP can bypass Tor if allowed by firewall rules.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100081.txt,2,* Updated Tor version to 4.2.7.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100081.txt,3,"* Fixed the use of Tor hidden services and I2P for VPN mode when ""Rote All traffic through Tor"" option is disabled."
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100081.txt,4,* Ensure compatibility with VPN mode and VPN Hotspot app.
InviZible-master,mobile_ui,fastlane/metadata/android/en-US/changelogs/100081.txt,3,"* Fixed the use of Tor hidden services and I2P for VPN mode when ""Rote All traffic through Tor"" option is disabled."
InviZible-master,deployment_ops,fastlane/metadata/android/en-US/changelogs/100081.txt,3,"* Fixed the use of Tor hidden services and I2P for VPN mode when ""Rote All traffic through Tor"" option is disabled."
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100111.txt,2,* Implemented a firewall for VPN mode.
InviZible-master,firewall_policy,fastlane/metadata/android/en-US/changelogs/100111.txt,2,* Implemented a firewall for VPN mode.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100204.txt,4,* Updated Tor Snowflake bridge to version 2.8.1.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100204.txt,5,* Updated Tor Lirebird bridge.
InviZible-master,observability,fastlane/metadata/android/en-US/changelogs/100091.txt,2,* Real-time Internet connections logs improvements.
InviZible-master,mobile_ui,fastlane/metadata/android/en-US/changelogs/100091.txt,4,* Attempt to fix RemoteServiceException.
InviZible-master,deployment_ops,fastlane/metadata/android/en-US/changelogs/100091.txt,4,* Attempt to fix RemoteServiceException.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100202.txt,2,* Updated Tor to version 4.8.10.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100133.txt,2,* Revert back to Tor 4.5.x versions so that v2 onion services can be used.
InviZible-master,mobile_ui,fastlane/metadata/android/en-US/changelogs/100133.txt,2,* Revert back to Tor 4.5.x versions so that v2 onion services can be used.
InviZible-master,deployment_ops,fastlane/metadata/android/en-US/changelogs/100133.txt,2,* Revert back to Tor 4.5.x versions so that v2 onion services can be used.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100269.txt,2,* Updated Tor to version 4.9.8.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100180.txt,4,* Fixed restoring a backup on Android 13.
InviZible-master,mobile_ui,fastlane/metadata/android/en-US/changelogs/100180.txt,4,* Fixed restoring a backup on Android 13.
InviZible-master,dns,fastlane/metadata/android/en-US/changelogs/100271.txt,4,* Updated Tor geoip.
InviZible-master,dns,fastlane/metadata/android/en-US/changelogs/100271.txt,5,* Fixed using DNSTT bridges with plaintext DNS resolvers.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100271.txt,2,* Updated Tor to version 4.9.9.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100271.txt,3,* Updated Tor Snowflake obfuscator.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100271.txt,4,* Updated Tor geoip.
InviZible-master,interception_evasion,fastlane/metadata/android/en-US/changelogs/100271.txt,3,* Updated Tor Snowflake obfuscator.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100225.txt,4,* Updated Tor Snowflake bridge.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100225.txt,5,* Updated Tor Lyrebird obfuscating proxy.
InviZible-master,interception_evasion,fastlane/metadata/android/en-US/changelogs/100225.txt,5,* Updated Tor Lyrebird obfuscating proxy.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100156.txt,2,* Implemented bridges ping check if Tor is stopped.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100156.txt,3,* Revert back to Tor obfs4proxy version 0.0.11.
InviZible-master,scanning_diag,fastlane/metadata/android/en-US/changelogs/100156.txt,2,* Implemented bridges ping check if Tor is stopped.
InviZible-master,scanning_diag,fastlane/metadata/android/en-US/changelogs/100205.txt,4,* Fixed the appearance of the DNSCrypt rules import dialog.
InviZible-master,observability,fastlane/metadata/android/en-US/changelogs/100205.txt,4,* Fixed the appearance of the DNSCrypt rules import dialog.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100126.txt,3,"* Fixed modules(Tor, DNSCrypt, I2P) show starting, even if they are truly running."
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100126.txt,4,"* Fixed ""Route All through Tor"" when using hotspot and only Tor is running"
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100213.txt,2,* Optimized performance and memory usage in VPN mode.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100135.txt,3,* Updated Tor to version 4.5.10.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100135.txt,4,* Updated Tor Snowflake bridge to version 1.1.0.
InviZible-master,firewall_policy,fastlane/metadata/android/en-US/changelogs/100135.txt,6,* Updated firewall view.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100192.txt,2,* Improved Tor Conjure bridge censorship resistance.
InviZible-master,deployment_ops,fastlane/metadata/android/en-US/changelogs/100192.txt,4,* Fixed modules not installed on initial app startup.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100240.txt,2,* Improved Tor Obfs4 bridges censorship resistance.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100240.txt,3,* Updated Tor SnowFlake bridge stun servers.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100104.txt,4,* Implemented default Tor bridges update.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100104.txt,5,* Implemented system-wide socks5 proxy for Root mode with Fix TTL enabled.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100104.txt,9,* Updated default Tor bridges.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100104.txt,10,* Updated snowflake Tor bridge.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100104.txt,16,* Optimized the speed of Internet responses in VPN mode.
InviZible-master,firewall_policy,fastlane/metadata/android/en-US/changelogs/100104.txt,3,* Implemented xtables lock for iptables.
InviZible-master,firewall_policy,fastlane/metadata/android/en-US/changelogs/100104.txt,8,* Improved iptables rules for Root mode.
InviZible-master,scanning_diag,fastlane/metadata/android/en-US/changelogs/100104.txt,2,* Implemented multi-user support.
InviZible-master,scanning_diag,fastlane/metadata/android/en-US/changelogs/100104.txt,12,* Fixed import of DNSCrypt rules when site name contains _
InviZible-master,observability,fastlane/metadata/android/en-US/changelogs/100104.txt,7,* Improved real-time Internet connections log.
InviZible-master,mobile_ui,fastlane/metadata/android/en-US/changelogs/100104.txt,14,* Fixed language selection for android Q.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100238.txt,2,* Updated default Tor bridges.
InviZible-master,firewall_policy,fastlane/metadata/android/en-US/changelogs/100238.txt,3,* Fixed LAN rules handling for firewall in root mode.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100080.txt,4,* Implemented apps list to use with Tor for VPN mode. Now all applications use DNSCrypt if it is running as in Root mode.
InviZible-master,observability,fastlane/metadata/android/en-US/changelogs/100080.txt,3,* Improved DNSCrypt real-time log.
InviZible-master,dns,fastlane/metadata/android/en-US/changelogs/100069.txt,6,* Fixed DNS leak on some devices.
InviZible-master,scanning_diag,fastlane/metadata/android/en-US/changelogs/100252.txt,2,* Implemented display of ping of DNSCrypt servers and relays.
InviZible-master,dns,fastlane/metadata/android/en-US/changelogs/100129.txt,2,* Improved DNS handling.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100129.txt,4,* Updated Tor.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100129.txt,6,* Updated obfs4proxy.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100129.txt,8,* Fixed firewall sliding back to top when restoring an app from recent apps.
InviZible-master,firewall_policy,fastlane/metadata/android/en-US/changelogs/100129.txt,8,* Fixed firewall sliding back to top when restoring an app from recent apps.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100132.txt,3,* Updated Tor to version 4.6.3.
InviZible-master,firewall_policy,fastlane/metadata/android/en-US/changelogs/100132.txt,2,* Show apps that are allowed Internet access at the top of the list in the firewall.
InviZible-master,dns,fastlane/metadata/android/en-US/changelogs/100245.txt,3,* Added the option for preventing DNS leaks.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100245.txt,2,* Updated Tor.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100245.txt,4,* Added I2P sharing option for VPN mode.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100088.txt,6,* Attempt to fix Always on VPN.
InviZible-master,firewall_policy,fastlane/metadata/android/en-US/changelogs/100088.txt,5,* Prevented too frequent iptables updates.
InviZible-master,observability,fastlane/metadata/android/en-US/changelogs/100088.txt,4,* Fixed modules logs when Run modules with root option is enabled.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100096.txt,2,* Implemented allowed and excluded sites for Tor in VPN mode.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100096.txt,3,* Selected DNSCrypt servers and Tor applications are displayed at the top of the list.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100096.txt,5,* Fixes related to Always-On VPN.
InviZible-master,mobile_ui,fastlane/metadata/android/en-US/changelogs/100096.txt,4,* Added chronometer to notification.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100110.txt,5,* Updated Tor with new dependencies.
InviZible-master,scanning_diag,fastlane/metadata/android/en-US/changelogs/100110.txt,3,* Updated Purple I2P default configuration as ntcp is no longer supported.
InviZible-master,mobile_ui,fastlane/metadata/android/en-US/changelogs/100110.txt,4,* Build Purple I2P from source including all dependencies.
InviZible-master,deployment_ops,fastlane/metadata/android/en-US/changelogs/100110.txt,4,* Build Purple I2P from source including all dependencies.
InviZible-master,deployment_ops,fastlane/metadata/android/en-US/changelogs/100110.txt,5,* Updated Tor with new dependencies.
InviZible-master,scanning_diag,fastlane/metadata/android/en-US/changelogs/100268.txt,3,* Added unicode support in DNSCrypt rules.
InviZible-master,proxy_tunnel,fastlane/metadata/android/en-US/changelogs/100261.txt,3,* Fixed syntax checking for webtunnel bridges.
