donor,path,sha256,size_bytes,file_type,language,classification,authority_status,semantic_record_ids,notes
Xray-core-main,proxy/vless/encryption/server.go,61a8cd04f16c8ed5fadbfead41d1cb85f08506f62cf0beb338a4705a90f7b96a,10164,file,Go,implementation,authoritative,PR160-M004;PR160-C0071,semantic_tags=proxy_protocols
Xray-core-main,proxy/vless/encryption/common.go,357182232332667d0650649a72526c6c77f0d0c4a18e2ce69b527ef6d3a2a2a8,6619,file,Go,implementation,authoritative,PR160-M004;PR160-C0071,semantic_tags=proxy_protocols
Xray-core-main,proxy/vless/encryption/client.go,5b67f2e5ce797374e1ba0388910669cae8f3ef1ddfee35c7e9c4db1f95334fad,6619,file,Go,implementation,authoritative,PR160-M004;PR160-C0071,semantic_tags=proxy_protocols
Xray-core-main,proxy/vless/encryption/xor.go,d2785fd35e6545f69b8d5efb7f38c313658056b10d0130dbd7e015af70a34bd3,1909,file,Go,implementation,authoritative,PR160-M004;PR160-C0071,semantic_tags=proxy_protocols
Xray-core-main,proxy/vless/encoding/addons.go,b7927de263bd447236ae9ac010bbbd72381d4462cdb69f4aa5363e9273acf26f,5048,file,Go,implementation,authoritative,PR160-M004;PR160-C0071,semantic_tags=proxy_protocols
Xray-core-main,proxy/vless/encoding/addons.pb.go,4f993917935b8314ed95e9522938344e254231b561c1cccf11b12be4f3e61997,4383,file,Go,implementation,authoritative,PR160-M004;PR160-C0071,semantic_tags=proxy_protocols
Xray-core-main,proxy/vless/encoding/encoding_test.go,f70e4c3f4910546aaedcd5dfd1680ff7089703696ff26bd882fa14b52472e946,3309,file,Go,test,supporting,PR160-M004;PR160-C0071,semantic_tags=proxy_protocols
Xray-core-main,proxy/vless/encoding/addons.proto,aa2f4444b85ddd6ec002ee2b7727f48d9cf2c6f17fbd7d36b0dfd6aa0b52f875,327,file,Config,implementation,authoritative,PR160-M004;PR160-C0071,semantic_tags=proxy_protocols
Xray-core-main,proxy/vless/encoding/encoding.go,ce5bd3a0ad9d2405c42b48794cfa7a52a01104c9560e78a27888c012e7441f84,6573,file,Go,implementation,authoritative,PR160-M004;PR160-C0071,semantic_tags=proxy_protocols
Xray-core-main,proxy/vless/inbound/config.proto,42d0b5d06cf65efac92357a306a2063f530a768740692bddc00492ca026ed57f,663,file,Config,implementation,authoritative,PR160-M004;PR160-C0071;PR160-C0076,semantic_tags=proxy_protocols;subscription_config
Xray-core-main,proxy/vless/inbound/inbound.go,9108a2292f8e1d1cbf506a44836f54103ad3fcfb3769c4f815f726e93acb9e32,22688,file,Go,implementation,authoritative,PR160-M004;PR160-C0071,semantic_tags=proxy_protocols
Xray-core-main,proxy/vless/inbound/config.go,cbccf667bb01a30b242bdbf2af1e869aa698ea40a1a40ffe5ac63ff3fa07e9cd,16,file,Go,implementation,authoritative,PR160-M004;PR160-C0071;PR160-C0076,semantic_tags=proxy_protocols;subscription_config
Xray-core-main,proxy/vless/inbound/config.pb.go,ca1259f5d2a0ce58648ad4773c2d4e1368238d79c26c411b70b2fb971a163d71,8609,file,Go,implementation,authoritative,PR160-M004;PR160-C0071;PR160-C0076,semantic_tags=proxy_protocols;subscription_config
Xray-core-main,proxy/hysteria/account/config.proto,f3b64dfb54383f3674aec80cb4655a68a4528e24872bb5bb90d72de329604f1d,317,file,Config,implementation,authoritative,PR160-M004;PR160-C0071;PR160-C0076,semantic_tags=proxy_protocols;subscription_config
Xray-core-main,proxy/hysteria/account/config.go,a9c23d530f2eb94c1ce74f0a065620eb92c59ae8906ce76ed7f2e58fb71b3255,2290,file,Go,implementation,authoritative,PR160-M004;PR160-C0071;PR160-C0076,semantic_tags=proxy_protocols;subscription_config
Xray-core-main,proxy/hysteria/account/config.pb.go,7bd1fd7b2379a9b071b8d40692c63d22b9bb31c3e52e93e32676129d6de02b23,4227,file,Go,implementation,authoritative,PR160-M004;PR160-C0071;PR160-C0076,semantic_tags=proxy_protocols;subscription_config
Xray-core-main,proxy/vmess/outbound/command.go,3630f9924ff80e5c3e0e53f62ecbdd928ea1ff7e3f4d596f9a9c24ec7bc388ce,268,file,Go,implementation,authoritative,PR160-M004;PR160-C0071;PR160-C0059,semantic_tags=proxy_protocols;api_controlplane
Xray-core-main,proxy/vmess/outbound/config.proto,1ece9b9e1c6a3f7eb9f5ad35dc494afb6cc5c4e74116997f2ab11a419f271cad,387,file,Config,implementation,authoritative,PR160-M004;PR160-C0071;PR160-C0076,semantic_tags=proxy_protocols;subscription_config
Xray-core-main,proxy/vmess/outbound/config.go,972649945761563c2b9ace4022d08400c7ca74db674d73f5a310d56c95fd0e31,17,file,Go,implementation,authoritative,PR160-M004;PR160-C0071;PR160-C0076,semantic_tags=proxy_protocols;subscription_config
Xray-core-main,proxy/vmess/outbound/outbound.go,4ecec7164fbab90daff070f2730b0fdf716d8dac69f978e68bd8f3a36883c329,7499,file,Go,implementation,authoritative,PR160-M004;PR160-C0071,semantic_tags=proxy_protocols
Xray-core-main,proxy/vmess/outbound/config.pb.go,24e110f453193f570130d0ba75bb233731f606002faddeb4b58bb0c38f40a9af,4511,file,Go,implementation,authoritative,PR160-M004;PR160-C0071;PR160-C0076,semantic_tags=proxy_protocols;subscription_config
Xray-core-main,proxy/vmess/encoding/auth.go,2843fed8b20832b03633b8d791dabff13409adfba75e4129d059af969ca7938c,2174,file,Go,implementation,authoritative,PR160-M004;PR160-C0071;PR160-C0075,semantic_tags=proxy_protocols;security_auth
Xray-core-main,proxy/vmess/encoding/server.go,889b525df63a8748403af282b34eccc8e876e8df5519694d6dc66f28848a247f,16033,file,Go,implementation,authoritative,PR160-M004;PR160-C0071,semantic_tags=proxy_protocols
Xray-core-main,proxy/vmess/encoding/encoding_test.go,3b7857f61745b2acde4a302b7f25b6b7ea7543174488e37f1b36543221a76505,3787,file,Go,test,supporting,PR160-M004;PR160-C0071,semantic_tags=proxy_protocols
Xray-core-main,proxy/vmess/encoding/commands.go,d33ff769d0a3d9a3619814583294a66fe51bd078302e1b865c9b2a243213e84f,1730,file,Go,implementation,authoritative,PR160-M004;PR160-C0071;PR160-C0059,semantic_tags=proxy_protocols;api_controlplane
Xray-core-main,proxy/vmess/encoding/encoding.go,d5db50d930c35b7bff942dcbd6afeedef3aac4b13ef26de2a0bc7cd4d4d73a2e,476,file,Go,implementation,authoritative,PR160-M004;PR160-C0071,semantic_tags=proxy_protocols
Xray-core-main,proxy/vmess/encoding/client.go,4689269dd973b7cd272d84b168c71931ff955eba3d1f5827e7b1a936c8086d09,13457,file,Go,implementation,authoritative,PR160-M004;PR160-C0071,semantic_tags=proxy_protocols
Xray-core-main,proxy/vmess/inbound/config.proto,4231d319041074c3a75ceefc7aa692b3d64e08fa87a71ea74c8f54de41e3b092,490,file,Config,implementation,authoritative,PR160-M004;PR160-C0071;PR160-C0076,semantic_tags=proxy_protocols;subscription_config
Xray-core-main,proxy/vmess/inbound/inbound.go,b73830f3eb23735ba2592f40cf192f582f387627cd57ab63ad1c71c3bf98f79e,9194,file,Go,implementation,authoritative,PR160-M004;PR160-C0071,semantic_tags=proxy_protocols
Xray-core-main,proxy/vmess/inbound/config.go,f82ff242fda368533732efadd2f499b881e7741fa23151a10a34060057e788ac,208,file,Go,implementation,authoritative,PR160-M004;PR160-C0071;PR160-C0076,semantic_tags=proxy_protocols;subscription_config
Xray-core-main,proxy/vmess/inbound/config.pb.go,1f97d552c48955bbb9d263b8f9e2f46b6e7edb0fa9f1bdb6f5da9e24522b84fa,7404,file,Go,implementation,authoritative,PR160-M004;PR160-C0071;PR160-C0076,semantic_tags=proxy_protocols;subscription_config
Xray-core-main,proxy/vmess/aead/authid.go,9fafcdaa0f87b975f727af67ea043a4eea6884456f3faf6c4f6ac3467bbd2039,2934,file,Go,implementation,authoritative,PR160-M004;PR160-C0071;PR160-C0075,semantic_tags=proxy_protocols;security_auth
Xray-core-main,proxy/vmess/aead/consts.go,a8dcd9f4590ce446fc6fdebdae5105f2ec039248355d92a50b333b1fbff7670d,748,file,Go,implementation,authoritative,PR160-M004;PR160-C0071,semantic_tags=proxy_protocols
Xray-core-main,proxy/vmess/aead/kdf.go,3a952ce537daef3a8aacf4cb2141c6a210a4c19f4e09054217874a8c2cd78682,521,file,Go,implementation,authoritative,PR160-M004;PR160-C0071,semantic_tags=proxy_protocols
Xray-core-main,proxy/vmess/aead/encrypt_test.go,0dd053c477757f00189d8d02e81abe41ae1239d167b99a4b14639c72b138fca0,2529,file,Go,test,supporting,PR160-M004;PR160-C0071,semantic_tags=proxy_protocols
Xray-core-main,proxy/vmess/aead/encrypt.go,9c55c0c690493a24786a8700cf9a693c7c0781261621963721a99ef1ee44b2ca,4542,file,Go,implementation,authoritative,PR160-M004;PR160-C0071,semantic_tags=proxy_protocols
Xray-core-main,proxy/vmess/aead/authid_test.go,5af07f55ce836815690137b975898ed38bfcbc2b7331e17869a68180d195ebe8,3322,file,Go,test,supporting,PR160-M004;PR160-C0071;PR160-C0075,semantic_tags=proxy_protocols;security_auth
Xray-core-main,proxy/tun/icmp/packet.go,091684b1d0bf3917a4e33e4a59fbb097e5430954066ea703fb5f1e9887ce10c1,3290,file,Go,implementation,authoritative,PR160-M004;PR160-C0071;PR160-C0079,semantic_tags=proxy_protocols;tun_vpn_mobile
Xray-core-main,proxy/tun/icmp/packet_test.go,f1ca1e491dd5609d0d82a12a046fe414fc5ad24a688f89247022073cda389d38,5091,file,Go,test,supporting,PR160-M004;PR160-C0071;PR160-C0079,semantic_tags=proxy_protocols;tun_vpn_mobile
Xray-core-main,main/yaml/yaml.go,b384c36d07e178196d96f730a30890c35de499571aeee9f9734492ac1bb638af,1360,file,Go,implementation,authoritative,PR160-M004;PR160-C0081,semantic_tags=uncategorized
Xray-core-main,main/confloader/confloader.go,0a8bfef462408a6451217b9dc825215d7136dda2c0e2838507b60f98c66b70f0,539,file,Go,implementation,authoritative,PR160-M004;PR160-C0081,semantic_tags=uncategorized
Xray-core-main,main/json/json.go,5df628e9f4367fddafe65df0e8affcd914820418c0b09e519f8517eae6498457,1513,file,Go,implementation,authoritative,PR160-M004;PR160-C0081,semantic_tags=uncategorized
Xray-core-main,main/toml/toml.go,97a9a05fae235ea6cf76451cc8cf5da7459475ae58c252c9c6ec7f69cd91439a,1353,file,Go,implementation,authoritative,PR160-M004;PR160-C0081,semantic_tags=uncategorized
Xray-core-main,main/distro/all/all.go,dfce7ad436b463515245f4e3d36e13ddd1b8957de6fe75c74cc588b5c6aecf05,2976,file,Go,implementation,authoritative,PR160-M004;PR160-C0081,semantic_tags=uncategorized
Xray-core-main,main/distro/debug/debug.go,a922860b3ac656c9bc15008567cd826eb1d3ef1ed884bca34619d19df4c7ed54,109,file,Go,implementation,authoritative,PR160-M004;PR160-C0081,semantic_tags=uncategorized
Xray-core-main,main/confloader/external/external.go,a51b2b67c38d8dcac1c4445c643cc347d6b1e09a79a0b4f27a190938039de12d,3702,file,Go,implementation,authoritative,PR160-M004;PR160-C0081,semantic_tags=uncategorized
Xray-core-main,main/commands/base/command.go,b5c7c29dd84147faea9bdf7053618484ac44f9530d6c7df00159ade099a49118,3499,file,Go,implementation,authoritative,PR160-M004;PR160-C0059,semantic_tags=api_controlplane
Xray-core-main,main/commands/base/root.go,60972df9e5536d455a6d87552ddf538ee7c0184ab4aa5d6ef66a3a2759e4e779,349,file,Go,implementation,authoritative,PR160-M004;PR160-C0059,semantic_tags=api_controlplane
Xray-core-main,main/commands/base/execute.go,0e718d0322c84607099dd79b8c2c595c17f0a3403fa203d4df6e73c983eaf259,1941,file,Go,implementation,authoritative,PR160-M004;PR160-C0059,semantic_tags=api_controlplane
Xray-core-main,main/commands/base/env.go,83431960fea13a03a961fc5a7a677cc690d5aa7afaf577ea65f154353273a821,469,file,Go,implementation,authoritative,PR160-M004;PR160-C0059,semantic_tags=api_controlplane
Xray-core-main,main/commands/base/help.go,de54f086940c6b6fe8c8958488dcaeef55996e5aca4bca7799b9bf194e7b6a5c,4055,file,Go,implementation,authoritative,PR160-M004;PR160-C0059,semantic_tags=api_controlplane
Xray-core-main,main/commands/all/mldsa65.go,0efcd11ca2f7de247b8797447b2b076f29eeaafa14686b9667db6154c7d7cd0d,1134,file,Go,implementation,authoritative,PR160-M004;PR160-C0059,semantic_tags=api_controlplane
Xray-core-main,main/commands/all/wg.go,e8a99802bdea4852c6411a085a291ff0f4f466a8a0517ade5b0cde13dd3417c1,607,file,Go,implementation,authoritative,PR160-M004;PR160-C0059,semantic_tags=api_controlplane
Xray-core-main,main/commands/all/uuid.go,260dc23d7ea1a8aa720740313999d7bdf57e3d4cf121927d66be8c2bd2761794,788,file,Go,implementation,authoritative,PR160-M004;PR160-C0059;PR160-C0080,semantic_tags=api_controlplane;ui_operator
Xray-core-main,main/commands/all/x25519.go,ef0059018d64295cd18a893b74331162b0bd8cf4dafbbb5708c981120cdd3404,817,file,Go,implementation,authoritative,PR160-M004;PR160-C0059,semantic_tags=api_controlplane
Xray-core-main,main/commands/all/vlessenc.go,7938f20868f1174aa075ed2c5545a21aa85d69716e4578a13b8b1daa10b7815f,1612,file,Go,implementation,authoritative,PR160-M004;PR160-C0071;PR160-C0059,semantic_tags=proxy_protocols;api_controlplane
Xray-core-main,main/commands/all/commands.go,fb56aed2aa2b41630b4475f4a943b90eb91cdd144eb92b678ab6c98d627a714a,442,file,Go,implementation,authoritative,PR160-M004;PR160-C0059,semantic_tags=api_controlplane
Xray-core-main,main/commands/all/curve25519.go,71b8b8cbcc4f87a6effc7ba92acae5073faddccd0cc40dcca594ca79c6db9d2b,1482,file,Go,implementation,authoritative,PR160-M004;PR160-C0059,semantic_tags=api_controlplane
Xray-core-main,main/commands/all/mlkem768.go,e04ce167a537b70c9956db38b3d51b4d2425db9664cabdd69a33a6f625681a5b,1524,file,Go,implementation,authoritative,PR160-M004;PR160-C0059,semantic_tags=api_controlplane
Xray-core-main,main/commands/all/tls/ping.go,07e5dc900ff5fc2416d540c189750e947cb9ff67cfcf3a5d3784b8f07e9543fd,4682,file,Go,implementation,authoritative,PR160-M004;PR160-C0065;PR160-C0075;PR160-C0059,semantic_tags=health_observatory;security_auth;api_controlplane
Xray-core-main,main/commands/all/tls/ech.go,459573af694d30d0798d78211d7f530561abf58b468d2df75cfb5533169bbf64,5626,file,Go,implementation,authoritative,PR160-M004;PR160-C0075;PR160-C0059,semantic_tags=security_auth;api_controlplane
Xray-core-main,main/commands/all/tls/cert.go,386e0efaa3d9d138ac782f0a6a707012325641e5fcf293da0e57336705a2455d,3720,file,Go,implementation,authoritative,PR160-M004;PR160-C0075;PR160-C0059,semantic_tags=security_auth;api_controlplane
Xray-core-main,main/commands/all/tls/tls.go,8b6ff5e97f485c1ce9ef43a2d8cd7b793f68a1d61a558bb0dc12f38f515eee8d,328,file,Go,implementation,authoritative,PR160-M004;PR160-C0075;PR160-C0059,semantic_tags=security_auth;api_controlplane
Xray-core-main,main/commands/all/tls/hash.go,dcc0eeae2db3b062454d9b5e06293b664bdbd57789e49a5681d1693e8edab4f1,1730,file,Go,implementation,authoritative,PR160-M004;PR160-C0075;PR160-C0059,semantic_tags=security_auth;api_controlplane
Xray-core-main,main/commands/all/api/stats_get.go,c4d415bb9580ec1514603696188a179d80d18ce0a78938d636a6cd2a6404d0a7,1245,file,Go,implementation,authoritative,PR160-M004;PR160-C0078;PR160-C0059,semantic_tags=traffic_connections;api_controlplane
Xray-core-main,main/commands/all/api/inbounds_remove.go,a1c5e7b92340333af79593c95f3bd3d324b36fbcc81b959f56df01fa2bce9cc4,1810,file,Go,implementation,authoritative,PR160-M004;PR160-C0059,semantic_tags=api_controlplane
Xray-core-main,main/commands/all/api/inbound_user.go,ebe3a8fa50afbb93f488e1b108fb3a70518dc10c1af13d93b46e0bc19ff6d730,1389,file,Go,implementation,authoritative,PR160-M004;PR160-C0059;PR160-C0061,semantic_tags=api_controlplane;commerce_account
Xray-core-main,main/commands/all/api/source_ip_block.go,2700790f2372a05b3b4e54c592bba61fb4f28538ded4d7d11c92d89265e4282d,3141,file,Go,implementation,authoritative,PR160-M004;PR160-C0059,semantic_tags=api_controlplane
Xray-core-main,main/commands/all/api/stats_online_ip_list.go,dd9f8ca5fd685f5f0082aa0baca08958da01368f3d149a619d2ce65e8a2ccf7e,2337,file,Go,implementation,authoritative,PR160-M004;PR160-C0078;PR160-C0059,semantic_tags=traffic_connections;api_controlplane
Xray-core-main,main/commands/all/api/inbound_user_count.go,2f460a75402e8f6a245c899a1f379d3baf847ce5670e22958c8f8e95605e6d09,1175,file,Go,implementation,authoritative,PR160-M004;PR160-C0059;PR160-C0061,semantic_tags=api_controlplane;commerce_account
Xray-core-main,main/commands/all/api/stats_sys.go,59b74b12cb501a000ccf30dcf7c9f35e234b7c6117511e6143e4efcdd28a6081,975,file,Go,implementation,authoritative,PR160-M004;PR160-C0078;PR160-C0059,semantic_tags=traffic_connections;api_controlplane
Xray-core-main,main/commands/all/api/rules_add.go,9f3d287788f69c6d5cc6124eaba581468042e9f849196faa7e39fb97556537a6,2407,file,Go,implementation,authoritative,PR160-M004;PR160-C0073;PR160-C0059,semantic_tags=routing_policy;api_controlplane
Xray-core-main,main/commands/all/api/logger_restart.go,45fd4b6a5a6c8c3a803f5f18a8a1e9c30e6824c6bb4f2efdd7e0175089ddc2e3,978,file,Go,implementation,authoritative,PR160-M004;PR160-C0072;PR160-C0059;PR160-C0066,semantic_tags=retry_recovery;api_controlplane;logging_observability
Xray-core-main,main/commands/all/api/api.go,e80291be830b6fe8687cf00ff97466651424b8fb77eb8da7fc5390ad59236d81,785,file,Go,implementation,authoritative,PR160-M004;PR160-C0059,semantic_tags=api_controlplane
Xray-core-main,main/commands/all/api/inbounds_list.go,d7ad9f6076320f5e80d59b7279cee53534bd2077ac5cca3dcc634b30f3788b2e,1128,file,Go,implementation,authoritative,PR160-M004;PR160-C0059,semantic_tags=api_controlplane
Xray-core-main,main/commands/all/api/stats_online.go,27fe3dd324c675445968424dd5f9a562ac6e8b01024fed94053ac27f6f5dd33e,1234,file,Go,implementation,authoritative,PR160-M004;PR160-C0078;PR160-C0059,semantic_tags=traffic_connections;api_controlplane
Xray-core-main,main/commands/all/api/stats_get_all_online_users.go,bbcd9b083c37eb3fa000af40b593cff733793124e1fe23a2cddb25e722193cca,1033,file,Go,implementation,authoritative,PR160-M004;PR160-C0078;PR160-C0059;PR160-C0061,semantic_tags=traffic_connections;api_controlplane;commerce_account
Xray-core-main,main/commands/all/api/balancer_info.go,9b525e9bd9ab9ce89ed0e0f33ff5d022be1629d4d3501d9049538272300c75a7,2648,file,Go,implementation,authoritative,PR160-M004;PR160-C0059,semantic_tags=api_controlplane
Xray-core-main,main/commands/all/api/inbound_user_add.go,1a79d255f22a6a491a60dec4b883933685d903ac1820270ad98c1d8e6a3e1e57,3748,file,Go,implementation,authoritative,PR160-M004;PR160-C0059;PR160-C0061,semantic_tags=api_controlplane;commerce_account
Xray-core-main,main/commands/all/api/outbounds_list.go,2e5d25c921608ad3b1785f83afad2e4aa5ff60ddb660893c37635e5448150975,970,file,Go,implementation,authoritative,PR160-M004;PR160-C0059,semantic_tags=api_controlplane
Xray-core-main,main/commands/all/api/balancer_override.go,a939fe88fded7806c7932bd87dccb68b8831e898ceb773b9e631562e0a12b58e,1810,file,Go,implementation,authoritative,PR160-M004;PR160-C0059,semantic_tags=api_controlplane
Xray-core-main,main/commands/all/api/inbounds_add.go,3e8a88e51a0a6e2d8197255349e8d4685310aad4366cfc0782d23bcd011d05dc,1810,file,Go,implementation,authoritative,PR160-M004;PR160-C0059,semantic_tags=api_controlplane
Xray-core-main,main/commands/all/api/outbounds_add.go,6b59eee3b2a37428c3ad0d7606f2c9ef1bc7a5caa0fba37d311796b48f574333,1829,file,Go,implementation,authoritative,PR160-M004;PR160-C0059,semantic_tags=api_controlplane
Xray-core-main,main/commands/all/api/outbounds_remove.go,7737f8f4044d957c000f5e5ff0bd90f5fcbaca9ef21045696e5f74527c76d469,1781,file,Go,implementation,authoritative,PR160-M004;PR160-C0059,semantic_tags=api_controlplane
Xray-core-main,main/commands/all/api/stats_query.go,a641c0604dc97a0a3f4ab26e5ea2133658912d77c9760cf7a657ed18db1b7ebf,1255,file,Go,implementation,authoritative,PR160-M004;PR160-C0078;PR160-C0059,semantic_tags=traffic_connections;api_controlplane
Xray-core-main,main/commands/all/api/rules_remove.go,dcec2f2235e7d3e2deffbdc1151283c1bee6cf15f2e3d666c14ecc0445bcbb2c,1302,file,Go,implementation,authoritative,PR160-M004;PR160-C0073;PR160-C0059,semantic_tags=routing_policy;api_controlplane
Xray-core-main,main/commands/all/api/shared.go,3392b495bc87354b9432447fa69b202cd91e713d74d85f524901ae12eebcbe1f,2969,file,Go,implementation,authoritative,PR160-M004;PR160-C0059,semantic_tags=api_controlplane
Xray-core-main,main/commands/all/api/rules_list.go,04c726392a5cfa01100f80a851c94bcc3925a7dd98622247060decf5e19f6d3b,951,file,Go,implementation,authoritative,PR160-M004;PR160-C0073;PR160-C0059,semantic_tags=routing_policy;api_controlplane
Xray-core-main,main/commands/all/api/inbound_user_remove.go,cbd4450fe6483374aeb10fcd3f4c2db3e854b80a052ae2cbd54ce661db866799,1486,file,Go,implementation,authoritative,PR160-M004;PR160-C0059;PR160-C0061,semantic_tags=api_controlplane;commerce_account
Xray-core-main,main/commands/all/convert/json.go,1bf2fa35495db37ddfb163e061f51a4a56713493da44367ce4604d69f6cf354f,1537,file,Go,implementation,authoritative,PR160-M004;PR160-C0059,semantic_tags=api_controlplane
Xray-core-main,main/commands/all/convert/protobuf.go,a3e4fea3a0db79563712987a60e0766258d4dc9eab7d9fa9549de60933cd1d32,2598,file,Go,implementation,authoritative,PR160-M004;PR160-C0059,semantic_tags=api_controlplane
Xray-core-main,main/commands/all/convert/convert.go,ecbb80cc94be85e06600add8d2fe4ec2f36224db00d5d124cf3533357f9e0e38,337,file,Go,implementation,authoritative,PR160-M004;PR160-C0059,semantic_tags=api_controlplane
Xray-core-main,testing/mocks/mux.go,ce16cfcbcb31b9a3a1a88f56e7784ec9f36fe060c9a47e42bc3d902c6a1fe27d,1597,file,Go,test,supporting,PR160-M004;PR160-C0081,semantic_tags=uncategorized
Xray-core-main,testing/mocks/log.go,594f6146d08d4986f22102fdf3601788caf268bb1d53df5abf73ff38e2e0cfd7,1294,file,Go,test,supporting,PR160-M004;PR160-C0066,semantic_tags=logging_observability
Xray-core-main,testing/mocks/dns.go,6e28b78a315c68b7a188981844c8c16f2926517ec9d7071709ec8428c472bbd6,2658,file,Go,test,supporting,PR160-M004;PR160-C0062,semantic_tags=dns
Xray-core-main,testing/mocks/outbound.go,038fa1b9ad6e526faac63470dc58d8a080ad94297288e503f8702142fd9a54e7,6209,file,Go,test,supporting,PR160-M004;PR160-C0081,semantic_tags=uncategorized
Xray-core-main,testing/mocks/io.go,ec0177dc68aec18647525e795e518e1ec45da1cbcc9b81ab6332e33f4176dd20,2234,file,Go,test,supporting,PR160-M004;PR160-C0081,semantic_tags=uncategorized
Xray-core-main,testing/mocks/proxy.go,b9a4984b966ef72d74e54841ba97e7b1f20e5e72cbad4f32e8c2ddcce531094e,3379,file,Go,test,supporting,PR160-M004;PR160-C0071,semantic_tags=proxy_protocols
Xray-core-main,testing/coverage/coverall,7ceb46d867eb55ad7cd7f2ba34a2caf11caec40e5e06787fd6b309d1e55ba3ca,1347,file,Other,test,supporting,PR160-M004;PR160-C0081,semantic_tags=uncategorized
Xray-core-main,testing/coverage/coverall2,428088ddb6c3bae6f92623536a8f04f30700b6f9cfaee09649c27bd1205d3f48,1139,file,Other,test,supporting,PR160-M004;PR160-C0081,semantic_tags=uncategorized
Xray-core-main,testing/scenarios/common_regular.go,c1ecc8980aa5db560152ff5f4a562583d2d22c08c8fd8e7bad4277a176b8ffcc,670,file,Go,test,supporting,PR160-M004;PR160-C0069,semantic_tags=platform_integration
Xray-core-main,testing/scenarios/tls_test.go,0b5f076360ee2f76cb2070fbcfa3a442cb7b59dca00f576d4ed3e843f8303ae8,31659,file,Go,test,supporting,PR160-M004;PR160-C0075;PR160-C0069,semantic_tags=security_auth;platform_integration
Xray-core-main,testing/scenarios/transport_test.go,f95ed4a17228d0f19d046147d899ba536b746cf19491359049ac41e811a22144,3589,file,Go,test,supporting,PR160-M004;PR160-C0069,semantic_tags=platform_integration
Xray-core-main,testing/scenarios/vmess_test.go,a54d0bb8c70ebe5c282290fcfee6e7370a8cecc36828d6a92f8d8584bac1a1bb,34610,file,Go,test,supporting,PR160-M004;PR160-C0071;PR160-C0069,semantic_tags=proxy_protocols;platform_integration
Xray-core-main,testing/scenarios/common_coverage.go,198c66965d999b25ecf0f5650f8d9a9b19d19ca467a0ee32b7be50bc59c10c00,905,file,Go,test,supporting,PR160-M004;PR160-C0069,semantic_tags=platform_integration
Xray-core-main,testing/scenarios/reverse_test.go,1479858ea51cd14ef19917f3d88082521f79721737eaf9cea90c6a0a80086343,10235,file,Go,test,supporting,PR160-M004;PR160-C0069,semantic_tags=platform_integration
Xray-core-main,testing/scenarios/shadowsocks_test.go,73615ecca8fc83ab30a20df026de694cd8cf82bf93045baf1646eee4e375a4c2,13049,file,Go,test,supporting,PR160-M004;PR160-C0071;PR160-C0069,semantic_tags=proxy_protocols;platform_integration
Xray-core-main,testing/scenarios/dns_test.go,3542887e53426dc76756d3c42a7f39ea3705e6d1e0ee7627f53d1182d4a5d877,2917,file,Go,test,supporting,PR160-M004;PR160-C0062;PR160-C0069,semantic_tags=dns;platform_integration
Xray-core-main,testing/scenarios/vless_test.go,ef49120f4da9a5c1858c868ff77e55c853d1dd7ecb90e06eae27afc1dcf0b148,19287,file,Go,test,supporting,PR160-M004;PR160-C0071;PR160-C0069,semantic_tags=proxy_protocols;platform_integration
Xray-core-main,testing/scenarios/command_test.go,509c1506b11d765303b2e4f68235e157266a67538a827e6c71c10182bef734bc,18853,file,Go,test,supporting,PR160-M004;PR160-C0059;PR160-C0069,semantic_tags=api_controlplane;platform_integration
Xray-core-main,testing/scenarios/http_test.go,44bd1cceed245305d7bcbf33b536cc1cc28d925563ef2b64f079143533594c60,9652,file,Go,test,supporting,PR160-M004;PR160-C0069,semantic_tags=platform_integration
Xray-core-main,testing/scenarios/common.go,403e72256813b2a75ea80d691adb39e65e57fc62298c250e8ae5d4e27d9af9df,6184,file,Go,test,supporting,PR160-M004;PR160-C0069,semantic_tags=platform_integration
Xray-core-main,testing/scenarios/shadowsocks_2022_test.go,b53149af9e489dfb81bf2b0df95e1091194f19cc58bfa4563da0e2a5a2d2d2af,6302,file,Go,test,supporting,PR160-M004;PR160-C0071;PR160-C0069,semantic_tags=proxy_protocols;platform_integration
Xray-core-main,testing/scenarios/main_test.go,70777cc3fef82fa18f18cf97e56888ea6bcc17f7a18578bc08612e874bc2a38b,132,file,Go,test,supporting,PR160-M004;PR160-C0069,semantic_tags=platform_integration
Xray-core-main,testing/scenarios/socks_test.go,24bc9de7e495eb1112b3caa71927655854f8dac198b0c93f1f0ec58b67668178,14103,file,Go,test,supporting,PR160-M004;PR160-C0071;PR160-C0069,semantic_tags=proxy_protocols;platform_integration
Xray-core-main,testing/scenarios/feature_test.go,0d9be2a305b830cdf7b449a0eff91326fcea67ccae03d86d771cbc8b676846a8,19764,file,Go,test,supporting,PR160-M004;PR160-C0069,semantic_tags=platform_integration
Xray-core-main,testing/scenarios/metrics_test.go,2d921b1e9a524e7f34a9f1d0cae52afb36caab478186b8a2ae0e94dede164760,2897,file,Go,test,supporting,PR160-M004;PR160-C0066;PR160-C0069,semantic_tags=logging_observability;platform_integration
Xray-core-main,testing/scenarios/policy_test.go,797e11d125948530151078d09e0d7196d2387b77382916f11412431518a44998,6748,file,Go,test,supporting,PR160-M004;PR160-C0073;PR160-C0069,semantic_tags=routing_policy;platform_integration
