donor,path,sha256,size_bytes,file_type,language,classification,authority_status,semantic_record_ids,notes
luminet-baseline-d73453f,server/internal/proxy/geosite_routing_matcher.go,7c8facb577cdb4f61694809def5b9f6a6be9901d5f0c7f008e37a2f55dc64041,1489,regular,go,implementation,historical-authoritative,HVC-GEOSITE-001,Dynamic override value promoted to internal/domainrouting; proxy surface retained as facade.
luminet-baseline-d73453f,server/internal/proxy/gohop.go,092bf3ce47d2923f13756d27a17a41fd027cdf0cc95f511799b7c31b83bdacd6,620,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-GOHOP-092BF3CE,Promoted to governed labs surface at labs/daemon/proxy/gohop.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/google_drive_tunnel.go,e9a29f8191af9a9190b092782a41d8b6c4e33f1257b6cb4a9aecac527bc6cb3a,659,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-GOOGLE-DRIVE-TUNNEL-E9A29F81,Promoted to governed labs surface at labs/daemon/proxy/google_drive_tunnel.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/google_relay.go,35879351a69cc0c35a6c6ef6acd802aef18c9a9fd1d60de0b2c72a78ce870098,696,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-GOOGLE-RELAY-35879351,Promoted to governed labs surface at labs/daemon/proxy/google_relay.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/gopacket.go,5e030c23876f3645e105268484fc21ee4e594c9f706cf694e474829f2d99bdbf,678,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-GOPACKET-5E030C23,Promoted to governed labs surface at labs/daemon/proxy/gopacket.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/gost_chain.go,f49d016f6466fc8408fc46ae8cc88fb9d2f03b1cd464676ff317df2c98e6e99a,4719,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-GOST-CHAIN-F49D016F,Promoted to governed labs surface at labs/daemon/proxy/gost_chain.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/graceful_listener.go,1985e28daa2a5679719323efe322dfa7b9cb51ee48071c319c9b470051bbc46a,1692,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-GRACEFUL-LISTENER-1985E28D,Promoted to governed labs surface at labs/daemon/proxy/graceful_listener.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/gvisor_lwip.go,0b9671ff6fd67cf5d81226113b0145a2ecea0c2adce0d1dd6583a3b9dd4e1a63,7908,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-GVISOR-LWIP-0B9671FF,Promoted to governed labs surface at labs/daemon/proxy/gvisor_lwip.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/gvisor_lwip_test.go,61ee7768f76306bb662b5167033966829702423ed1cd14c6f755e9c69a566470,3406,regular,go,test,lab-non-authoritative,HVC-LAB-W20-GVISOR-LWIP-0B9671FF,Promoted to governed labs surface at labs/daemon/proxy/gvisor_lwip_test.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/gvisor_stack.go,56d6a0a771892ab9b6da97191e946c173fc5e5b310c32bfa38cdfc7a92ec2b79,1911,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-GVISOR-STACK-56D6A0A7,Promoted to governed labs surface at labs/daemon/proxy/gvisor_stack.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/gvisor_stack_test.go,4da103cac0b7e1adc10b047ba677b2c9fde56d88630924289fdb6cd7e57454fb,1077,regular,go,test,lab-non-authoritative,HVC-LAB-W20-GVISOR-STACK-56D6A0A7,Promoted to governed labs surface at labs/daemon/proxy/gvisor_stack_test.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/handshake_fingerprint.go,15285a7446d2da44fc8aa7d137ef714e897ca1eb69dffb2f8efef1b7df4acd8e,18314,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-HANDSHAKE-FINGERPRINT-15285A74,Promoted to governed labs surface at labs/daemon/proxy/handshake_fingerprint.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/handshake_fingerprint_test.go,3dd3105f10c0e0c357a5f69f583b37a82f9e0147f3c743435b8e1111fc146406,3539,regular,go,test,lab-non-authoritative,HVC-LAB-W20-HANDSHAKE-FINGERPRINT-15285A74,Promoted to governed labs surface at labs/daemon/proxy/handshake_fingerprint_test.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/harness_metrics_reporters.go,ce8b93bd32936fe7f4bb32f8c57743a469445bbee7a7feb355ec31fef057b3b4,119176,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-HARNESS-METRICS-REPORTERS-CE8B93BD,Promoted to governed labs surface at labs/daemon/proxy/harness_metrics_reporters.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/hiddify_manager.go,36e6b1d605610fde6ad08a4a7e072d086530b9995a512c7feea832d7636bd077,2045,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-HIDDIFY-MANAGER-36E6B1D6,Promoted to governed labs surface at labs/daemon/proxy/hiddify_manager.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/hosts_override.go,5bea401cf759cb753fab7e5f88aa6852749bacfc644bddb569e904ca7e41bfd4,5879,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-HOSTS-OVERRIDE-5BEA401C,Promoted to governed labs surface at labs/daemon/proxy/hosts_override.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/hping.go,2675aa19af50fa7f896315e434bce976f5ecca7bbfe40c6222d0046233756a8b,509,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-HPING-2675AA19,Promoted to governed labs surface at labs/daemon/proxy/hping.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/http_load_balancer.go,020f809674c481cd62578107b1114b389927969120c9b9f06a1984135bb1fb1b,4043,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-HTTP-LOAD-BALANCER-020F8096,Promoted to governed labs surface at labs/daemon/proxy/http_load_balancer.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/http_proxy_listener.go,3a8a416d74874641f4700215d15387ccff6a9f874fcb7b87cba3337678feb085,1931,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-HTTP-PROXY-LISTENER-3A8A416D,Promoted to governed labs surface at labs/daemon/proxy/http_proxy_listener.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/httun.go,3a674292b589844a012c2d3046d0843c76293797637a151039d94b50f593eb20,559,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-HTTUN-3A674292,Promoted to governed labs surface at labs/daemon/proxy/httun.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/httun_acme_xtls_test.go,509641ba2b2e250ac94af7fff2c54881c6be48a9cf1564095666a2093c4de59c,8859,regular,go,test,lab-non-authoritative,n/a,Promoted to governed labs surface at labs/daemon/proxy/httun_acme_xtls_test.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/httun_transport.go,67ebf3fbab8235e62d99c522cd3b3571c8a3c2ab3224a661b039ff125bed60de,10653,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-HTTUN-TRANSPORT-67EBF3FB,Promoted to governed labs surface at labs/daemon/proxy/httun_transport.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/i2p_client.go,13b2037ecc03390da7bba49997e12a3b7e7545f705853937b3a87cfaea7d43d9,2041,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-I2P-CLIENT-13B2037E,Promoted to governed labs surface at labs/daemon/proxy/i2p_client.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/i2p_core.go,1651a1395d694b8e8a6c7690a725e413a48a49dddebc4905c1814443b51bf100,596,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-I2P-CORE-1651A139,Promoted to governed labs surface at labs/daemon/proxy/i2p_core.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/icmp_tunnel.go,54d1c62979b3ee1e15b916dc42e237092ae05d3386991066c0367b643dd29a63,3006,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-ICMP-TUNNEL-54D1C629,Promoted to governed labs surface at labs/daemon/proxy/icmp_tunnel.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/inbound_panel_adapter.go,fdd477a97e8c7fdb244735eb3f0db4fee88c65bd282dcb524cfb659b8baec153,6825,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-INBOUND-PANEL-ADAPTER-FDD477A9,Promoted to governed labs surface at labs/daemon/proxy/inbound_panel_adapter.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/ip_trie.go,3733be801f5a6ca793166a17b16e0184a8f2c22a92cf012edeaedbad4a253218,1489,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-IP-TRIE-3733BE80,Promoted to governed labs surface at labs/daemon/proxy/ip_trie.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/ip_trie_test.go,188450b14fea6effe958402ea256468ec28726c96a79b0950a49d11fcf803a30,967,regular,go,test,lab-non-authoritative,HVC-LAB-W20-IP-TRIE-3733BE80,Promoted to governed labs surface at labs/daemon/proxy/ip_trie_test.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/ipsec.go,6a89aa249614351086f9c8557df384c27107e62614ae4072db4ded05b01236c7,844,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-IPSEC-6A89AA24,Promoted to governed labs surface at labs/daemon/proxy/ipsec.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/isolated_routing_enclave.go,849a47c76edcec5ac4d4651be88b79b98e0b6664e019717be664e6bebd0edd06,1403,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-ISOLATED-ROUTING-ENCLAVE-849A47C7,Promoted to governed labs surface at labs/daemon/proxy/isolated_routing_enclave.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/isolated_routing_unix.go,55fda62e809e2510d9c8ab7f5c55c6090f8509c9b22695172765d9fdcabc719d,437,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-ISOLATED-ROUTING-UNIX-55FDA62E,Promoted to governed labs surface at labs/daemon/proxy/isolated_routing_unix.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/isolated_routing_windows.go,30fb64c511ea2526d31668d9361242058f1ef708c548762b81c951e47fccb9d6,238,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-ISOLATED-ROUTING-WINDOWS-30FB64C5,Promoted to governed labs surface at labs/daemon/proxy/isolated_routing_windows.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/jjtcprelay_config.go,dece141f07c8e44cd14c4694c9173b9383097a877c2c270fc0d6b74e6424214b,9914,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-JJTCPRELAY-CONFIG-DECE141F,Promoted to governed labs surface at labs/daemon/proxy/jjtcprelay_config.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/json_filter.go,bfcb7ab8bba68a90e88419360f7e1a8f1048e1244e4d7c473c0bb178f9d5ad99,1304,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-JSON-FILTER-BFCB7AB8,Promoted to governed labs surface at labs/daemon/proxy/json_filter.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/json_filter_test.go,1d7b215a93182439c8b73c2b2360f24f46dfe68478a931f3a27e22fc76b277ce,1225,regular,go,test,lab-non-authoritative,HVC-LAB-W20-JSON-FILTER-BFCB7AB8,Promoted to governed labs surface at labs/daemon/proxy/json_filter_test.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/kcp_dialer.go,15fbcb5caf4504c2a9d5aedfbb33708e57be917b14a19409281b27e17ccf47c5,712,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-KCP-DIALER-15FBCB5C,Promoted to governed labs surface at labs/daemon/proxy/kcp_dialer.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/kcp_fec.go,8160625dbfc3eece6b72c9b94e6853ce7b982ed5707b7ccff029ede679459bc0,3146,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-KCP-FEC-8160625D,Promoted to governed labs surface at labs/daemon/proxy/kcp_fec.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/kcp_go.go,00c4fe26993ce802b6990fb9b57031cac69128d6671633b487d8268d206f2809,593,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-KCP-GO-00C4FE26,Promoted to governed labs surface at labs/daemon/proxy/kcp_go.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/keepalive_heartbeat.go,b9a9e3f532f722b0a85312ddf504d23ef1bbb5a3971bb69d466e227f436c0b50,247,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-KEEPALIVE-HEARTBEAT-B9A9E3F5,Promoted to governed labs surface at labs/daemon/proxy/keepalive_heartbeat.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/l7mp_listener.go,fb8835eb627c047db1e85cbc620cc5ab44ae537dca024ab7678c887efcf6e0e3,1933,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-L7MP-LISTENER-FB8835EB,Promoted to governed labs surface at labs/daemon/proxy/l7mp_listener.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/l7mp_offload.go,7bf2952b194e265e14a24b4baae74a83ee1ffd51874b5fbd7e68f00026c21df5,1523,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-L7MP-OFFLOAD-7BF2952B,Promoted to governed labs surface at labs/daemon/proxy/l7mp_offload.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/l7mp_session.go,15800fe8f86734e8edcd2d23384e09f31ca5cc446eeffe7509205f9ee0c68cc0,2494,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-L7MP-SESSION-15800FE8,Promoted to governed labs surface at labs/daemon/proxy/l7mp_session.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/landing_disguise.go,eed962897f159b61316d4bf01ef8e4f82385b9fd3802eaf08c38374fe04063fe,686,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-LANDING-DISGUISE-EED96289,Promoted to governed labs surface at labs/daemon/proxy/landing_disguise.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/lantern.go,16263c3cfab3dc838eea45533e840b3fec97469878bc324773955a38836a9e48,532,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-LANTERN-16263C3C,Promoted to governed labs surface at labs/daemon/proxy/lantern.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/lantern_bridge.go,e5af0c6e1c017a134ddc5541a95d89988fbc83c04ce5a9c76ed8f800cb811f9c,3071,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-LANTERN-BRIDGE-E5AF0C6E,Promoted to governed labs surface at labs/daemon/proxy/lantern_bridge.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/latency_variance_monitor.go,7c81606cdfbd81afb3ddf23af5dda42462d40a28df55e22ac7974629406f0fb1,6662,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-LATENCY-VARIANCE-MONITOR-7C81606C,Promoted to governed labs surface at labs/daemon/proxy/latency_variance_monitor.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/layer7_mesh_adapter.go,27504b488aff5e955af0ff314406547560cc57347e791cfa67480e63766ba7eb,544,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-LAYER7-MESH-ADAPTER-27504B48,Promoted to governed labs surface at labs/daemon/proxy/layer7_mesh_adapter.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/layer7_proxy_mesh.go,cc8a604aa14f9685a522c5c19c66077c952e3f062305fb2d854a662e9121304c,541,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-LAYER7-PROXY-MESH-CC8A604A,Promoted to governed labs surface at labs/daemon/proxy/layer7_proxy_mesh.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/libxray.go,61d692330ba20f24229db3869e7aff652cf8a634319b8cbcdf982bd0c5bcc64f,618,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-LIBXRAY-61D69233,Promoted to governed labs surface at labs/daemon/proxy/libxray.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/live_logs.go,992b00160bc8824ddea8d8584b64b725ec600b9293a9fc572b4caef726b44fb3,1469,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-LIVE-LOGS-992B0016,Promoted to governed labs surface at labs/daemon/proxy/live_logs.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/load_balancer.go,7d2742c9e957c5c507311972d53b500b1ec3611f11b5788bb84530ad6daadbb4,590,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-LOAD-BALANCER-7D2742C9,Promoted to governed labs surface at labs/daemon/proxy/load_balancer.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/marzban.go,05c7ecc24d447ef45d2cc2ffa1aaa4e4e340b8a2475e14479185035a80deeaa0,5361,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-MARZBAN-05C7ECC2,Promoted to governed labs surface at labs/daemon/proxy/marzban.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/masque_dialer.go,187e211fb7c356897d122fc0c412c9faf6b2a1825a3b55629d3ab4030a9b4605,10102,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-MASQUE-DIALER-187E211F,Promoted to governed labs surface at labs/daemon/proxy/masque_dialer.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/masque_dialer_test.go,afa5a12b0093f30d6ef1a6d75ef14ab5a7b9a384b084ffa03db1c8014513ca12,4477,regular,go,test,lab-non-authoritative,HVC-LAB-W20-MASQUE-DIALER-187E211F,Promoted to governed labs surface at labs/daemon/proxy/masque_dialer_test.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/master_http_relay_client.go,56d6e2d3449675211c6a68d6e30f2ed4b814fc43cbfb78c5c47cd3ef6a37d76c,8013,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-MASTER-HTTP-RELAY-CLIENT-56D6E2D3,Promoted to governed labs surface at labs/daemon/proxy/master_http_relay_client.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/master_http_relay_config.go,b0494ffd0e384b1ebb1b8766aad89b602b7fcf22c0ebd06b808882e96d5500bd,11031,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-MASTER-HTTP-RELAY-CONFIG-B0494FFD,Promoted to governed labs surface at labs/daemon/proxy/master_http_relay_config.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/master_http_relay_quota.go,76c009ac0aea89dbf4f496a781a4761f1dae1bbac8c347f0cda03cd4b3c251e6,8264,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-MASTER-HTTP-RELAY-QUOTA-76C009AC,Promoted to governed labs surface at labs/daemon/proxy/master_http_relay_quota.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/masterdnsvpn_inflight.go,2c3cb58826b3eef276a4013ed4a54c30f63ff2e5a73c5e5528c47e256e88d7d4,3975,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-MASTERDNSVPN-INFLIGHT-2C3CB588,Promoted to governed labs surface at labs/daemon/proxy/masterdnsvpn_inflight.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/mitm_detector.go,0e63e3b1c516fc2baad265773953b2c9457c1f6a5f5fb4a59e6aae130b0589cc,3837,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-MITM-DETECTOR-0E63E3B1,Promoted to governed labs surface at labs/daemon/proxy/mitm_detector.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/mitm_detector_test.go,8828386e0fb9cfd7b865ac6ce10244b293a2edfeeff574bc223e336bf5cc7b6f,1622,regular,go,test,lab-non-authoritative,HVC-LAB-W20-MITM-DETECTOR-0E63E3B1,Promoted to governed labs surface at labs/daemon/proxy/mitm_detector_test.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/mitm_domain_fronting_repacker.go,b14c4ac214cb36b306a29afa0e9910d12a20e40c49fc7d8e0f4334dd4478de63,9419,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-MITM-DOMAIN-FRONTING-REPACKER-B14C4AC2,Promoted to governed labs surface at labs/daemon/proxy/mitm_domain_fronting_repacker.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/mitm_tls_proxy.go,1bbb08af4bff6ddb176611320b8ee4064e26d83999d1866f9d2880113cdf1730,657,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-MITM-TLS-PROXY-1BBB08AF,Promoted to governed labs surface at labs/daemon/proxy/mitm_tls_proxy.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/mobile_sni_spoofer.go,f03ba2a5ded705bc8513431440a42cdf03ed2865824ea5e2edaff26c153732e3,2288,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-MOBILE-SNI-SPOOFER-F03BA2A5,Promoted to governed labs surface at labs/daemon/proxy/mobile_sni_spoofer.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/mtproto.go,60069b0172e8b0165987d07e17f09a141c965e5379e8a12844ec8507d68769c0,11760,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-MTPROTO-60069B01,Promoted to governed labs surface at labs/daemon/proxy/mtproto.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/multi_inbound_panel.go,d3c33d6500d81496eb91d9483a80b25eef6c06f2e208901b94d1455994029e99,1858,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-MULTI-INBOUND-PANEL-D3C33D65,Promoted to governed labs surface at labs/daemon/proxy/multi_inbound_panel.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/multi_path_balancer.go,a932995239d0cc0d47d75ae877a0f9b2b3551fde8720180c84781de5fa3d7fd0,447,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-MULTI-PATH-BALANCER-A9329952,Promoted to governed labs surface at labs/daemon/proxy/multi_path_balancer.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/multihost_parser.go,1e5171820fd9d8a880ea7fe4a6ffa20bdae66b38aafee7e18bc4f9de60fa2ad7,645,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-MULTIHOST-PARSER-1E517182,Promoted to governed labs surface at labs/daemon/proxy/multihost_parser.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/naive.go,096f67ded5b2fe5d1d0487422a57af5b9b21ed7c7c57c2760b2c9b494f68596c,642,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-NAIVE-096F67DE,Promoted to governed labs surface at labs/daemon/proxy/naive.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/naive_padding_conn.go,490ea2fc10ce01189322b55e1eaedfe3560d01877f8ff05c66502915b998c958,2771,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-NAIVE-PADDING-CONN-490EA2FC,Promoted to governed labs surface at labs/daemon/proxy/naive_padding_conn.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/naive_padding_conn_test.go,5471d8d6d0cd6c03882437327c7f49f7da78496f359bbe548b2fcbdfaf762e41,2481,regular,go,test,lab-non-authoritative,HVC-LAB-W20-NAIVE-PADDING-CONN-490EA2FC,Promoted to governed labs surface at labs/daemon/proxy/naive_padding_conn_test.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/nested_wireguard.go,fb94a8a1184add05321b5ef54283f066ee18cb5ad455032d591ad23c286fd0cd,3058,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-NESTED-WIREGUARD-FB94A8A1,Promoted to governed labs surface at labs/daemon/proxy/nested_wireguard.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/nested_wireguard_test.go,9f72ac8052b9defc2c7e7fdb87133b0d715b14c2b27a323f0536198216f043d0,2747,regular,go,test,lab-non-authoritative,HVC-LAB-W20-NESTED-WIREGUARD-FB94A8A1,Promoted to governed labs surface at labs/daemon/proxy/nested_wireguard_test.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/netgovpn_client.go,2450944f5b378b482b5c8036d2c94dabcfdc4e3695ccf3c313febe8fee31e29f,9088,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-NETGOVPN-CLIENT-2450944F,Promoted to governed labs surface at labs/daemon/proxy/netgovpn_client.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/netgovpn_logger.go,92c882e1a7be02a1a6dca17d12eea548e2bc75ca1d1ee55b8957a8324ab61cae,3257,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-NETGOVPN-LOGGER-92C882E1,Promoted to governed labs surface at labs/daemon/proxy/netgovpn_logger.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/nexus_proxy.go,52c1a7c1e7daf780934e794bad250c3fabfadc044a431ddd3476be7ea326082f,571,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-NEXUS-PROXY-52C1A7C1,Promoted to governed labs surface at labs/daemon/proxy/nexus_proxy.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/nipo_obfuscator.go,2cdb3878d17b9034f4d142739ae338cac1c9561dc30157b8aca8254b20c72dde,3569,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-NIPO-OBFUSCATOR-2CDB3878,Promoted to governed labs surface at labs/daemon/proxy/nipo_obfuscator.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/node_mitm_proxy.go,c5db448ed710b9c1dc29006114ee16e3b0fa0ea16d03422b6a42b304e0d356a8,6618,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-NODE-MITM-PROXY-C5DB448E,Promoted to governed labs surface at labs/daemon/proxy/node_mitm_proxy.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/node_unblocker.go,5b59a9b4b7bf7797bfada0efb1cbe2ea669f3aefa8595dec9cc5e7b565d321b2,6476,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-NODE-UNBLOCKER-5B59A9B4,Promoted to governed labs surface at labs/daemon/proxy/node_unblocker.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/nomore_walls_domain_tree.go,6e17089b2bf24b70ed8a600834db6c75cc39f79e78a80744e6e6df107baedaae,10513,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-NOMORE-WALLS-DOMAIN-TREE-6E17089B,Promoted to governed labs surface at labs/daemon/proxy/nomore_walls_domain_tree.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/nomore_walls_domain_tree_test.go,20a48aa2638f6bcefa455abd625a232e1321d0af631a265dd50d43b6f3953a50,2681,regular,go,test,lab-non-authoritative,HVC-LAB-W20-NOMORE-WALLS-DOMAIN-TREE-6E17089B,Promoted to governed labs surface at labs/daemon/proxy/nomore_walls_domain_tree_test.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/non_portable_wrappers.go,79d187564d2e3459df12288f13899f411e08df2b5d364a3a7679062272e70075,1877,regular,go,implementation,lab-non-authoritative,HVC-LAB-W20-NON-PORTABLE-WRAPPERS-79D18756,Promoted to governed labs surface at labs/daemon/proxy/non_portable_wrappers.go; exact bytes retained.
luminet-baseline-d73453f,server/internal/proxy/non_portable_wrappers_test.go,bb7ee4d71205d0958438ad7b07a9a497480296a43aa155743cd2e48c886a55fe,792,regular,go,test,lab-non-authoritative,HVC-LAB-W20-NON-PORTABLE-WRAPPERS-79D18756,Promoted to governed labs surface at labs/daemon/proxy/non_portable_wrappers_test.go; exact bytes retained.
