predecessor_wave,predecessor_record_id,donor,domain,value_unit,donor_path,donor_sha256,predecessor_disposition,predecessor_validation_status,post_refactor_228_status,post_refactor_228_record_ids,fresh_source_hash_verified,post_refactor_228_rationale
226,PR226-F0067,shadowsocks-crypto,file:src/v1/streamcipher/crypto/aes.rs,src/v1/streamcipher/crypto/aes.rs file semantics,src/v1/streamcipher/crypto/aes.rs,bae17b43da6f035b39d76168775e9cb41cd8acd52017a75c46459e5cb7bc82e8,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0068,shadowsocks-crypto,file:src/v1/streamcipher/crypto/camellia.rs,src/v1/streamcipher/crypto/camellia.rs file semantics,src/v1/streamcipher/crypto/camellia.rs,c1ce8155c8fc20fcfc6170547fc8e6c5e2aad9a8574f60919ec2876131408186,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0069,shadowsocks-crypto,file:src/v1/streamcipher/crypto/mod.rs,src/v1/streamcipher/crypto/mod.rs file semantics,src/v1/streamcipher/crypto/mod.rs,859e5ac00e13c2d1604c8f06e3c9c721610a5ee5c8f1f016003b553ca7ed9a4b,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0070,shadowsocks-crypto,file:src/v1/streamcipher/crypto/rc4.rs,src/v1/streamcipher/crypto/rc4.rs file semantics,src/v1/streamcipher/crypto/rc4.rs,88d3dee42edcce923eb7eab311ed32a06eef920a1d548a7defe30abb9bd4b328,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0071,shadowsocks-crypto,file:src/v1/streamcipher/ctr.rs,src/v1/streamcipher/ctr.rs file semantics,src/v1/streamcipher/ctr.rs,81e2e9a4fab6b987d7a309277ee8bb4c654eef751b7acb2441caaf2a4e3b0e3c,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0072,shadowsocks-crypto,file:src/v1/streamcipher/mod.rs,src/v1/streamcipher/mod.rs file semantics,src/v1/streamcipher/mod.rs,6108f26d4e565872bb683510693dd4e2ab68a128045485c04d06a803702ca614,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0073,shadowsocks-crypto,file:src/v1/streamcipher/ofb.rs,src/v1/streamcipher/ofb.rs file semantics,src/v1/streamcipher/ofb.rs,ed5a5e5dd414cedcdfa06767dd8fc42cd60cc9f0b777315c47528c186bcf0ead,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0074,shadowsocks-crypto,file:src/v1/streamcipher/rc4.rs,src/v1/streamcipher/rc4.rs file semantics,src/v1/streamcipher/rc4.rs,dcc719a84047728fcb8f52542f1243f1966f94d015fa80e5d91b9be0a7ef1f85,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0075,shadowsocks-crypto,file:src/v1/streamcipher/rc4_md5.rs,src/v1/streamcipher/rc4_md5.rs file semantics,src/v1/streamcipher/rc4_md5.rs,1417a42a3c125801dea37e03938cbe8757d5121d2eb36e57ec8711ef60c4c8bc,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0076,shadowsocks-crypto,file:src/v1/streamcipher/table.rs,src/v1/streamcipher/table.rs file semantics,src/v1/streamcipher/table.rs,31821321cc263a06d2fbbaec1d39fe9a2682c8c03714198880e2580cbfffc53f,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0077,shadowsocks-crypto,file:src/v2/crypto/aes_gcm.rs,src/v2/crypto/aes_gcm.rs file semantics,src/v2/crypto/aes_gcm.rs,3bb435c2ab3916da13f0043aab1e98b6c1d828f57ada2f813421b725f8ed336c,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0078,shadowsocks-crypto,file:src/v2/crypto/chacha20_poly1305.rs,src/v2/crypto/chacha20_poly1305.rs file semantics,src/v2/crypto/chacha20_poly1305.rs,3663a1d6b904add965102c4232c0deb65d4bf8fcdf1eb60b7658b91d82694b66,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0079,shadowsocks-crypto,file:src/v2/crypto/chacha8_poly1305.rs,src/v2/crypto/chacha8_poly1305.rs file semantics,src/v2/crypto/chacha8_poly1305.rs,24bae9d981e8914af18358e5662e158f0590870d359aaa3022b575c60a582d44,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0080,shadowsocks-crypto,file:src/v2/crypto/mod.rs,src/v2/crypto/mod.rs file semantics,src/v2/crypto/mod.rs,dc54a0ff9c94e9470993bd099e03169bd832907c66506fddf94c5d96a7f59c3d,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0081,shadowsocks-crypto,file:src/v2/crypto/xchacha20_poly1305.rs,src/v2/crypto/xchacha20_poly1305.rs file semantics,src/v2/crypto/xchacha20_poly1305.rs,d8e28b45fb816864546c7e99b08ef09f6b06e74d9d093892dcb55ea01415765c,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0082,shadowsocks-crypto,file:src/v2/crypto/xchacha8_poly1305.rs,src/v2/crypto/xchacha8_poly1305.rs file semantics,src/v2/crypto/xchacha8_poly1305.rs,d8a1c2a211441854d621269806a860318b2927a54119361bb1845f13103fe546,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0083,shadowsocks-crypto,file:src/v2/mod.rs,src/v2/mod.rs file semantics,src/v2/mod.rs,a3fca0cd503de535c08e87321d51cc8d904dec7400dc0bc1d70bcabad4477aa6,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0084,shadowsocks-crypto,file:src/v2/tcp/mod.rs,src/v2/tcp/mod.rs file semantics,src/v2/tcp/mod.rs,272372c5b2cc5dacb947fb8f9c84eac0d8038199838712175e15a3f78b15f531,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0085,shadowsocks-crypto,file:src/v2/udp/aes_gcm.rs,src/v2/udp/aes_gcm.rs file semantics,src/v2/udp/aes_gcm.rs,fec61cdadd5b5ed1a395767c9aeb8412cb68a49d0c0ad3665d27fcc5b31d12dc,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0086,shadowsocks-crypto,file:src/v2/udp/chacha20_poly1305.rs,src/v2/udp/chacha20_poly1305.rs file semantics,src/v2/udp/chacha20_poly1305.rs,010251a447e86a0dd6a957b26a19262b5726ec115bbff30e4dd412518842a83b,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0087,shadowsocks-crypto,file:src/v2/udp/chacha8_poly1305.rs,src/v2/udp/chacha8_poly1305.rs file semantics,src/v2/udp/chacha8_poly1305.rs,356268052e133ff2bd23c9cbed0031d714cce4ad87c65c571155e3f8421fb8e8,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0088,shadowsocks-crypto,file:src/v2/udp/mod.rs,src/v2/udp/mod.rs file semantics,src/v2/udp/mod.rs,89c9ec6b6cd1100c5562f9b4382b311636a57ec38766c44f73fab8069170fb58,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0089,shadowsocks-rust,file:.circleci/config.yml,.circleci/config.yml file semantics,.circleci/config.yml,85b2699b1ca3bba3caf6aca2c21f883e2dcf3895b810927c904a0f6801d466eb,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0090,shadowsocks-rust,file:.travis.yml,.travis.yml file semantics,.travis.yml,5e67da4dc81b970e8201302adc9c35411a06e4b75839e5801af96a8ffaa4059e,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0091,shadowsocks-rust,file:Cargo.lock,Cargo.lock file semantics,Cargo.lock,83bc860c03df47d676021fd68b27e6c47f6dc1a0c272fa1d7802e9bca3ea6e38,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0092,shadowsocks-rust,file:Cargo.toml,Cargo.toml file semantics,Cargo.toml,c83a1c3af83f778a0680839bbed8510536653631a0417c8c53dccdb2f0534620,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0093,shadowsocks-rust,file:Cross-centos.toml,Cross-centos.toml file semantics,Cross-centos.toml,683de37d1ed3f203dea7e38f2a87b118650fdc4bdafd9d87ad4c7e601b20b770,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0094,shadowsocks-rust,file:Cross.toml,Cross.toml file semantics,Cross.toml,4fb114a81ebd1f23e5ea9800c0075b7bc8c9590e049e4027771227c02792021d,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0095,shadowsocks-rust,file:Dockerfile,Dockerfile file semantics,Dockerfile,743eef8cfdf69140c08ab6e01e685d8030dd054773e7fcaa831c0a705418ab71,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0096,shadowsocks-rust,file:Makefile,Makefile file semantics,Makefile,cb9c3cc36af91f63580860a246151bb9a1fa66e1b2481d6d60113c99f6d67b1d,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0097,shadowsocks-rust,file:acl/genacl_proxy_gfw_bypass_china_ip.py,acl/genacl_proxy_gfw_bypass_china_ip.py file semantics,acl/genacl_proxy_gfw_bypass_china_ip.py,4c31371c1c8521a1b59759ea2c4ef715f6a495daed95aa4bc8932cd9c540cbfe,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0098,shadowsocks-rust,file:appveyor.yml,appveyor.yml file semantics,appveyor.yml,df04289a0e21690a339c3db82a4d19de427b3d56128533bf3f2822a9f4d46ad2,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0099,shadowsocks-rust,file:bin/sslocal.rs,bin/sslocal.rs file semantics,bin/sslocal.rs,84f988ba13fc499acd8e675e9eaaea4fb10874c0fa1b3d9a07cf99b7e3fd8774,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0100,shadowsocks-rust,file:bin/ssmanager.rs,bin/ssmanager.rs file semantics,bin/ssmanager.rs,571c84fb36b565a573180e100c9adbd4f09a70c4ee911a0c9e1565c12b7a3c7c,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0101,shadowsocks-rust,file:bin/ssserver.rs,bin/ssserver.rs file semantics,bin/ssserver.rs,7af9d896ea7e54ff8076fb9699024ef34b15c39f00ef3e13a6e35a6bbd4b9df0,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0102,shadowsocks-rust,file:bin/ssservice.rs,bin/ssservice.rs file semantics,bin/ssservice.rs,5e5822131f6b184c10fabedab7780e49313e20cb42fe59147dcb8acd8ed9a352,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0103,shadowsocks-rust,file:bin/ssurl.rs,bin/ssurl.rs file semantics,bin/ssurl.rs,c8ef84531cb6229fa56dac3d075a667ff7edceb74ae517d1f76e4f8932501831,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0104,shadowsocks-rust,file:bin/sswinservice.rs,bin/sswinservice.rs file semantics,bin/sswinservice.rs,fe2a9f8ce365faaee2415a09694c0b1d33c8bc6c8dd30cf0b78f261ec7bfaeab,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0105,shadowsocks-rust,file:build/build-host-release.ps1,build/build-host-release.ps1 file semantics,build/build-host-release.ps1,75a97a178b93287c774f565e2cf3c7ba57aad798de22646b7c9c58fef0523d25,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0106,shadowsocks-rust,file:cargo-publish.sh,cargo-publish.sh file semantics,cargo-publish.sh,e3611626679652377c780713254d1d559341bc684a20f7971efbfbce005f23ce,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0107,shadowsocks-rust,file:clippy.toml,clippy.toml file semantics,clippy.toml,da874424cfaa41093b9f918d9fbabe892bf3fcc07a643067659660a9fe3ecd72,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0108,shadowsocks-rust,file:configs/genipset.py,configs/genipset.py file semantics,configs/genipset.py,85355047da7c56faba3687ceaa44963bcda8556ea366b664598f1b9c82551f55,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0109,shadowsocks-rust,file:configs/iptables_mixed.sh,configs/iptables_mixed.sh file semantics,configs/iptables_mixed.sh,8f68aac1db34b1487b71fd961ae08ad962767dec03e0656445ea6dfe957426b9,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0110,shadowsocks-rust,file:configs/iptables_tproxy.sh,configs/iptables_tproxy.sh file semantics,configs/iptables_tproxy.sh,30a20ff51bc63e6b420e7ecc95a541fbeb8d27942258645540be164886c93b77,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0111,shadowsocks-rust,file:configs/log4rs.yaml,configs/log4rs.yaml file semantics,configs/log4rs.yaml,5669a39123b7e0494b31868e8c9d7f2bb17aac3da5e353a3f5a9abf1e60c7563,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0112,shadowsocks-rust,file:configs/shadowsocks.procd.sh,configs/shadowsocks.procd.sh file semantics,configs/shadowsocks.procd.sh,cc5187ae552c61206ee7349ce6578b825d5e2ae05db3e44621974ec5353f7024,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0113,shadowsocks-rust,file:crates/shadowsocks-service/Cargo.toml,crates/shadowsocks-service/Cargo.toml file semantics,crates/shadowsocks-service/Cargo.toml,f058460eb0e2c81da5350f683ceee89353a2f25df68e5aa98b1081bc74fcea04,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0114,shadowsocks-rust,file:crates/shadowsocks-service/src/acl/mod.rs,crates/shadowsocks-service/src/acl/mod.rs file semantics,crates/shadowsocks-service/src/acl/mod.rs,ba174fada052e71253e937c6a937adb4471b19c79ff5be0a79b3ae9590555b6a,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0115,shadowsocks-rust,file:crates/shadowsocks-service/src/acl/sub_domains_tree.rs,crates/shadowsocks-service/src/acl/sub_domains_tree.rs file semantics,crates/shadowsocks-service/src/acl/sub_domains_tree.rs,baf9851ce2cdeb89d646acea7b0b03f291caabd0c33c2d9ecaebdd2b9ddfd637,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0116,shadowsocks-rust,file:crates/shadowsocks-service/src/config.rs,crates/shadowsocks-service/src/config.rs file semantics,crates/shadowsocks-service/src/config.rs,2e29c45607d281f03857531f7aa45576b79a47a30f827808ebaf361509f6aac5,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0117,shadowsocks-rust,file:crates/shadowsocks-service/src/dns/mod.rs,crates/shadowsocks-service/src/dns/mod.rs file semantics,crates/shadowsocks-service/src/dns/mod.rs,909cbc2f390aef258ac83b23570ea3b0d453a8a4bf760bb3a7d4bb8dd2c4ed14,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0118,shadowsocks-rust,file:crates/shadowsocks-service/src/lib.rs,crates/shadowsocks-service/src/lib.rs file semantics,crates/shadowsocks-service/src/lib.rs,87cbb3432aee13f95985e6be19f0f42c9f1cb6885af9976abbdedd04ee79065a,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0119,shadowsocks-rust,file:crates/shadowsocks-service/src/local/context.rs,crates/shadowsocks-service/src/local/context.rs file semantics,crates/shadowsocks-service/src/local/context.rs,9834d9b71375ecee4c19e8ecfe94d8ea9b6a4b21697271a60407336c3368670b,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0120,shadowsocks-rust,file:crates/shadowsocks-service/src/local/dns/client_cache.rs,crates/shadowsocks-service/src/local/dns/client_cache.rs file semantics,crates/shadowsocks-service/src/local/dns/client_cache.rs,7efe49aabc25e6fe4e6b7daa811fd234b2234b006f761d1467065b21373bed6e,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0121,shadowsocks-rust,file:crates/shadowsocks-service/src/local/dns/config.rs,crates/shadowsocks-service/src/local/dns/config.rs file semantics,crates/shadowsocks-service/src/local/dns/config.rs,60ec3b52674997e0c60c1858144f660d5b1e60219f1814d0d987b1664290ab4f,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0122,shadowsocks-rust,file:crates/shadowsocks-service/src/local/dns/dns_resolver.rs,crates/shadowsocks-service/src/local/dns/dns_resolver.rs file semantics,crates/shadowsocks-service/src/local/dns/dns_resolver.rs,36471a61312c959cce145bb6af77b2fa8d21e320ae3add5e39fd8a90e71b43bd,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0123,shadowsocks-rust,file:crates/shadowsocks-service/src/local/dns/mod.rs,crates/shadowsocks-service/src/local/dns/mod.rs file semantics,crates/shadowsocks-service/src/local/dns/mod.rs,1695ea8267456ad61869e49b1ed47087286c8ce74493502c88d9c86b1797d335,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0124,shadowsocks-rust,file:crates/shadowsocks-service/src/local/dns/server.rs,crates/shadowsocks-service/src/local/dns/server.rs file semantics,crates/shadowsocks-service/src/local/dns/server.rs,a4ba899c90576b0ca1ee862797054062e1cd271b9c236c957a512f320e912279,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0125,shadowsocks-rust,file:crates/shadowsocks-service/src/local/dns/upstream.rs,crates/shadowsocks-service/src/local/dns/upstream.rs file semantics,crates/shadowsocks-service/src/local/dns/upstream.rs,b8c16d45ba2933b02533aa406f3a9f3e1292fb85a8b040122a5d5626cc05d2f3,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0126,shadowsocks-rust,file:crates/shadowsocks-service/src/local/fake_dns/manager.rs,crates/shadowsocks-service/src/local/fake_dns/manager.rs file semantics,crates/shadowsocks-service/src/local/fake_dns/manager.rs,db39a59d09223d44d6ae2c43badb9c93cbdcd4469cdbf99b31c7462962e22409,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0127,shadowsocks-rust,file:crates/shadowsocks-service/src/local/fake_dns/mod.rs,crates/shadowsocks-service/src/local/fake_dns/mod.rs file semantics,crates/shadowsocks-service/src/local/fake_dns/mod.rs,b4ba7a5f3460265efe833f2c5e3b2ab68d29535a387716d6dbd6690ef2c4d1f8,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0128,shadowsocks-rust,file:crates/shadowsocks-service/src/local/fake_dns/processor.rs,crates/shadowsocks-service/src/local/fake_dns/processor.rs file semantics,crates/shadowsocks-service/src/local/fake_dns/processor.rs,39abd82a5cc6f5d21f0b201d388f41da2ab367ccf3deaab6e7d1f2a88e46be64,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0129,shadowsocks-rust,file:crates/shadowsocks-service/src/local/fake_dns/proto.rs,crates/shadowsocks-service/src/local/fake_dns/proto.rs file semantics,crates/shadowsocks-service/src/local/fake_dns/proto.rs,82fbf2198520faa0c28ef73fe938d0fcebba5c6c3b2388af39e6e58efcdb385b,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0130,shadowsocks-rust,file:crates/shadowsocks-service/src/local/fake_dns/server.rs,crates/shadowsocks-service/src/local/fake_dns/server.rs file semantics,crates/shadowsocks-service/src/local/fake_dns/server.rs,a3beb76100c21bc1d12efbd2ee08d46b9c39b556112660565b90b8992014057e,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0131,shadowsocks-rust,file:crates/shadowsocks-service/src/local/fake_dns/tcp_server.rs,crates/shadowsocks-service/src/local/fake_dns/tcp_server.rs file semantics,crates/shadowsocks-service/src/local/fake_dns/tcp_server.rs,ad6054923115dddc19d834622f83d77022d706571e841bbb1849d56c2b5e7ee0,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0132,shadowsocks-rust,file:crates/shadowsocks-service/src/local/fake_dns/udp_server.rs,crates/shadowsocks-service/src/local/fake_dns/udp_server.rs file semantics,crates/shadowsocks-service/src/local/fake_dns/udp_server.rs,e9866cbedf2c9f91d63488e936c8b3a097a0757f05bc703a3cfc8481e359d210,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0133,shadowsocks-rust,file:crates/shadowsocks-service/src/local/http/config.rs,crates/shadowsocks-service/src/local/http/config.rs file semantics,crates/shadowsocks-service/src/local/http/config.rs,21520d8027a4b934d8f65923ecde6e7b8350f3cef7cafd0ee36a14407047709a,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0134,shadowsocks-rust,file:crates/shadowsocks-service/src/local/http/http_client.rs,crates/shadowsocks-service/src/local/http/http_client.rs file semantics,crates/shadowsocks-service/src/local/http/http_client.rs,293f94c6ffd4767c9b81625acb8145521e57a1d8157b96e903eaa094021d3787,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0135,shadowsocks-rust,file:crates/shadowsocks-service/src/local/http/http_service.rs,crates/shadowsocks-service/src/local/http/http_service.rs file semantics,crates/shadowsocks-service/src/local/http/http_service.rs,f06040ad274bc0c909433105d3fb78780e8b39772ea414348c760285ec0fca51,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
226,PR226-F0136,shadowsocks-rust,file:crates/shadowsocks-service/src/local/http/mod.rs,crates/shadowsocks-service/src/local/http/mod.rs file semantics,crates/shadowsocks-service/src/local/http/mod.rs,922cc703b100b4551b3e40ed236025c628404a2f1ccf3e8eef5ce3e6208a89b9,hardened,verified,revalidated-unchanged,n/a,true,Fresh donor bytes and predecessor evidence were rechecked; no stronger target-native change was justified without duplicating authority or weakening invariants.
