record_id,parent_record_id,composition_group_id,donor,domain,value_unit,source_granularity,value_form,separability,donor_path,donor_sha256,donor_symbol,transformation,mapping_topology,disposition,decision_rationale,target_capability,target_nodes,invariant,negative_invariant,test_node,operator_surface,migration_impact,license_note,risk_tier,dependency_record_ids,evidence_confidence,validation_status
PR232-M0093,PR232-R003,CG232-outline-client-aaee068bfa,outline-client,module-accountability,src/www/messages/fr.json module/subtree review,module/subtree,implementation/product/test evidence,module-level,src/www/messages/fr.json,4cb7c880ee6e379f05fee17a2ab51deb60f65d5058a55a02e118ffbce2b38389,n/a,module mechanism review,one-to-many,reviewed-target-fit,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0094,PR232-R003,CG232-outline-client-9004f24abd,outline-client,module-accountability,src/www/messages/he.json module/subtree review,module/subtree,implementation/product/test evidence,module-level,src/www/messages/he.json,a55ef0b001b63692c384e1806afcacb854c69b7dfd718caf84e9eeffc3543062,n/a,module mechanism review,one-to-many,reviewed-target-fit,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0095,PR232-R003,CG232-outline-client-755ba25e9c,outline-client,module-accountability,src/www/messages/hi.json module/subtree review,module/subtree,implementation/product/test evidence,module-level,src/www/messages/hi.json,c97029dc0015d4e7596b9a594dba27aaee13fe3c44cd21e91fde72523ca6dbc4,n/a,module mechanism review,one-to-many,reviewed-target-fit,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0096,PR232-R003,CG232-outline-client-d25980b10e,outline-client,module-accountability,src/www/messages/hr.json module/subtree review,module/subtree,implementation/product/test evidence,module-level,src/www/messages/hr.json,031adca77118ff29e134c762ba667640eca3036a4ab1a49c5e144d1253c93d55,n/a,module mechanism review,one-to-many,reviewed-target-fit,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0097,PR232-R003,CG232-outline-client-fa9f59503f,outline-client,module-accountability,src/www/messages/hu.json module/subtree review,module/subtree,implementation/product/test evidence,module-level,src/www/messages/hu.json,671c452fb6c8153e694d5e7508293dc0305c0096687bd2e49a4b9a919ee072a3,n/a,module mechanism review,one-to-many,reviewed-target-fit,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0098,PR232-R003,CG232-outline-client-f2f4dd2ec4,outline-client,module-accountability,src/www/messages/hy.json module/subtree review,module/subtree,implementation/product/test evidence,module-level,src/www/messages/hy.json,348601eabf9312f95ea3ccc0165c56ec6ecf11ee27b6a68ad05ede677af2a022,n/a,module mechanism review,one-to-many,reviewed-target-fit,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0099,PR232-R003,CG232-outline-client-fe2a0c54a5,outline-client,module-accountability,src/www/messages/id.json module/subtree review,module/subtree,implementation/product/test evidence,module-level,src/www/messages/id.json,f04ed24e50d23dd49183c0b88a9f5c3617ebb2c51f48f6ce7aff4496b38d8067,n/a,module mechanism review,one-to-many,reviewed-target-fit,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0100,PR232-R003,CG232-outline-client-9482362016,outline-client,module-accountability,src/www/messages/is.json module/subtree review,module/subtree,implementation/product/test evidence,module-level,src/www/messages/is.json,ac6dc22295724e78807c465e6f9ca06de0aecec6a78057aeb0349360d58d4a5a,n/a,module mechanism review,one-to-many,reviewed-target-fit,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0101,PR232-R003,CG232-outline-client-accc99cb75,outline-client,module-accountability,src/www/messages/it.json module/subtree review,module/subtree,implementation/product/test evidence,module-level,src/www/messages/it.json,855be2012f4ad434fa1fec0724e3796239b0099791bfe517be0bbdb1c01784b8,n/a,module mechanism review,one-to-many,reviewed-target-fit,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0102,PR232-R003,CG232-outline-client-e4506e1629,outline-client,module-accountability,src/www/messages/ja.json module/subtree review,module/subtree,implementation/product/test evidence,module-level,src/www/messages/ja.json,76aa641c73579acf96a6b4dbf7e89bd7bee903d91ce47172fa008b6795c22f36,n/a,module mechanism review,one-to-many,reviewed-target-fit,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0103,PR232-R003,CG232-outline-client-874e17bdcb,outline-client,module-accountability,src/www/messages/ka.json module/subtree review,module/subtree,implementation/product/test evidence,module-level,src/www/messages/ka.json,88009d3ac14ba8b18e3a5accea5a67a0561eb0839c18c6c9dfaa227f25a56986,n/a,module mechanism review,one-to-many,reviewed-target-fit,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0104,PR232-R003,CG232-outline-client-3d23f2d2a0,outline-client,module-accountability,src/www/messages/kk.json module/subtree review,module/subtree,implementation/product/test evidence,module-level,src/www/messages/kk.json,37a044f818a334f63502e79e7b4497f27b21e4b67b01073c390b0e8377415b38,n/a,module mechanism review,one-to-many,reviewed-target-fit,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0105,PR232-R003,CG232-outline-client-d20189ab23,outline-client,module-accountability,src/www/messages/km.json module/subtree review,module/subtree,implementation/product/test evidence,module-level,src/www/messages/km.json,5e66a67776d96f9950c1d39b4a52df98cd9ba960bd5cd50a973d18de0a79c809,n/a,module mechanism review,one-to-many,reviewed-target-fit,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0106,PR232-R003,CG232-outline-client-a79d8ba89a,outline-client,module-accountability,src/www/messages/ko.json module/subtree review,module/subtree,implementation/product/test evidence,module-level,src/www/messages/ko.json,a3b2b7e28bd62310e7ea0da899ff2c5b052b0f9307f37d8085cc2b287c6aeb57,n/a,module mechanism review,one-to-many,reviewed-target-fit,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0107,PR232-R003,CG232-outline-client-87665ac2f2,outline-client,module-accountability,src/www/messages/lo.json module/subtree review,module/subtree,implementation/product/test evidence,module-level,src/www/messages/lo.json,784fd0023542280491e62e007d96331de428ab020cead4650471898c16b0905e,n/a,module mechanism review,one-to-many,reviewed-target-fit,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0108,PR232-R003,CG232-outline-client-2e17df2495,outline-client,module-accountability,src/www/messages/lt.json module/subtree review,module/subtree,implementation/product/test evidence,module-level,src/www/messages/lt.json,1c48de73742aad2dbd3b2f055c346b0919b4b2fa48d25ada73b55b69221f21c9,n/a,module mechanism review,one-to-many,reviewed-target-fit,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0109,PR232-R003,CG232-outline-client-df1eeced20,outline-client,module-accountability,src/www/messages/lv.json module/subtree review,module/subtree,implementation/product/test evidence,module-level,src/www/messages/lv.json,b62175a7c8ac380888160d325bbfcbc2e8fb67285047d2c0fc857c40df27e299,n/a,module mechanism review,one-to-many,reviewed-target-fit,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0110,PR232-R003,CG232-outline-client-8d041335d2,outline-client,module-accountability,src/www/messages/mk.json module/subtree review,module/subtree,implementation/product/test evidence,module-level,src/www/messages/mk.json,625915f7ded87053029e99aa194af498a0b095dbf8f9aad4efa26ea12475e7f3,n/a,module mechanism review,one-to-many,reviewed-target-fit,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0111,PR232-R003,CG232-outline-client-9a5ff5d90f,outline-client,module-accountability,src/www/messages/mn.json module/subtree review,module/subtree,implementation/product/test evidence,module-level,src/www/messages/mn.json,f67fd7634084d9b26be9a7e8a171e028633a32b1b3c594dd352c072db38ed386,n/a,module mechanism review,one-to-many,reviewed-target-fit,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0112,PR232-R003,CG232-outline-client-6b70ede5b3,outline-client,module-accountability,src/www/messages/mr.json module/subtree review,module/subtree,implementation/product/test evidence,module-level,src/www/messages/mr.json,01a1575f0a88306abdbae0ca60d152eb437488617d7f59079a3cfaefcbf1d7b9,n/a,module mechanism review,one-to-many,reviewed-target-fit,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0113,PR232-R003,CG232-outline-client-b82842528d,outline-client,module-accountability,src/www/messages/ms.json module/subtree review,module/subtree,implementation/product/test evidence,module-level,src/www/messages/ms.json,d62599ea640335ebbb9009fe52b5cd308984514ee850b6661bc294ca59b90865,n/a,module mechanism review,one-to-many,reviewed-target-fit,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0114,PR232-R003,CG232-outline-client-efef987f40,outline-client,module-accountability,src/www/messages/my.json module/subtree review,module/subtree,implementation/product/test evidence,module-level,src/www/messages/my.json,f0d3c8bf6b7715e106bf15cd176c0656a739ff19d69dd5120f40b4f1917903b5,n/a,module mechanism review,one-to-many,reviewed-target-fit,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0115,PR232-R003,CG232-outline-client-f928f8829c,outline-client,module-accountability,src/www/messages/ne.json module/subtree review,module/subtree,implementation/product/test evidence,module-level,src/www/messages/ne.json,db7e2c8d2b8c33d1481dd93965cc2c44f1bd7aa8b2c5ae636e81b3d62062eef7,n/a,module mechanism review,one-to-many,reviewed-target-fit,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0116,PR232-R003,CG232-outline-client-1ca63dee32,outline-client,module-accountability,src/www/messages/nl.json module/subtree review,module/subtree,implementation/product/test evidence,module-level,src/www/messages/nl.json,9e9390ae722adff13ae6ff4754a19b607665ef7c41ebb0cdb2e51700d0c152b0,n/a,module mechanism review,one-to-many,reviewed-target-fit,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0117,PR232-R003,CG232-outline-client-fd0b8a9f4b,outline-client,module-accountability,src/www/messages/no.json module/subtree review,module/subtree,implementation/product/test evidence,module-level,src/www/messages/no.json,021beff0b865dcdf064aa86a5b4d6da5ebfd247c4116a9ab840f3f6c39b286dc,n/a,module mechanism review,one-to-many,reviewed-target-fit,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0118,PR232-R003,CG232-outline-client-006933acfd,outline-client,module-accountability,src/www/messages/pl.json module/subtree review,module/subtree,implementation/product/test evidence,module-level,src/www/messages/pl.json,9e97a92876d4ab46b6b51c65cfe97f947fe2d1aac22a7fc51012eefc09c5f84f,n/a,module mechanism review,one-to-many,reviewed-target-fit,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0119,PR232-R003,CG232-outline-client-dbd7e4a107,outline-client,module-accountability,src/www/messages/pt-BR.json module/subtree review,module/subtree,implementation/product/test evidence,module-level,src/www/messages/pt-BR.json,d7b5d58431a72c54eeef82c53a69b3d933bab03f48d1bf68fe546fc87e81dbf7,n/a,module mechanism review,one-to-many,reviewed-target-fit,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0120,PR232-R003,CG232-outline-client-53f551f285,outline-client,module-accountability,src/www/messages/pt-PT.json module/subtree review,module/subtree,implementation/product/test evidence,module-level,src/www/messages/pt-PT.json,231747b139dcaaa488789c216cd6eb1e36176e5eafb32ef783d78ff59ffd574c,n/a,module mechanism review,one-to-many,reviewed-target-fit,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0121,PR232-R003,CG232-outline-client-fd17dc76c6,outline-client,module-accountability,src/www/messages/ro.json module/subtree review,module/subtree,implementation/product/test evidence,module-level,src/www/messages/ro.json,e4803400040cdc15aaa9ce14be0875c3e311a9fa42d1f78bf5af994bcc16b9a3,n/a,module mechanism review,one-to-many,reviewed-target-fit,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0122,PR232-R003,CG232-outline-client-dbcc6e607d,outline-client,module-accountability,src/www/messages/ru.json module/subtree review,module/subtree,implementation/product/test evidence,module-level,src/www/messages/ru.json,73b199b15005e627ba56335a3d5cf65b9f39e796407e1e1ca2c96fbb75e9f559,n/a,module mechanism review,one-to-many,reviewed-target-fit,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0123,PR232-R003,CG232-outline-client-9810439f24,outline-client,module-accountability,src/www/messages/si.json module/subtree review,module/subtree,implementation/product/test evidence,module-level,src/www/messages/si.json,830f81a718445b623b276a48939e3f1ae7345e50fd92fe4a1e3a6658524a0580,n/a,module mechanism review,one-to-many,reviewed-target-fit,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0124,PR232-R003,CG232-outline-client-1eb4d97d3d,outline-client,module-accountability,src/www/messages/sk.json module/subtree review,module/subtree,implementation/product/test evidence,module-level,src/www/messages/sk.json,afadece24acc07eaedb9bfce0141bc04b900e53db23edaa423fbe79e27b4ac65,n/a,module mechanism review,one-to-many,reviewed-target-fit,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0125,PR232-R003,CG232-outline-client-dc72c07bf0,outline-client,module-accountability,src/www/messages/sl.json module/subtree review,module/subtree,implementation/product/test evidence,module-level,src/www/messages/sl.json,9765db3ae6acebd127b66ebef2df9a709775b21c07337a37a10dd76367908185,n/a,module mechanism review,one-to-many,reviewed-target-fit,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0126,PR232-R003,CG232-outline-client-718a1542c4,outline-client,module-accountability,src/www/messages/sq.json module/subtree review,module/subtree,implementation/product/test evidence,module-level,src/www/messages/sq.json,10825a330ba85a152c6e37e0fa4b023de1fb2be32612590010435586e7b7c217,n/a,module mechanism review,one-to-many,reviewed-target-fit,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0127,PR232-R003,CG232-outline-client-b3acefe4bd,outline-client,module-accountability,src/www/messages/sr-Latn.json module/subtree review,module/subtree,implementation/product/test evidence,module-level,src/www/messages/sr-Latn.json,328e9f7f00ae45662d96b9683d6483006f4f644f38f22b63750f75d123d7d18e,n/a,module mechanism review,one-to-many,reviewed-target-fit,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0128,PR232-R003,CG232-outline-client-60c833f446,outline-client,module-accountability,src/www/messages/sr.json module/subtree review,module/subtree,implementation/product/test evidence,module-level,src/www/messages/sr.json,620f6cd025d996c3bcc4a317dbb40243f0bba7a7473fa88717fbd413dd82a921,n/a,module mechanism review,one-to-many,reviewed-target-fit,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0129,PR232-R003,CG232-outline-client-28182ea0ec,outline-client,module-accountability,src/www/messages/sv.json module/subtree review,module/subtree,implementation/product/test evidence,module-level,src/www/messages/sv.json,49d600d6380badc5fac9d66a14241fe91879154d585a8f7731c717657e68958c,n/a,module mechanism review,one-to-many,reviewed-target-fit,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0130,PR232-R003,CG232-outline-client-a890a8a240,outline-client,module-accountability,src/www/messages/sw.json module/subtree review,module/subtree,implementation/product/test evidence,module-level,src/www/messages/sw.json,f2b4f47b04b8ee805205f2ddf07f7ae0ac30ebe8ab167a3a6eaea364b7ea3297,n/a,module mechanism review,one-to-many,reviewed-target-fit,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0131,PR232-R003,CG232-outline-client-a5207e0654,outline-client,module-accountability,src/www/messages/ta.json module/subtree review,module/subtree,implementation/product/test evidence,module-level,src/www/messages/ta.json,b8bb7f3417a8d3aef08669433d3fb942042210265b93c2e7d3a0d9a7e90c8b29,n/a,module mechanism review,one-to-many,reviewed-target-fit,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0132,PR232-R003,CG232-outline-client-bb5cd7395d,outline-client,module-accountability,src/www/messages/th.json module/subtree review,module/subtree,implementation/product/test evidence,module-level,src/www/messages/th.json,3f06afc89f8c9c6404068b3c6c90decf46dd3e884122dfd3ff508b9f940fbd2a,n/a,module mechanism review,one-to-many,reviewed-target-fit,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0133,PR232-R003,CG232-outline-client-132c3e9da1,outline-client,module-accountability,src/www/messages/tr.json module/subtree review,module/subtree,implementation/product/test evidence,module-level,src/www/messages/tr.json,9a0bf0467d03e6504181c23f718b35d613cbdecc1b8091f8ef1f0c50a61fb28d,n/a,module mechanism review,one-to-many,reviewed-target-fit,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0134,PR232-R003,CG232-outline-client-e8dd7d111a,outline-client,module-accountability,src/www/messages/uk.json module/subtree review,module/subtree,implementation/product/test evidence,module-level,src/www/messages/uk.json,ec644bea8ba075830619a3737e63f1c54d0d519737b0dd501119f218432fdb97,n/a,module mechanism review,one-to-many,reviewed-target-fit,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0135,PR232-R003,CG232-outline-client-b546f0be69,outline-client,module-accountability,src/www/messages/ur.json module/subtree review,module/subtree,implementation/product/test evidence,module-level,src/www/messages/ur.json,cdff009e1d401cd3ffd8a3df76927c59b2fcb16be874d50f516fb0dd216a44f2,n/a,module mechanism review,one-to-many,reviewed-target-fit,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
PR232-M0136,PR232-R003,CG232-outline-client-4dcfd8747a,outline-client,module-accountability,src/www/messages/vi.json module/subtree review,module/subtree,implementation/product/test evidence,module-level,src/www/messages/vi.json,d9bfe945db79f5ff7b57dabcfb17433ea6f4eae5cd3d7c95dc5427aaa722ecf1,n/a,module mechanism review,one-to-many,reviewed-target-fit,Module is independently accounted and reviewed; focused semantics are split into child behavior records when material.,target-native convergence,governance/convergence/post-refactor-232-module-audit.csv,module review cannot hide independent high-signal surfaces,module grouping cannot substitute for per-file accountability,scripts/checks/check_post_refactor_232_convergence.py,governance/convergence,none,n/a,low,PR232-R003,high,reviewed
